Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Postal Code,Diversity Spotlight,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,Facebook,LinkedIn,Phone Number,Contact Email,Number of Articles,Hub Tags,Full Description,Number of Sub-Orgs,Actively Hiring,Investment Stage,Investor Type,Number of Portfolio Organizations,Number of Investments,Number of Exits (IPO),Number of Exits,Number of Diversity Investments,Number of Lead Investments,Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Funding Type,Last Equity Funding Type,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors
Mtell,https://www.crunchbase.com/organization/mtelligence,"Artificial Intelligence (AI), Industrial Automation, Internet of Things, Machine Learning, Oil and Gas, Software","San Diego, California, United States",Machine learning software solutions for managing the health of industrial equipment.,"485,702","Greater San Diego Area, West Coast, Western US",92108,,,Active,2006-01-01,year,2016-10-27,day,,,For Profit,http://www.mtell.com,http://twitter.com/mtellcorp,https://www.facebook.com/mtellcorp,https://www.linkedin.com/company/mtell,619-295-0022,sales@mtell.com,3,,"Founded in 2006, Mtell provides software solutions for managing the health of industrial equipment with machine learning. Making machines smart, Mtell plays an important role in developing the Industrial Internet. In addition to reducing risk to people safety, and the environment, Mtell is a significant contributor to equipment performance and profitability. Solutions are deployed globally in the oil and gas, mining, pharmaceutical, and wastewater industries. For more information, visit us online at http://www.mtell.com.",,,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Energy, Internet Services, Manufacturing, Natural Resources, Science and Engineering, Software",1,Alex Bates,11-50,1,M&A,2015-12-16,,,,,,,Series A,Series A,,,,,,,PTC,,1
Zensight,https://www.crunchbase.com/organization/zensight,"Artificial Intelligence (AI), CRM, Email, Internet, Machine Learning, SaaS, Sales Automation, Software","Cambridge, Massachusetts, United States",Zensight uses artificial intelligence to help sales professionals deliver relevant sales messaging and collateral to accelerate sales.,"486,011","Greater Boston Area, East Coast, New England",02141,,,Closed,2014-01-01,year,2017-12-08,day,2017-12-19,day,For Profit,http://www.zensight.ai/,https://twitter.com/zensight,https://www.facebook.com/ZensightHQ,https://www.linkedin.com/company/zensight,,info@zensight.ai,2,,Zensight is a Boston-based software startup bringing science to the art of sales. Their artificial intelligence software helps sales professionals deliver valuable and relevant insights that advance and accelerate sales.,,,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Messaging and Telecommunications, Sales and Marketing, Science and Engineering, Software",2,"Brad Terrell, Isaac Cambron",1-10,1,M&A,2015-01-13,,,,,,,Venture - Series Unknown,Venture - Series Unknown,,,,,,,"AngelList, Bloomberg Beta, Accomplice, Formation 8, Othman Laraki",1,7
LearnSprout,https://www.crunchbase.com/organization/learnsprout,"Analytics, Big Data, EdTech, Education, Predictive Analytics","San Francisco, California, United States",LearnSprout is the first and only solution that makes big data analytics possible for non-technical educators.,"486,206","San Francisco Bay Area, West Coast, Western US",94103,,,Closed,2012-01-01,year,2016-01-28,day,,none,For Profit,http://learnsprout.com,http://twitter.com/LearnSprout,http://www.facebook.com/LearnSprout,http://www.linkedin.com/LearnSprout,,,66,,"MISSION: To help K-12 educators use data to analyze the past, understand the present, and anticipate the future. THE PROBLEM: K-12 districts collect an enormous amount of student data. Educators now recognize that data can inform decisions that improve student outcomes, but few are equipped to make sense of data in a timely manner. Efforts to be “data-driven” require costly software, time-consuming setup, and extensive training. The resulting reports, which are often complex and outdated, fail to provide the information needed for daily decision-making. WHAT IS LEARNSPROUT? LearnSprout is an online data insights service for K-12 educators. It is the only education analytics solution available that uses live data directly from a district’s student information system. LearnSprout combines assessment results, course grades, and attendance to provide actionable insights into student and school performance. Supported by simple setup, and clear, purposeful design, LearnSprout creates an experience that engages and informs.",,,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Education, Software",3,"Anthony Wu, Franklyn Chien, Joe Woo",11-50,3,M&A,2014-05-13,4200000,USD,4200000,4200000,USD,4200000,Series A,Series A,7466837,USD,7466837,7466837,USD,7466837,"Andreessen Horowitz, Samsung Ventures, Silicon Badia, Samsung NEXT, Formation 8",1,13
LIFE2FILM,https://www.crunchbase.com/organization/life-film,"Artificial Intelligence (AI), Content Marketing, Social Media Marketing, Software, Video, Video Editing","Sterlitamak, Bashkortostan, Russian Federation",AI video platform for video create,"487,037","Europe, Middle East, and Africa (EMEA)",453103,,$1M to $10M,Active,2014-01-01,year,,,,,For Profit,https://life2film.com/en/,https://twitter.com/life2film,,https://www.linkedin.com/company/life.film,,,,,LIFE.FILM is a B2C on-line service which automatically edits videos and makes emotional films.,,,,,,,,,,,,,,"Artificial Intelligence (AI), Content and Publishing, Data and Analytics, Media and Entertainment, Sales and Marketing, Science and Engineering, Software, Video",3,"Alexander Sysoenko, Renald Gubaydullin, Rustam Salavatov",1-10,1,Seed,2015-01-01,,,,,,,Angel,Angel,,,,,,,Alexander Sysoenko,1,1
Bots,https://www.crunchbase.com/organization/bots-inc,"Artificial Intelligence (AI), Blockchain, Manufacturing, Software","San Juan, NA - Puerto Rico, Puerto Rico","Bots is an emerging innovator of products, technologies, and services for rapidly growing cyber-security and AI for manufacturing industries","487,936",Latin America,,,Less than $1M,Active,2010-01-01,year,2020-07-09,day,,,For Profit,https://www.bots.bz/,https://twitter.com/Bots_bz,https://www.facebook.com/Bots.Bz/,https://www.linkedin.com/company/bots-bz/,,paul@bits.bz,4,,"BOTS, Inc. (OTC: BTZI), an emerging innovator of products, technologies, and services for the rapidly growing cyber-security, digital robotics automation and AI for manufacturing industries.",,,,,,,,,,,,,,"Artificial Intelligence (AI), Blockchain and Cryptocurrency, Data and Analytics, Manufacturing, Other, Science and Engineering, Software",1,Paul Rosenberg,51-100,1,IPO,2014-05-22,300000,USD,300000,300000,USD,300000,Post-IPO Equity,Post-IPO Equity,300000,USD,300000,300000,USD,300000,,,
Bluenose Analytics,https://www.crunchbase.com/organization/bluenose-analytics,"Enterprise Software, Predictive Analytics, SaaS","Fremont, California, United States",Bluenose helps SaaS companies grow and retain their customers.,"490,432","San Francisco Bay Area, Silicon Valley, West Coast",94538,,,Closed,2012-11-01,day,,,2018-04-26,day,For Profit,http://www.bluenose.com,http://twitter.com/BluenoseInc,http://www.facebook.com/bluenoseanalytics,http://www.linkedin.com/company/bluenose-analytics-inc-,415-354-4905,info@bluenose.com,3,,Bluenose helps online businesses to retain and grow their customers.,,,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Software",2,"Don MacLennan, Todd Graham",11-50,2,Early Stage Venture,2013-11-20,8000000,USD,8000000,8000000,USD,8000000,Series A,Series A,10000000,USD,10000000,10000000,USD,10000000,"Norwest Venture Partners, Social Capital",2,2
Newsfusion,https://www.crunchbase.com/organization/newsfusion,"Artificial Intelligence (AI), Communities, Digital Media, Internet, Mobile, Mobile Apps","San Francisco, California, United States",Newsfusion uses machine learning to create prioritized news feeds that serve passionate crowds and achieve long-term engagement.,"492,783","San Francisco Bay Area, West Coast, Western US",,,Less than $1M,Active,2013-01-01,year,2021-05-24,day,,,For Profit,http://newsfusion.com/,https://twitter.com/NewsFusionApps,https://www.facebook.com/newsfusion,https://www.linkedin.com/company/2266239/,,support@newsfusion.com,4,,"Newsfusion melds algorithmic relevance with user engagement, creating vertical communities where the best content meets the most passionate audiences. Each of our apps delivers an immersive experience for one specific vertical. We offer products in dozens of verticals, used by millions around the globe. Visit www.newsfusion.com to check us out and find out which of our apps is for you.",,,,,,,,,,,,,,"Apps, Artificial Intelligence (AI), Community and Lifestyle, Data and Analytics, Internet Services, Media and Entertainment, Mobile, Science and Engineering, Software",2,"Itamar Rogel, Nati Berkover",1-10,1,M&A,2015-01-01,,,,,,,Seed,Seed,,,,,,,"SYD Ventures, initial.vc",,2
Granata Decision Systems,https://www.crunchbase.com/organization/granata-decision-systems,"Analytics, Artificial Intelligence (AI), Machine Learning","Toronto, Ontario, Canada",Granata’s prescriptive analytics technology helps organizations and individuals make decisions in the optimal way.,"495,030",Great Lakes,,,,Active,2012-01-01,year,2015-01-23,day,,,For Profit,https://www.granatads.com/,,,https://www.linkedin.com/company/granata-decision-systems,,,,,"Granata's software platform provides real-time optimization and scenario analysis capabilities for large-scale, data-driven marketing problems and group/organizational decision-making. Companies use the technology to amplify the value of machine learning and analytics by distilling the insights produced by multiple analyses and focusing on the factors relevant to global enterprise objectives.",,,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,1-10,2,M&A,2013-11-28,,,,,,,Pre-Seed,Pre-Seed,211500,USD,211500,,,,"Ontario Centres of Excellence, Toronto Innovation Acceleration Partners, OneEleven, UTEST",,4
Fluential,https://www.crunchbase.com/organization/fluential,"Natural Language Processing, Software","Sunnyvale, California, United States","Fluential is a developer of advanced speech and linguistic interfaces for the military, healthcare, and digital health industries.","498,330","San Francisco Bay Area, Silicon Valley, West Coast",94089,,$10M to $50M,Active,2001-01-01,year,,,,,For Profit,http://fluential.com,http://twitter.com/fluentialHQ,http://www.facebook.com/fluentialHQ,http://www.linkedin.com/company/fluential,,engage@fluential.com,3,,"A leader in advanced speech and linguistic interfaces, Fluential has devoted more than 85 man-years of research to developing and improving interactive voice technologies for the military, healthcare and digital health industries. Recognizing that speech is the next essential function of mobile and consumer devices, Fluential focuses on optimizing the voice experience with multimodal interactions that both simplify and advance consumers’ lives.",,,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Software",2,"Demitrios Master, Farzad Ehsani",11-50,2,Early Stage Venture,2013-11-29,2000000,USD,2000000,2000000,USD,2000000,Series A,Series A,10000000,USD,10000000,10000000,USD,10000000,"NantHealth, Patrick Soon-Shiong",1,2
VisiTrend,https://www.crunchbase.com/organization/visitrend,"Analytics, Artificial Intelligence (AI), Cyber Security, Data Visualization, Machine Learning","Cambridge, Massachusetts, United States",VisiTrend makes powerful analytics easier to use by integrating machine learning with interactive visualization.,"500,674","Greater Boston Area, East Coast, New England",02141,,,Active,2009-01-01,year,2015-08-27,day,,,For Profit,,,,,8579192372,,1,,"VisiTrend makes powerful analytics easier to use through interactive visualization. Several analytics are included with an initial focus on cyber security. We have both a SaaS offering and a virtual appliance that can be setup on-site. VisiTrend connects to several different data stores including relational databases and big data solutions such as Hadoop. Users can interact with a visualization to run machine learning algorithms on their data without writing a line of code. Social features enable users to share analytics, data, and visualizations.",,,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Design, Information Technology, Privacy and Security, Science and Engineering, Software",1,John Langton,1-10,1,M&A,2013-11-01,1250000,USD,1250000,1250000,USD,1250000,Seed,Seed,1250000,USD,1250000,1250000,USD,1250000,"Rally Ventures, Accomplice",1,2
White Raven,https://www.crunchbase.com/organization/fringefy,"Artificial Intelligence (AI), Image Recognition, Location Based Services, Machine Learning, Software, Visual Search","Ramat Gan, Tel Aviv, Israel",White Raven is an AI-based visual positioning software company for autonomous robots and cars that navigate in areas where GPS connectivity.,"500,920","Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)",,,Less than $1M,Closed,2013-07-30,day,,,2020-11-25,day,For Profit,http://www.whiteraven.ai,,,https://www.linkedin.com/company/whiteraven/,,contact@whiteraven.ai,13,,"White Raven is an AI-based visual positioning software company for autonomous robots and cars that navigate in areas where GPS connectivity. The company's technology recognizes buildings, landmarks, and other objects in the physical world and can infer a moving camera’s location, direction, and what it’s looking at. It enables precise, fast, and frictionless navigation to highly specific locations e.g. a particular door, as opposed to an entire building, and is the basis for augmented reality experiences for drivers and passengers. White Raven develops visual search engines that identify unique points of interest in the outdoor urban environment and highlight them in AR. The engines are middleware between in-car infotainment systems and location-based services. The company specialized in classification and-real time analysis of visual signals generated by various sensors.",,,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Internet Services, Navigation and Mapping, Science and Engineering, Software",3,"Amir Adamov, Assif Ziv, Stav Yagev",1-10,4,,2015-11-22,,,,,,,Venture - Series Unknown,Venture - Series Unknown,,,,,,,"7percent Ventures, Microsoft Accelerator, Presence Capital, 2B Angels, Greg Castle",,11
