Organization Name,Organization Name URL,Full Description,Industries,Headquarters Location,Description,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Exit Date,Exit Date Precision,Trademarks Registered,Monthly Visits,Active Tech Count,Total Products Active,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Downloads Last 30 Days,Most Popular Patent Class,Most Popular Trademark Class,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Number of Funding Rounds,Last Funding Date,Headquarters Regions,Estimated Revenue Range,Top 5 Investors,Most Recent Valuation Range,Date of Most Recent Valuation,Patents Granted,IPO Status,Postal Code,Founded Date,Founded Date Precision,Company Type,Website,LinkedIn,Number of Exits,Number of Exits (IPO),Industry Groups,Number of Founders,Founders,Number of Employees,Funding Status,Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,CB Rank (Organization),CB Rank (Company),Hub Tags,Number of Sub-Orgs,Diversity Spotlight (US Headquarters Only),Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Diversity Investments,Number of Lead Investments,Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks)
Mcfly,https://www.crunchbase.com/organization/maifei-technology,"Maifei Technology is an AI big data company with international technology background, Internet genes, and variable application of pesticides in the field of plant protection services. The core technology originated from the scientific research and accumulation of scientific research and innovation of the Chinese Academy of Sciences Remote Sensing Institute for more than ten years. The company's founding members are from well-known teams at home and abroad such as the Chinese Academy of Sciences, the Chinese Academy of Agricultural Sciences.","Artificial Intelligence (AI), Big Data, Internet","Beijing, Beijing, China","Mcfly is an AI big data company with international technology background, Internet genes.",125000000,CNY,18791928,,,,,23,,125000000,CNY,18791928,,,,100000000,CNY,14865247,2,2019-03-27,Asia-Pacific (APAC),,"CAS Star, Baidu Ventures, Frees Fund, GF Qianhe Investment, ECC Capital",,,,Private,,2016-01-01,year,For Profit,http://www.mcfly.com.cn/,,,,"Artificial Intelligence (AI), Data and Analytics, Internet Services, Science and Engineering, Software",3,"Gong Huaze, Liu Long, Qi Chen",101-250,Early Stage Venture,Series A,100000000,CNY,14865247,Series A,1,6,,,"93,055","92,468",,,,,,,,,,,,
Laifei Smart,https://www.crunchbase.com/organization/laifei-smart,"Laifei Smart offers AI intelligent lawn mowing robots for global lawn care, and provides customers in this field with more standardized, precise and efficient intelligent solutions.","Artificial Intelligence (AI), Robotics","Shenzhen, Guangdong, China",Laifei Smart is an AI company of intelligent lawn care robots.,18717509,USD,18717509,,,5,,,,18717509,USD,18717509,,,Scientific and electric apparatus and instruments,10000000,USD,10000000,2,2023-08-07,Asia-Pacific (APAC),,"XVC, IMO Ventures, Welight Capital, MAX Innovation Capital, Hunter Ventures",,,0,Private,,2020-01-01,year,For Profit,https://novabot.lfi.ai/,https://www.linkedin.com/company/lf-intelligence-limited/,,,"Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software",,,,Seed,Seed,10000000,USD,10000000,Seed,1,6,,,"51,719","51,516",,,,,,,,,,,,
Macro,https://www.crunchbase.com/organization/macro-0331,"Macro is an all-in-one document workspace for professionals who want to fly through their work. Powered by AI, Macro's simple and modern interface provides a word processor, PDF editor, comparison tools, automation tools, AI-assisted writing and reviewing, and more.","Artificial Intelligence (AI), Information Technology, SaaS, Software","New York, New York, United States",The AI-powered PDF and Word Editor for modern knowledge professionals.,18679989,USD,18679989,,,,"28,948",12,14,18679989,USD,18679989,,,,9379989,USD,9379989,2,2023-03-29,"Greater New York Area, East Coast, Northeastern US",$1M to $10M,"Andreessen Horowitz, BoxGroup, Craft Ventures, Third Kind Venture Capital",,,,Private,,2020-01-01,year,For Profit,https://www.macro.com,https://www.linkedin.com/company/macrocom,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",2,"Jacob Beckerman, Josh Doman",1-10,,Venture - Series Unknown,9379989,USD,9379989,Venture - Series Unknown,1,4,,,"60,122","59,846",,,,,,,,,,,,
UGO,https://www.crunchbase.com/organization/ugo,,"Artificial Intelligence (AI), Robotics","Hangzhou, Zhejiang, China",UGO is an AI & Robotics company.,18670937,USD,18670937,,,,,,,18670937,USD,18670937,,,,100000000,CNY,15737870,2,2022-02-10,Asia-Pacific (APAC),,"Fortune Venture Capital, Essence Securities, Poly Capital, Naton",,,,Private,,2017-01-01,year,For Profit,,,,,"Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software",1,Dongxu Lu,,Early Stage Venture,Series A,100000000,CNY,15737870,Series A,1,4,,,"92,651","92,069",,,,,,,,,,,,
Motivo,https://www.crunchbase.com/organization/motivo,"Motivo has developed proprietary computational technology to use graph analytics, AI and machine learning for the semiconductor IC segment.  In the IC space, we dramatically accelerate yield improvement with tera scale data analytics and machine learning.","Analytics, Artificial Intelligence (AI), Information Technology, Software","Sunnyvale, California, United States",Motivo uses advanced analytics and AI to help fabless design companies.,20531861,USD,20531861,,,,,12,,18666861,USD,18666861,,,,12000000,USD,12000000,4,2021-08-12,"San Francisco Bay Area, Silicon Valley, West Coast",Less than $1M,"Storm Ventures, Inventus Capital Partners, Seraph Group, Intel Capital",,,,Private,94086,2015-01-01,year,For Profit,https://motivo.ai,https://www.linkedin.com/company/motivo-inc/,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",3,"Bharath Rangarajan, Edward Teoh, Vito Dai",11-50,Early Stage Venture,Series A,12000000,USD,12000000,Series A,1,4,,,"32,377","32,287",,,,,,,,,,,,
SmartSignal,https://www.crunchbase.com/organization/smartsignal,"SmartSignal Corporation provides Predictive Diagnostic software and services. Its solutions include EPI*Center, CycleWatch, SHIELD, xConnector, and PlantAPS. The company offers equipment and process failure detection and diagnosis. SmartSignal has strategic partnerships with OSIsoft, Accenture, Microsoft, and MRG (Management Resources Group, Inc). The company caters to power generation and oil and gas sectors. Its clientele include BP, Caterpillar, Duke Energy, GDF Suez, Invenergy, Scottish and Southern, and TransAlta. The company was founded in 1999 and is based in Lisle, Illinois.","Enterprise Software, Oil and Gas, Predictive Analytics, Software","Lisle, Illinois, United States",SmartSignal is a multinational technology and services company that provides predictive diagnostic software and services.,18650000,USD,18650000,2011-01-06,day,0,,6,4,18650000,USD,18650000,,Computing; Calculating,,250000,USD,250000,5,2005-03-24,"Greater Chicago Area, Great Lakes, Midwestern US",,"RC Capital, Stephens Group, CID Equity Partners, Arch Development Partners, Gryffindor Capital",,,14,Private,60532,1999-01-01,year,For Profit,http://www.smartsignal.com,https://www.linkedin.com/company/smartsignal/,,,"Artificial Intelligence (AI), Data and Analytics, Energy, Natural Resources, Software",,,51-100,M&A,Venture - Series Unknown,250000,USD,250000,Venture - Series Unknown,1,5,,Was Acquired,"280,265","272,800",,,,,,,,,,,,
iMotion.ai,https://www.crunchbase.com/organization/imotion-ai,"iMotion.ai provides automated driving system solutions for OEM customers, including sensor data fusion, decision and planning, and vehicle control in automotive hardware, software, and system design and validation. They also provide automated driving related functional safety workshops, consulting, and validation services.","Artificial Intelligence (AI), Automotive, Autonomous Vehicles, Robotics","Suzhou, Jiangsu, China",iMotion.ai is an AI and robotics company.,18640867,USD,18640867,,,,1,5,,18640867,USD,18640867,,,,,,,4,2022-09-02,Asia-Pacific (APAC),,"Iflytek, China Merchants Venture Capital, FutureCap, National SME Development Fund, Leadervc.com",,,,Private,,2016-01-01,year,For Profit,http://imotion.ai/,https://www.linkedin.com/company/imotion-ai/about/,,,"Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software, Transportation",1,Walt Song,101-250,,Venture - Series Unknown,,,,Venture - Series Unknown,3,6,,,"30,683","30,602",,,,,,,,,,,,
Metigy,https://www.crunchbase.com/organization/metigy,Metigy uses AI and deep learning to deliver real time insights and actions that radically enhance reach and converison,"Artificial Intelligence (AI), Machine Learning, Marketing, Social Media Marketing, Software","North Sydney, New South Wales, Australia",Metigy uses AI and deep learning to deliver real time insights and actions that radically enhance reach and converison,18639031,USD,18639031,,,,"2,533",7,30,18639031,USD,18639031,,,,20000000,AUD,14589031,5,2020-11-23,"Asia-Pacific (APAC), Australasia",Less than $1M,"Blue Focus PR Consulting, Regal Funds Management, Five V Capital, We Are Social, Thorney Investment",,,,Private,2060,2015-06-01,month,For Profit,https://metigy.com/,https://in.linkedin.com/company/socialcrm-hub,,,"Artificial Intelligence (AI), Data and Analytics, Sales and Marketing, Science and Engineering, Software",5,"David Fairfull, David Watson, Gregory Brine, Jean Pierre Van Der Berg, Johnson Lin",11-50,Early Stage Venture,Series B,20000000,AUD,14589031,Series B,2,7,1,Made Acquisitions,"109,360","108,556",,,,,,,,,,,,
Krista by Ant Brains,https://www.crunchbase.com/organization/ant-brains-corp,Krista by Ant Brains is a conversational RPA platform that understands people. Krista's mission is to stop making people understand the technology and make technology that understands people.,"Artificial Intelligence (AI), Computer, Software","Dallas, Texas, United States",Krista by Ant Brains is a conversational RPA platform that understands people.,18599999,USD,18599999,,,,"1,852",18,,18599999,USD,18599999,,,,14000000,USD,14000000,2,2022-02-22,"Dallas/Fort Worth Metroplex, Southern US",$10M to $50M,,,,,Private,,2016-01-01,year,For Profit,https://www.antbrains.com,https://www.linkedin.com/company/antbrains/about/,,,"Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Hardware, Science and Engineering, Software",1,John Michelsen,51-100,,Venture - Series Unknown,14000000,USD,14000000,Venture - Series Unknown,,,,,"79,304","78,876",,,,,,,,,,,,
PCCI,https://www.crunchbase.com/organization/pcci,"PCCI is a non-profit healthcare analytics organization. They develop and implement predictive models to help deliver patient care. They build a platform connecting hospital and community services with the purpose of helping patients. They use data science, social determinants of health, and clinical expertise across clinical and community settings.","Health Care, Non Profit, Predictive Analytics","Dallas, Texas, United States",PCCI is a healthcare analytics research and development organization that leverages data science and social determinants of health.,18576210,USD,18576210,,,2,115,20,18,18576210,USD,18576210,,Computing; Calculating,Advertising; business,18576210,USD,18576210,1,2016-02-10,"Dallas/Fort Worth Metroplex, Southern US",$1M to $10M,,,,21,Private,75247,2012-01-01,year,Non-profit,http://PCCInnovation.org,https://www.linkedin.com/company/pcci,,,"Artificial Intelligence (AI), Data and Analytics, Health Care, Other, Social Impact, Software",1,Ruben Amarasingham,11-50,,Venture - Series Unknown,18576210,USD,18576210,Venture - Series Unknown,,,,,"64,875","64,559",,,,,,1,1,,,,,
Cloud.IQ,https://www.crunchbase.com/organization/cloud-iq,Cloud.IQ is an AI platform for e-commerce businesses. They build a profile of the customer and launch email and on-site campaigns to convert them. They provide solutions that optimize marketing and e-commerce.,"Artificial Intelligence (AI), E-Commerce, Machine Learning, SaaS","London, England, United Kingdom",Cloud.IQ is an AI-powered marketing platform.,13565000,GBP,18534373,,,2,"1,805",32,18,13565000,GBP,18534373,,,Advertising; business,4000000,GBP,5279246,4,2017-07-31,"Europe, Middle East, and Africa (EMEA)",$1M to $10M,"Nauta Capital, PayPal Ventures, Bridges Fund Management, Development Bank of Wales, Juno Capital Partners",,,2,Private,EC1A 2BN,2012-01-01,year,For Profit,https://www.cloudiq.com,https://linkedin.com/company/cloud-iq,,,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Science and Engineering, Software",2,"James Critchley, Paul Phillips",11-50,Early Stage Venture,Series B,4000000,GBP,5279246,Series B,4,6,,,"46,251","46,093",,,,,,,,,,,,
