Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Organization Location,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Series B - Outsight,https://www.crunchbase.com/funding_round/dibotics-series-b--c134076b,Outsight,https://www.crunchbase.com/organization/dibotics,Series B,22500000,EUR,22001705,2022-10-20,Early Stage Venture,,,,Yes,"Outsight develops a revolutionary kind of sensor, a 3D Semantic Camera that brings Full Situation Awareness to Smart Machines and Cities.","Artificial Intelligence (AI), Robotics, Service Industry","Paris, Ile-de-France, France, Europe",,https://www.outsight.ai,Less than $1M,40500000,EUR,42270423,Early Stage Venture,3,"Bpifrance, Energy Innovation Capital","BNP Paribas, Bpifrance, Demeter Partners, Energy Innovation Capital, Forvia, Groupe ADP, Safran Corporate Ventures, SPDG",8,2,"582,902"
Series B - Speechmatics,https://www.crunchbase.com/funding_round/speechmatics-series-b--44bf43d0,Speechmatics,https://www.crunchbase.com/organization/speechmatics,Series B,50300000,GBP,61303485,2022-06-28,Early Stage Venture,,,,Yes,Speechmatics develops a speech recognition platform that offers accurate speech recognition using an any-context speech recognition engine.,"Artificial Intelligence (AI), Information Technology, Software, Speech Recognition","Cambridge, Cambridgeshire, United Kingdom, Europe",,https://www.speechmatics.com,$10M to $50M,56650000,GBP,69540439,Early Stage Venture,4,Susquehanna Growth Equity,"AlbionVC, IQ Capital, Susquehanna Growth Equity",3,3,"233,068"
Series B - Jiffy.ai,https://www.crunchbase.com/funding_round/jiffy-ai-series-b--5097cb39,Jiffy.ai,https://www.crunchbase.com/organization/jiffy-ai,Series B,53000000,USD,53000000,2022-03-09,Early Stage Venture,,,,Yes,Jiffy.ai is a software company that offers AI-powered intelligent and integrated platform for the modern-day digital enterprise.,"Artificial Intelligence (AI), Machine Learning, Software","Bengaluru, Karnataka, India, Asia",,https://jiffy.ai,$10M to $50M,71000000,USD,71000000,Early Stage Venture,3,Eight Roads Ventures,"Eight Roads Ventures, Iron Pillar, R-Squared Ventures",3,2,"229,514"
Series B - Infermedica,https://www.crunchbase.com/funding_round/infermedica-series-b--e606341c,Infermedica,https://www.crunchbase.com/organization/infermedica,Series B,30000000,USD,30000000,2022-01-26,Early Stage Venture,,,,Yes,Infermedica is a leading digital health company specialized in AI-powered solutions for preliminary diagnosis and patient triage.,"Artificial Intelligence (AI), Health Care, Health Insurance, Hospital, Machine Learning, mHealth, Personal Health, Predictive Analytics","Wroclaw, Dolnoslaskie, Poland, Europe",,https://infermedica.com,$10M to $50M,44950000,USD,44950000,Early Stage Venture,11,One Peak,"EBRD Venture Capital, Heal Capital, Inovo VC, Karma Ventures, One Peak",5,4,"233,786"
Series A - Better Origin,https://www.crunchbase.com/funding_round/betterorigin-series-a--5ccba30a,Better Origin,https://www.crunchbase.com/organization/betterorigin,Series A,16000000,USD,16000000,2022-04-07,Early Stage Venture,,,,Yes,The food chain is broken. Our technology fixes it.,"Agriculture, Artificial Intelligence (AI), Biofuel, Farming","Cambridge, Cambridgeshire, United Kingdom, Europe",,http://www.betterorigin.co.uk,$1M to $10M,22172344,USD,22172344,Early Stage Venture,7,Balderton Capital,"Balderton Capital, Fly Ventures, Metavallon VC",3,1,"229,882"
Venture Round - Digital Diagnostics,https://www.crunchbase.com/funding_round/idx-2-series-unknown--56d5131e,Digital Diagnostics,https://www.crunchbase.com/organization/idx-2,Venture - Series Unknown,46266488,USD,46266488,2022-05-27,,,,,Yes,"Digital Diagnostics is an AI diagnostics company that transforms the quality, accessibility, and affordability of healthcare.","Artificial Intelligence (AI), Health Care, Health Diagnostics, Machine Learning, Medical Device","Coralville, Iowa, United States, North America",,https://digitaldiagnostics.com,$100M to $500M,173398472,USD,173398472,Early Stage Venture,7,,,,,"583,886"
Convertible Note - American Robotics,https://www.crunchbase.com/funding_round/american-robotics-convertible-note--447f9a3e,American Robotics,https://www.crunchbase.com/organization/american-robotics,Convertible Note,30000000,USD,30000000,2022-10-26,,,,,No,"American Robotics is a Robot-as-a-Service company that develops FAA-approved pilotless, AI-powered drones for industrial purposes.","AgTech, Computer Vision, Industrial Automation, Machine Learning, Military, Mining, Oil and Gas, Railroad, Robotics, Security","Waltham, Massachusetts, United States, North America",,http://www.american-robotics.com,$1M to $10M,91975000,USD,91975000,M&A,6,,,,,"650,312"
Series B - Endgame,https://www.crunchbase.com/funding_round/endgame-series-b--84789036,Endgame,https://www.crunchbase.com/organization/endgame,Series B,30000000,USD,30000000,2022-02-08,Early Stage Venture,,,,Yes,"Endgame lets you connect the dots between user behavior and sales opportunities, without expensive data scientists or engineers.","Artificial Intelligence (AI), Data Management, Sales Automation","Los Angeles, California, United States, North America",,https://www.endgame.io,$1M to $10M,52250000,USD,52250000,Early Stage Venture,4,EQT Ventures,"EQT Ventures, Lachy Groom, Menlo Ventures, Unusual Ventures, Upfront Ventures",5,4,"584,276"
Series A - Falkon AI,https://www.crunchbase.com/funding_round/falkon-ai-series-a--0b165b41,Falkon AI,https://www.crunchbase.com/organization/falkon-ai,Series A,16000000,USD,16000000,2022-09-01,Early Stage Venture,,,,Yes,"Falkon AI is an intelligence platform for marketing, sales, and account management teams.","Artificial Intelligence (AI), Machine Learning, Marketing, Sales, Software, Web Development","Seattle, Washington, United States, North America",Women Founded,http://www.falkon.ai,$1M to $10M,16000000,USD,16000000,Early Stage Venture,2,OMERS Ventures,"Flying Fish Partners, Greylock, Madera Technology Partners, OMERS Ventures, Trilogy Financial Services",5,,"574,872"
Series A - Morpheus Space,https://www.crunchbase.com/funding_round/morpheus-space-series-a--50a6f4a3,Morpheus Space,https://www.crunchbase.com/organization/morpheus-space,Series A,28000000,USD,28000000,2022-09-14,Early Stage Venture,,,,Yes,"Morpheus Space sells satellite mobility solutions through electric propulsion systems, an autopilot, and mission analysis and design tools.","Aerospace, Artificial Intelligence (AI), Hardware, SaaS, Satellite Communication, Simulation, Software","El Segundo, California, United States, North America",,http://www.morpheus-space.com,$10M to $50M,29590000,USD,29590000,Early Stage Venture,6,Alpine Space Ventures,"Airbus Ventures, Alpine Space Ventures, In-Q-Tel, Jackson Moses, Lavrock Ventures, Morpheus Ventures, Pallas Ventures, Techstars, Vsquared Ventures",9,3,"563,811"
Series C - Laiye,https://www.crunchbase.com/funding_round/laiye-series-c--d929ba23,Laiye,https://www.crunchbase.com/organization/laiye,Series C,70000000,USD,70000000,2022-04-18,Late Stage Venture,,,,Yes,Laiye is an interactive platform that offers consumers and enterprises with intelligent assistant products.,"Apps, Artificial Intelligence (AI), Enterprise, Internet, Mobile, Mobile Apps, Mobile Payments, Natural Language Processing, Robotic Process Automation (RPA)","Beijing, Beijing, China, Asia",,http://www.laiye.com/,$1M to $10M,201000000,USD,201000000,Late Stage Venture,8,HOPU Investment,"HOPU Investment, Lightspeed China Partners, Lightspeed Venture Partners, VMS Asset Management, Youshan Capital",5,5,"564,810"
Venture Round - Yoummday GmbH,https://www.crunchbase.com/funding_round/yoummday-pty-ltd-series-unknown--fc9a0727,Yoummday GmbH,https://www.crunchbase.com/organization/yoummday-pty-ltd,Venture - Series Unknown,30000000,EUR,34233015,2022-02-10,,,,,Yes,The world’s first online marketplace for contact centre solutions for in- and outbound,"Artificial Intelligence (AI), Consulting, Outsourcing, SaaS","Munich, Bayern, Germany, Europe",,https://www.yoummday.com/de,$10M to $50M,30000000,EUR,34233015,,1,"Armira, Project A Ventures","Armira, Project A Ventures",2,2,"565,347"
Series A - 4M Analytics,https://www.crunchbase.com/funding_round/4m-analytics-series-a--8dfcdfb1,4M Analytics,https://www.crunchbase.com/organization/4m-analytics,Series A,30000000,USD,30000000,2022-09-20,Early Stage Venture,,,,Yes,4M ANALYTICS is a subsurface-infrastructure geo-data company,"Analytics, Artificial Intelligence (AI), Consulting, Data Visualization, Database, Information Technology, Infrastructure, Machine Learning, Real Estate, Software","Herzliya, Tel Aviv, Israel, Asia",,https://www.4manalytics.com,,41020000,USD,41020000,,5,"Insight Partners, ITI Venture Capital Partners","F2 Ventures, Insight Partners, ITI Venture Capital Partners, Nir Erez, Noam Bardin, Viola Ventures",6,1,"417,822"
Series A - Food Rocket,https://www.crunchbase.com/funding_round/food-rocket-series-a--e49283e7,Food Rocket,https://www.crunchbase.com/organization/food-rocket,Series A,25000000,USD,25000000,2022-04-26,Early Stage Venture,,,,Yes,Food Rocket is a rapid grocery delivery startup,"Artificial Intelligence (AI), Delivery, E-Commerce, Food Delivery, Mobile Apps, Software","Chicago, Illinois, United States, North America",,https://www.foodrocket.me/,$10M to $50M,27000000,USD,27000000,Early Stage Venture,2,Circle K Venture,Circle K Venture,1,,"566,253"
Series A - Typeface,https://www.crunchbase.com/funding_round/typeface-series-a--0227b3cb,Typeface,https://www.crunchbase.com/organization/typeface,Series A,65000000,USD,65000000,2023-02-27,Early Stage Venture,,,,Yes,Typeface offers a generative AI application that provides streamlined and personalized content creation for enterprises.,"Artificial Intelligence (AI), Content, Enterprise Software, Generative AI, Software","Palo Alto, California, United States, North America",,https://www.typeface.ai,$1M to $10M,165000000,USD,165000000,Early Stage Venture,2,Lightspeed Venture Partners,"Google Ventures, Lightspeed Venture Partners, M12 - Microsoft's Venture Fund, Menlo Ventures",4,1,"566,556"
Series B - Typecast (aka Neosapience),https://www.crunchbase.com/funding_round/neosapience-inc-series-b--bac998d9,Typecast (aka Neosapience),https://www.crunchbase.com/organization/neosapience-inc,Series B,21500000,USD,21500000,2022-02-22,Early Stage Venture,,,,Yes,Typecast is an AI-powered content creation service with emotional voice AI and avatar developed by Neosapience.,"Apps, Artificial Intelligence (AI), Software","Seoul, Seoul-t'ukpyolsi, South Korea, Asia",,https://typecast.ai,Less than $1M,26801609,USD,26801609,Early Stage Venture,5,BRV Capital Management,"Albatross Capital Partners, BRV Capital Management, Company K Partners, Daekyo Investment, Quantum Ventures Korea, STIC Ventures, TimeWorks investments",7,1,"418,371"
Debt Financing - Shift,https://www.crunchbase.com/funding_round/shift-c02b-debt-financing--139cf0f6,Shift,https://www.crunchbase.com/organization/shift-c02b,Debt Financing,13000000,GBP,15529842,2022-11-29,,,,,No,On-demand technology platform for consumers and businesses focused on the logistics market,"Artificial Intelligence (AI), Delivery, Internet, Logistics, Marketplace, Mobile Apps, Software","London, England, United Kingdom, Europe",,http://shift.online,$500M to $1B,33520000,GBP,42540087,Early Stage Venture,6,Salica,Salica,1,,"234,691"
Series E - Pyramid Analytics,https://www.crunchbase.com/funding_round/pyramid-analytics-series-e--10c7c7a0,Pyramid Analytics,https://www.crunchbase.com/organization/pyramid-analytics,Series E,120000000,USD,120000000,2022-05-08,Late Stage Venture,780000000,USD,780000000,Yes,Pyramid Analytics provides insights for employees across the organization with enterprise-level business analytics software.,"Analytics, Business Information Systems, Business Intelligence, Enterprise Software, Machine Learning, Software","Amsterdam, Noord-Holland, The Netherlands, Europe",,http://www.pyramidanalytics.com,Less than $1M,194000003,USD,194000003,Late Stage Venture,5,H.I.G. Growth Partners,"Clal Insurance Enterprises Holdings, General Oriental, H.I.G. Growth Partners, Jerusalem Venture Partners (JVP), Kreos Capital, Maor Investments, Sequoia Capital, Viola Growth",8,7,"418,735"
Series A - CVA Chip,https://www.crunchbase.com/funding_round/cva-chip-series-a--f02cde2f,CVA Chip,https://www.crunchbase.com/organization/cva-chip,Series A,100000000,CNY,15503155,2022-04-21,Early Stage Venture,,,,Yes,CVA Chip is a chip design company focusing on the field of intelligent perception and computing control.,"Enterprise Software, Intelligent Systems, Internet of Things, Semiconductor, Sensor, Software","Shenzhen, Guangdong, China, Asia",,http://www.cvachip.com/,,400000000,CNY,57525676,Early Stage Venture,4,,,,,"419,097"
Series A - Leal Health,https://www.crunchbase.com/funding_round/trialjectory-series-a--95ff3482,Leal Health,https://www.crunchbase.com/organization/trialjectory,Series A,20000000,USD,20000000,2022-02-07,Early Stage Venture,,,,Yes,Leal is the leading AI-powered treatment decision support platform that democratizes patient access to cancer treatments,"Artificial Intelligence (AI), Clinical Trials, Communities, Health Care, Marketplace, SaaS","New York, New York, United States, North America","Women Founded, Women Led",https://www.leal.health,$1M to $10M,27719988,USD,27719988,Early Stage Venture,4,Insight Partners,"Contour Venture Partners, Insight Partners, JAL Ventures, Rho Ventures, TIA Ventures",5,2,"251,149"
Series C - Una Brands,https://www.crunchbase.com/funding_round/una-brands-series-c--8a98ac24,Una Brands,https://www.crunchbase.com/organization/una-brands,Series C,30000000,USD,30000000,2023-03-01,Late Stage Venture,,,,Yes,Una Brands provides a streamlined way for e-commerce business owners to sell their companies.,"Analytics, Artificial Intelligence (AI), E-Commerce, Retail","Singapore, Central Region, Singapore, Asia",,https://www.una-brands.com,Less than $1M,115000000,USD,115000000,Late Stage Venture,8,Northstar Group,Northstar Group,1,1,"585,629"
Series A - PostEra,https://www.crunchbase.com/funding_round/postera-e932-series-a--12bd95d1,PostEra,https://www.crunchbase.com/organization/postera-e932,Series A,24000000,USD,24000000,2022-01-11,Early Stage Venture,,,,Yes,PostEra is building a modern 21st century biopharma. We're using our advances in machine learning to bring more cures to patients,"Artificial Intelligence (AI), Biotechnology, Machine Learning, Pharmaceutical, Therapeutics","Boston, Massachusetts, United States, North America",,https://postera.ai,$1M to $10M,26450000,USD,26450000,Early Stage Venture,4,Clermont Group,"Breyer Capital, Clermont Group, HOF Capital, I2BF Global Ventures, Lifeforce Capital, Martin Chavez, Metaplanet, Pioneer Fund",8,2,"585,942"
Venture Round - Greyscale AI,https://www.crunchbase.com/funding_round/greyscale-ai-series-unknown--ebeb7be5,Greyscale AI,https://www.crunchbase.com/organization/greyscale-ai,Venture - Series Unknown,19344006,USD,19344006,2022-03-11,,,,,Yes,Greyscale AI specializes in inspection systems to verify seal quality and integrity.,"Artificial Intelligence (AI), Electronics, Machine Learning, Software","Fremont, California, United States, North America",,https://www.greyscaleai.com/,$1M to $10M,28819006,USD,28819006,,4,,,,,"586,359"
