Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Number of Funding Rounds,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Organization Revenue Range,Organization Website,Organization Location,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Venture Round - Mira,https://www.crunchbase.com/funding_round/miracare-series-unknown--aa8f9d91,Mira,https://www.crunchbase.com/organization/miracare,Venture - Series Unknown,2200000,USD,2200000,2017-09-01,,,,,Yes,The first FDA and CE registered comprehensive women’s health and chronic disease monitoring platform with 99% of accuracy,"Artificial Intelligence (AI), Fertility, Hardware, Health Care, Internet of Things, Medical Device, mHealth","Women Founded, Women Led",3,,4300000,USD,4300000,$1M to $10M,https://www.miracare.com,"Pleasanton, California, United States, North America",,CSC Upshot,1,,"265,117"
Seed Round - Formalytics,https://www.crunchbase.com/funding_round/mykicks-seed--cdd7336e,Formalytics,https://www.crunchbase.com/organization/mykicks,Seed,1000000,USD,1000000,2017-04-01,Seed,3000000,USD,3000000,Yes,"Formalytics develop mobile ball tracking and AR experiences for sports. First product, myKicks, briefly reached #1 on UK app store during WC","Artificial Intelligence (AI), Augmented Reality, Computer Vision, Software, Sports",,2,Seed,1650000,USD,1650000,$1M to $10M,http://formalytics.io/,"Perth, Western Australia, Australia, Oceania",,,,,"585,916"
Seed Round - Boundless Mind,https://www.crunchbase.com/funding_round/dopaminelabs-seed--f72150d1,Boundless Mind,https://www.crunchbase.com/organization/dopaminelabs,Seed,1200000,USD,1200000,2017-08-20,Seed,,,,Yes,Boundless Mind is an artificial intelligence platform for behavior design.,"Artificial Intelligence (AI), Machine Learning, Neuroscience, SaaS",,5,M&A,1300000,USD,1300000,$1M to $10M,http://www.boundless.ai,"Venice, California, United States, North America",,"Avi Fogel, Black Jays, Brian S. Cohen, Darling Ventures, Deep Fork Capital, Esther Dyson, Howard Morgan, Lowercase Capital, New York Angels, New York Venture Partners, Social Starts",11,4,"265,929"
Seed Round - datasine,https://www.crunchbase.com/funding_round/datasine-seed--aa8b74ba,datasine,https://www.crunchbase.com/organization/datasine,Seed,1000000,EUR,1178557,2017-10-21,Seed,,,,Yes,"We empower marketers with intelligent, data-driven insights to improve the performance of creative content.","Artificial Intelligence (AI), Information Technology, Machine Learning",,4,M&A,6378557,USD,6378557,$1M to $10M,http://datasine.com/#home-section,"London, England, United Kingdom, Europe",,"Cathay Innovation, Force Over Mass Capital, Sistema_VC",3,1,"586,399"
Seed Round - SENSAI - Empower Success,https://www.crunchbase.com/funding_round/sensai-empower-success-seed--0952f07b,SENSAI - Empower Success,https://www.crunchbase.com/organization/sensai-empower-success,Seed,1400000,USD,1400000,2017-06-02,Seed,,,,Yes,"Is an augmented productivity platform that empowers operations teams through real-time asset insights, enabling accurate & fast decisions.","Artificial Intelligence (AI), Information Technology, Internet of Things",,1,Seed,1400000,USD,1400000,,http://sensai.net/,"Monterrey, Nuevo Leon, Mexico, North America",,,,,"266,407"
Seed Round - Pixm,https://www.crunchbase.com/funding_round/pixm-seed--990a9d0a,Pixm,https://www.crunchbase.com/organization/pixm,Seed,750000,USD,750000,2017-09-01,Seed,,,,Yes,Pixm is a computer and network company that specializes in cybersecurity and endpoint security.,"Artificial Intelligence (AI), Computer, Cyber Security, Network Security",,5,Seed,5885000,USD,5885000,$1M to $10M,https://www.pixmsecurity.com,"New York, New York, United States, North America",,"Chaac Ventures, River Valley Investors",2,,"266,881"
Convertible Note - Lucata Corporation,https://www.crunchbase.com/funding_round/lucata-corp-convertible-note--35841bfa,Lucata Corporation,https://www.crunchbase.com/organization/lucata-corp,Convertible Note,1548000,USD,1548000,2017-06-02,,,,,No,"A new computing paradigm that addresses memory limited problems, provides performance ""at scale"" for large scale AI, ML, Graph Analytics","Analytics, Artificial Intelligence (AI), Big Data, Computer, Database, Hardware, Machine Learning, Software",,10,Early Stage Venture,34035965,USD,34035965,Less than $1M,http://www.Lucata.com/,"New York, New York, United States, North America",,IrishAngels,1,1,"587,087"
Seed Round - DreamsCloud,https://www.crunchbase.com/funding_round/dreamscloud-seed--a1a7e471,DreamsCloud,https://www.crunchbase.com/organization/dreamscloud,Seed,1000000,USD,1000000,2017-07-07,Seed,,,,Yes,DreamsCloud is a dedicated social platform connecting people through dreams,"Artificial Intelligence (AI), Big Data, Consumer Research, Content, Internet, Life Science, Machine Learning, Mobile, Predictive Analytics, Social Media, Social Network",,3,Seed,5000000,USD,5000000,$1M to $10M,http://dreamscloud.com,"Miami, Florida, United States, North America",,Apremont,1,,"587,756"
Seed Round - AVA,https://www.crunchbase.com/funding_round/ava-7-seed--f574aaa6,AVA,https://www.crunchbase.com/organization/ava-7,Seed,1000000,USD,1000000,2017-03-31,Seed,15000000,USD,15000000,Yes,AVA is an investment Robo-Advisor with Artificial Intelligence technology,"Artificial Intelligence (AI), Information Services, Information Technology, Machine Learning",,1,Seed,1000000,USD,1000000,$10M to $50M,http://www.ava.fund,"Singapore, Central Region, Singapore, Asia",,,,,"267,827"
Seed Round - Brightflag,https://www.crunchbase.com/funding_round/legal-shine-seed--98bfef75,Brightflag,https://www.crunchbase.com/organization/legal-shine,Seed,1500000,EUR,1784703,2017-11-30,Seed,,,,Yes,Brightflag is the AI-powered legal spend management and matter management platform for corporate legal teams.,"Artificial Intelligence (AI), Enterprise Software, Legal, Legal Tech, SaaS, Software",,7,Early Stage Venture,39109197,USD,39109197,$10M to $50M,https://brightflag.com/,"Dublin, Dublin, Ireland, Europe","Frontline Ventures, Tribal.vc","Frontline Ventures, Tribal.vc",2,1,"588,379"
Angel Round - Gallop.ai,https://www.crunchbase.com/funding_round/trafla-angel--c1cd1b22,Gallop.ai,https://www.crunchbase.com/organization/trafla,Angel,650000,USD,650000,2017-08-05,Seed,,,,Yes,Gallop makes booking your business travel a breeze.,"Artificial Intelligence (AI), Business Travel, Travel",,2,Seed,1900000,USD,1900000,$1M to $10M,https://gallop.ai,"Mclean, Virginia, United States, North America",,"Daniel Yates, Joe Callanan, Paul Silber, Pradeep Kaul, Rajul Garg, Tarun Upaday",6,,"172,786"
Convertible Note - Chicory,https://www.crunchbase.com/funding_round/chicory-convertible-note--785ac3e6,Chicory,https://www.crunchbase.com/organization/chicory,Convertible Note,1300000,USD,1300000,2017-01-31,,,,,No,Chicory is a technology company that connects recipe ingredients.,"Artificial Intelligence (AI), Big Data, Delivery",,3,Seed,2540000,USD,2540000,Less than $1M,http://www.chicory.co,"New York, New York, United States, North America",,Gaingels,1,,"409,790"
Seed Round - IntelliBoard,https://www.crunchbase.com/funding_round/intelliboard-seed--7d4ba2a6,IntelliBoard,https://www.crunchbase.com/organization/intelliboard,Seed,1000000,USD,1000000,2017-12-27,Seed,,,,Yes,Drive action from your data!,"Analytics, Artificial Intelligence (AI), Data Visualization, E-Learning, EdTech, Education, Machine Learning, Predictive Analytics, Software, STEM Education",,3,,7900000,USD,7900000,$1M to $10M,https://www.intelliboard.net,"Monroe, Connecticut, United States, North America",LETA Capital,LETA Capital,1,1,"192,662"
Seed Round - ulalaLAB,https://www.crunchbase.com/funding_round/ulalalab-seed--443d89fa,ulalaLAB,https://www.crunchbase.com/organization/ulalalab,Seed,500000,USD,500000,2017-08-10,Seed,,,,Yes,"ulalaLAB, South Korean startup company specializing in Industrial IoT, SaaS and Machine Learning technologies.","Enterprise Software, Hardware, Industrial Automation, Information Technology, Internet of Things, Machine Learning, SaaS, Service Industry",,6,Early Stage Venture,3354704,USD,3354704,$1M to $10M,http://www.ulalalab.com/,"Seongnam, Kyonggi-do, South Korea, Asia",,JW Asset,1,,"193,171"
Seed Round - Cervest,https://www.crunchbase.com/funding_round/cervest-seed--833edee2,Cervest,https://www.crunchbase.com/organization/cervest,Seed,800000,GBP,1036004,2017-09-01,Seed,,,,Yes,Cervest is cloud-based provider of AI-powered Climate Intelligence that helps organizations manage and adapt to asset-level risk globally.,"Artificial Intelligence (AI), Machine Learning, Natural Resources, Software",,4,Early Stage Venture,26600000,GBP,36219156,$10M to $50M,https://cervest.earth,"London, England, United Kingdom, Europe",,,,,"193,420"
Seed Round - Slang,https://www.crunchbase.com/funding_round/slang-2-seed--d12984f5,Slang,https://www.crunchbase.com/organization/slang-2,Seed,2000000,USD,2000000,2017-06-12,Seed,,,,Yes,"Slang offers a variety of online specialized English courses for career development using a proprietary ML-driven engine,","B2B, Corporate Training, EdTech, Enterprise Software, Human Resources, Language Learning, Machine Learning, Skill Assessment","Hispanic / Latine Founded, Hispanic / Latine Led",7,Early Stage Venture,25000000,USD,25000000,$1M to $10M,https://slangapp.com,"Boston, Massachusetts, United States, North America",Social Capital,Social Capital,1,1,"193,924"
Seed Round - Evreka,https://www.crunchbase.com/funding_round/evreka-seed--e2929a12,Evreka,https://www.crunchbase.com/organization/evreka,Seed,740000,USD,740000,2017-02-20,Seed,,,,Yes,Evreka designs digitized and end-to-end waste management solutions with a focus on operational excellence in the waste management industry.,"Artificial Intelligence (AI), Asset Management, Enterprise Resource Planning (ERP), Fleet Management, Machine Learning, SaaS, Software, Sustainability, Waste Management",,7,,4077547,USD,4077547,$10M to $50M,http://evreka.co/,"Çankaya, Ankara, Turkey, Europe",,"500 Global, Filip Minasyan, Nexus Ventures, Sankonline",4,,"194,053"
Non Equity Assistance - Mira,https://www.crunchbase.com/funding_round/miracare-non-equity-assistance--f831995f,Mira,https://www.crunchbase.com/organization/miracare,Non-equity Assistance,500000,USD,500000,2017-03-01,,,,,No,The first FDA and CE registered comprehensive women’s health and chronic disease monitoring platform with 99% of accuracy,"Artificial Intelligence (AI), Fertility, Hardware, Health Care, Internet of Things, Medical Device, mHealth","Women Founded, Women Led",3,,4300000,USD,4300000,$1M to $10M,https://www.miracare.com,"Pleasanton, California, United States, North America",,,,,"194,071"
Seed Round - firstAI,https://www.crunchbase.com/funding_round/syndicated-loan-direct-seed--4d9789b4,firstAI,https://www.crunchbase.com/organization/syndicated-loan-direct,Seed,2000000,USD,2000000,2017-10-01,Seed,,,,Yes,firstAI extracts data from complex unstructured contracts in leveraged finance and CMBS,"Analytics, Artificial Intelligence (AI), Finance, FinTech, Natural Language Processing",Women Founded,3,Seed,3535000,USD,3535000,$1M to $10M,http://www.firstai.co,"New York, New York, United States, North America",,Frank Sica,1,,"194,361"
Series B - LAPRAS,https://www.crunchbase.com/funding_round/lapras-series-b--d1a9953e,LAPRAS,https://www.crunchbase.com/organization/lapras,Series B,882982,USD,882982,2017-02-13,Early Stage Venture,,,,Yes,LAPRAS provides a career-matching platform connecting engineers to companies.,"Artificial Intelligence (AI), Career Planning, Recruiting",,3,,6890269,USD,6890269,$1M to $10M,https://lapras.com/,"Tokyo, Tokyo, Japan, Asia",Headline Asia (formerly Infinity Ventures),"Headline Asia (formerly Infinity Ventures), Yasuyuki Kin",2,,"195,486"
Seed Round - Monument,https://www.crunchbase.com/funding_round/monument-seed--104ddac0,Monument,https://www.crunchbase.com/organization/monument,Seed,1400000,USD,1400000,2017-07-27,Seed,,,,Yes,Monument backs up and automatically organizes your precious memories effortlessly.,"Artificial Intelligence (AI), Computer Vision, Consumer Electronics, Data Storage, Hardware",,8,Seed,2760251,USD,2760251,$10M to $50M,http://www.getmonument.com,"Chicago, Illinois, United States, North America",ACT Venture Partners,"ACT Venture Partners, Bluestein Ventures, Istanbul Technical University, Sinan Güler",4,1,"614,903"
Seed Round - Derq,https://www.crunchbase.com/funding_round/derq-seed--11d61171,Derq,https://www.crunchbase.com/organization/derq,Seed,1500000,USD,1500000,2017-07-24,Seed,,,,Yes,"Derq is an MIT spinoff that uses AI to power an award-winning predictive platform, help eliminate crashes and create safer and smarter roads","Artificial Intelligence (AI), Automotive, Autonomous Vehicles, Enterprise Software, Internet of Things, Machine Learning, Predictive Analytics, Public Safety, Smart Cities",,3,Seed,3580000,USD,3580000,$1M to $10M,http://en.derq.com,"Ann Arbor, Michigan, United States, North America",Techstars,Techstars,1,1,"377,419"
Series A - iRecommend Software™,https://www.crunchbase.com/funding_round/irecommend-software-series-a--962298cc,iRecommend Software™,https://www.crunchbase.com/organization/irecommend-software,Series A,2075000,USD,2075000,2017-12-19,Early Stage Venture,,,,Yes,"iRecommend Software™ develops intelligent business solutions utilizing artificial intelligence, machine learning, and dynamic data modeling.","Analytics, Artificial Intelligence (AI), Big Data, E-Commerce, Government, Machine Learning, Personalization, Real Estate, Retail, Software",,1,M&A,2075000,USD,2075000,$1M to $10M,http://www.irecommend.ai,"Tulsa, Oklahoma, United States, North America",i2E,"i2E, The William K. Warren Foundation",2,,"585,665"
Seed Round - Disperse.io,https://www.crunchbase.com/funding_round/disperse-io-seed--092d8a1a,Disperse.io,https://www.crunchbase.com/organization/disperse-io,Seed,950000,GBP,1269103,2017-12-22,Seed,,,,Yes,Disperse.io is a VC-backed artificial intelligence construction startup focused on improving on-site productivity.,"Artificial Intelligence (AI), Construction, Information Technology, Machine Learning",,6,Early Stage Venture,32688838,USD,32688838,Less than $1M,http://disperse.io,"London, England, United Kingdom, Europe",Kindred Capital,"Frontline Ventures, Kindred Capital",2,,"412,709"
Grant - True AI,https://www.crunchbase.com/funding_round/true-ai-grant--4cbf714b,True AI,https://www.crunchbase.com/organization/true-ai,Grant,561000,USD,561000,2017-01-14,,,,,No,True AI is a London-based artificial intelligence company developing TypeGenie. TypeGenie enables faster and better customer service.,"Artificial Intelligence (AI), Customer Service",,5,Seed,561000,USD,561000,Less than $1M,https://trueai.io/?utm_source=crunchbase,"London, England, United Kingdom, Europe",,"Downing Ventures, EASME - EU Executive Agency for SMEs, Lifeline Ventures, London Co-Investment Fund, Microsoft Accelerator London",5,,"413,391"
Equity Crowdfunding - Verv,https://www.crunchbase.com/funding_round/vevr-equity-crowdfunding--94f48f40,Verv,https://www.crunchbase.com/organization/vevr,Equity Crowdfunding,1234500,GBP,1611429,2017-11-02,,25000000,GBP,32633242,Yes,"High definition fault detection technology for the next generation of smarter, longer lasting and more sustainable appliances","Analytics, Artificial Intelligence (AI), Big Data, Electronics, Internet of Things, Machine Learning, Predictive Analytics, Smart Home, Software",,12,,16451688,USD,16451688,$1M to $10M,https://verv.energy/,"London, England, United Kingdom, Europe",,,,,"568,489"
Seed Round - Cindicator,https://www.crunchbase.com/funding_round/c-indicator-seed--d7087d8d,Cindicator,https://www.crunchbase.com/organization/c-indicator,Seed,500000,USD,500000,2017-08-15,Seed,,,,Yes,Hybrid Intelligence for effective asset management,"Analytics, Apps, Artificial Intelligence (AI), Asset Management, Cryptocurrency, Ethereum, Finance, Hedge Funds, Machine Learning, Trading Platform",,4,,15750000,USD,15750000,$1M to $10M,http://cindicator.com/,"New York, New York, United States, North America",,Starta VC,1,,"568,631"
