Organization Name,Organization Name URL,Full Description,Industries,Headquarters Location,Description,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Exit Date,Exit Date Precision,Trademarks Registered,Monthly Visits,Active Tech Count,Total Products Active,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Downloads Last 30 Days,Most Popular Patent Class,Most Popular Trademark Class,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Number of Funding Rounds,Last Funding Date,Headquarters Regions,Estimated Revenue Range,Top 5 Investors,Most Recent Valuation Range,Date of Most Recent Valuation,Patents Granted,IPO Status,Postal Code,Founded Date,Founded Date Precision,Company Type,Website,LinkedIn,Number of Exits,Number of Exits (IPO),Industry Groups,Number of Founders,Founders,Number of Employees,Funding Status,Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,CB Rank (Organization),CB Rank (Company),Hub Tags,Number of Sub-Orgs,Diversity Spotlight (US Headquarters Only),Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Diversity Investments,Number of Lead Investments,Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks)
STAT Health,https://www.crunchbase.com/organization/pre-health,"STAT Health is a digital health company improving the quality of life for people living with cardiovascular disease, starting with orthostatic syndromes. STAT does this through its hardware platform - its in-ear wearable - and targeted software programs built atop STAT's unparalleled 24/7 cardiac data.","Artificial Intelligence (AI), Medical, Sensor, Wearables","Boston, Massachusetts, United States",STAT develops a 24/7 in-ear wearable and software apps to improve the quality of life for people living with cardiovascular disease.,5100000,USD,5100000,,,,570,4,,5100000,USD,5100000,,,,,,,3,2023-12-08,"Greater Boston Area, East Coast, New England",$1M to $10M,"BonAngels Venture Partners, J2 Ventures, PharmStars, US Air Force Reserve",,,,Private,,2020-04-24,day,For Profit,https://www.stat-health.com/,https://www.linkedin.com/company/stat-health,,,"Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Hardware, Health Care, Science and Engineering, Software",2,"Daniel Lee, Paul Jin",11-50,Seed,Non-equity Assistance,5100000,USD,5100000,Seed,2,4,,,"36,152","36,038",,,,,,,,,,,,
Beehive AI,https://www.crunchbase.com/organization/beehive-ai,"Beehive AI develops analytical tools intended to device business strategies and actions. Its tools help optimize ad messaging and targeting, enabling clients to understand which product or services add the most value.","Artificial Intelligence (AI), Information Technology, Intelligent Systems, Machine Learning, Software","South San Francisco, California, United States","Beehive AI, the Qualitative Intelligence (QI) platform, is the scalable solution to answer the question of what motivates customers to act.",5100000,USD,5100000,,,,"2,046",23,19,5100000,USD,5100000,,,,5100000,USD,5100000,2,2023-06-01,"San Francisco Bay Area, West Coast, Western US",$1M to $10M,"at.inc/, Stormbreaker Ventures, Valley Capital Partners, Z Ventures Group",,,,Private,94080,2016-01-01,year,For Profit,https://beehive.ai/,https://www.linkedin.com/company/beehive-ai/,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",2,"Moshi Delgo, Shai Deljo",1-10,Seed,Seed,5100000,USD,5100000,Seed,1,4,,,"36,854","36,739",,,,,,,,,,,,
Newton Research,https://www.crunchbase.com/organization/newton-research,,"Analytics, Artificial Intelligence (AI), Data Management","Needham, Massachusetts, United States",Newton Research is an artificial intelligence company that offers data infrastructure and analytics services.,5100000,USD,5100000,,,,,16,,5100000,USD,5100000,,,,5100000,USD,5100000,1,2024-01-03,"Greater Boston Area, East Coast, New England",,,,,,Private,02494,2023-01-01,year,For Profit,https://newtonresearch.ai/,https://www.linkedin.com/company/newton-research/,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",3,"John Hoctor, Matthew Emans, Steven Bennett",1-10,Seed,Seed,5100000,USD,5100000,Seed,,,,,"38,411","38,293",,,,,,,,,,,,
Memoir Systems,https://www.crunchbase.com/organization/memoir-systems,Memoir is a seed-stage startup specializing in scaling memory performance. Memory performance is a standard bottleneck in scaling system performance. Memoir is enabling technology to alleviate this bottleneck in an application-independent manner.,"Application Performance Management, Intelligent Systems, Operating Systems","Sunnyvale, California, United States",Memoir is a seed-stage startup specializing in scaling memory performance through an application-independent solution.,5100000,USD,5100000,2014-09-18,day,,,1,5,5100000,USD,5100000,,,,,,,2,2013-02-01,"San Francisco Bay Area, Silicon Valley, West Coast",$1M to $10M,Lightspeed Venture Partners,,,,Private,94085,2009-01-01,year,For Profit,http://www.memoir-systems.com,https://www.linkedin.com/company/memoir-systems,,,"Artificial Intelligence (AI), Data and Analytics, Platforms, Science and Engineering, Software",2,"Da Chuang, Sundar Iyer",11-50,M&A,Series A,,,,Series A,1,1,,Was Acquired,"350,352","339,675",,,,,,,,,,,,
SalesPredict,https://www.crunchbase.com/organization/salespredict,"Founded in 2012, SalesPredict helps B2B companies increase revenues by identifying who their best potential prospects really are and providing information and insights that accelerate sales cycles and improve conversion rates. How? Predictive analytics.  SalesPredict goes beyond predictive lead scoring to provide Customer Lifecycle Intelligence. By combining and analyzing prospect and customer data from a company’s CRM and marketing automation system, along with proprietary data sources, social media, and the open web, SalesPredict helps companies uncover hidden “hot” leads, know which prospects are most likely to convert to sales and gain insights that help close deals faster.  Using proprietary predictive analytics algorithms, SalesPredict delivers insights that help sales, marketing, and customer success teams have more impactful interactions with prospects and clients throughout the customer lifecycle and maximize revenue at every phase. To-date, SalesPredict has raised close to $5.3 million. The Company is funded by leading global investors, including Yandex, KGC Capital, AfterDox, RSL Venture Partners, and Pitango Venture Capital.","Analytics, Artificial Intelligence (AI), Machine Learning, Marketing Automation, Predictive Analytics, SaaS","San Francisco, California, United States","SalesPredict helps sales, marketing, and customer success professionals improve conversions through predictive analytics and big data.",5099999,USD,5099999,2016-07-11,day,,,17,15,5099999,USD,5099999,,,,4099999,USD,4099999,2,2014-05-12,"San Francisco Bay Area, West Coast, Western US",$1M to $10M,"Yandex, Redline Capital, Pitango VC, Lior Prosor, AfterDox",,,,Private,94013,2012-05-01,day,For Profit,http://www.salespredict.com,http://www.linkedin.com/company/salespredict,,,"Artificial Intelligence (AI), Data and Analytics, Sales and Marketing, Science and Engineering, Software",2,"Kira Radinsky, Yaron Zakai-Or",11-50,M&A,Series A,4099999,USD,4099999,Series A,,7,,Was Acquired,"250,385","244,456",,,Women Founded,,,,,,,,,
Humankind Technologies,https://www.crunchbase.com/organization/humankind-technologies,"A Responsible Innovation Consultancy based in London, helping startups, scale-ups and corporates innovate with positive societal impact.","Artificial Intelligence (AI), Consulting, Software","London, England, United Kingdom",Responsible Innovation Consultancy,5099021,USD,5099021,,,,,,,5099021,USD,5099021,,,,5099021,USD,5099021,1,2022-05-18,"Europe, Middle East, and Africa (EMEA)",,,,,,Private,,2020-01-01,year,For Profit,,,,,"Artificial Intelligence (AI), Data and Analytics, Professional Services, Science and Engineering, Software",1,Tarika Marshall,1-10,,Venture - Series Unknown,5099021,USD,5099021,Venture - Series Unknown,,,,,"115,135","114,237",,,,,,,,,,,,
Mycroft,https://www.crunchbase.com/organization/mycroft-ai-inc,"Mycroft is a developer of an open source voice assistant platform designed to handle operating systems. The company's open source voice assistant platform is an artificial intelligence based software that offers natural language processing capability paired with an open-source and open-hardware approach, enabling users to handle their electronic items through voice.","Artificial Intelligence (AI), Consumer Electronics, Internet of Things, Machine Learning, Open Source, Software","Kansas City, Missouri, United States",Mycroft is a developer of an open source voice assistant platform designed to handle operating systems.,5089485,USD,5089485,,,,"7,009",17,45,3550000,USD,3550000,,,,,,,17,2021-08-16,Midwestern US,$1M to $10M,"StartEngine, Techstars, AngelList, 500 Global, Crowdfunder",,,,Private,64111,2015-08-01,day,For Profit,http://mycroft.ai,https://www.linkedin.com/company/10255844,,,"Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Hardware, Internet Services, Science and Engineering, Software",4,"Joshua Montgomery, Kris Adair, Ryan Sipes, Steve Penrod",11-50,,Venture - Series Unknown,,,,Venture - Series Unknown,7,50,,,"31,221","31,138",,,Women Founded,,,,,,,,,
Mobile X Global,https://www.crunchbase.com/organization/mobile-x-global,"Mobile X Global is a  connectivity-as-a-service-AI company that delivers personalized services and individualized plans for wireless customers. Founded in 2021, the company is headquartered in Newport Coast, California, United States.","Apps, Artificial Intelligence (AI), Mobile Apps, Telecommunications, Wireless","Newport Coast, California, United States",Mobile X Global delivers personalized services and individualized plans for wireless customers.,5087532,USD,5087532,2022-06-13,day,2,"53,231",28,,5087532,USD,5087532,,,Telecommunications,1054000,USD,1054000,6,2024-03-15,"Greater Los Angeles Area, West Coast, Western US",,,,,0,Private,92657,2021-01-01,year,For Profit,https://www.mymobilex.com/,https://www.linkedin.com/company/mobile-x-global/,,,"Apps, Artificial Intelligence (AI), Data and Analytics, Hardware, Mobile, Science and Engineering, Software",1,Peter Adderton,1-10,M&A,Seed,1054000,USD,1054000,Seed,,,,Was Acquired,"25,038","24,978",,,,,,,,,,,,
earlysloth,https://www.crunchbase.com/organization/earlysloth,,"Artificial Intelligence (AI), Software","Seoul, Seoul-t'ukpyolsi, South Korea",Earlysloth is an AI based survey on the messenger for the enterprise.,6000000000,KRW,5081516,,,,,24,,6000000000,KRW,5081516,,,,,,,4,2022-05-23,Asia-Pacific (APAC),$1M to $10M,"Lotte Ventures, TheVentures, Goodwater Capital, Hana Financial Investment, Korea Credit Guarantee Fund",,,,Private,,2018-03-23,day,For Profit,http://www.earlysloth.com,https://www.linkedin.com/company/earlysloth/,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,11-50,Early Stage Venture,Series A,,,,Series A,,8,,,"49,934","49,750",,,,,,,,,,,,
CyberLabs,https://www.crunchbase.com/organization/cyberlabs,"We build Artificial Intelligence that protects over 6 million users around the world, through our Apps, Enterprise software and APIs. Our brands include PSafe, the #1 CyberSec company in LatAm, the Dfndr Apps family, CyberVox and Perse, our biometric authentication project. Our mission is to create a world where technology frees humans from boring tasks and allows people to do what they do best: create new things and care for others. We are based in Rio de Janeiro, Florianópolis and California. We are remote-first and thus we encourage team members to apply and work from wherever they call home.","Artificial Intelligence (AI), Computer Vision, Cyber Security, Internet of Things, Machine Learning, Predictive Analytics, Robotics, SaaS, Software","Rio De Janeiro, Rio de Janeiro, Brazil","We build Artificial Intelligence that protects over 6 million users around the world, through our Apps, Enterprise software and APIs.",28500000,BRL,5081391,,,,637,40,,28500000,BRL,5081391,,,,,,,2,2020-10-01,Latin America,Less than $1M,"Google for Startups, Redpoint eventures",,,,Private,22280,2017-01-01,year,For Profit,https://www.cyberlabs.ai,https://www.linkedin.com/company/cyberlabsai,,,"Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Internet Services, Privacy and Security, Science and Engineering, Software",4,"Anthony Phillips, Eduardo Camargo, Leonardo Constantino Oliveira, Marcelo Sales",51-100,Seed,Non-equity Assistance,28500000,BRL,5081391,Seed,2,2,1,Made Acquisitions,"36,567","36,452",,,,,,,,,,,,
PIXEL SOLUTIONS,https://www.crunchbase.com/organization/pixel-solutions,"PIXEL SOLUTIONS is a company that focuses on integrating advanced artificial intelligence technology with industry applications to build a complete product ecosystem for portrait acquisition, processing, detection, verification, identification, and monitoring. chain of enterprises. They provide services based on core artificial intelligence technologies such as face recognition, portrait collection and detection, object detection, and video analysis. The company strategically deploys three commercial marketplaces: smart education, smart security, and image capture.","Artificial Intelligence (AI), Education, Image Recognition, Machine Learning","Guangzhou, Guangdong, China",PIXEL SOLUTIONS builds artificial intelligence technology and industrial applications.,35364700,CNY,5081323,2015-06-26,day,,,10,,35364700,CNY,5081323,,,,29984700,CNY,4213405,4,2019-09-24,Asia-Pacific (APAC),$1M to $10M,"Guangdong Technology Financial Group, Guangzhou Zhidian Chuangtou",,,,Public,,1998-08-07,day,For Profit,http://www.pixelall.com/,https://www.linkedin.com/company/%E5%B9%BF%E5%B7%9E%E5%83%8F%E7%B4%A0%E6%95%B0%E6%8D%AE%E6%8A%80%E6%9C%AF%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8/,,,"Artificial Intelligence (AI), Data and Analytics, Education, Science and Engineering, Software",,,101-250,IPO,Post-IPO Equity,29984700,CNY,4213405,Post-IPO Equity,,2,,,"81,400","80,951",,,,,,,,,,,,
