Organization Name,Organization Name URL,Full Description,Industries,Headquarters Location,Description,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Exit Date,Exit Date Precision,Trademarks Registered,Monthly Visits,Active Tech Count,Total Products Active,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Downloads Last 30 Days,Most Popular Patent Class,Most Popular Trademark Class,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Number of Funding Rounds,Last Funding Date,Headquarters Regions,Estimated Revenue Range,Top 5 Investors,Most Recent Valuation Range,Date of Most Recent Valuation,Patents Granted,IPO Status,Postal Code,Founded Date,Founded Date Precision,Company Type,Website,LinkedIn,Number of Exits,Number of Exits (IPO),Industry Groups,Number of Founders,Founders,Number of Employees,Funding Status,Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,CB Rank (Organization),CB Rank (Company),Hub Tags,Number of Sub-Orgs,Diversity Spotlight (US Headquarters Only),Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Diversity Investments,Number of Lead Investments,Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks)
Sessions,https://www.crunchbase.com/organization/sessions-3545,"Sessions is a platform for one-of-a-kind meetings and webinars. Sessions provides marketers and sales professionals with everything they need to avoid the Frazzle and conduct effective meetings that constantly wow with a combination of automatic scheduling, video conferencing, embedded files, and apps that keep everything on schedule.","Artificial Intelligence (AI), Meeting Software, Virtual Assistant","New York, New York, United States",Sessions is a web-based conferencing solution that improves the quality of meetings.,6142124,USD,6142124,,,,"259,842",,,6142124,USD,6142124,,,,1500000,EUR,1642124,2,2024-01-04,"Greater New York Area, East Coast, Northeastern US",,"Earlybird Venture Capital, Stride.VC, LAUNCHub Ventures",,,,Private,10006,2020-01-01,year,For Profit,https://sessions.us/,https://www.linkedin.com/company/get-sessions/,,,"Artificial Intelligence (AI), Data and Analytics, Messaging and Telecommunications, Science and Engineering, Software",1,Radu Negulescu,11-50,Seed,Seed,1500000,EUR,1642124,Seed,3,3,,,"14,832","14,810",,,,,,,,,,,,
Cortical.io,https://www.crunchbase.com/organization/cept-systems,"Cortical.io’s mission is to deliver AI-based solutions that streamline the extraction, classification, review, and analysis of information hidden in unstructured text while providing a short time to value. They accomplish this through a novel, meaning-based approach to natural language understanding, which solves many critical challenges of text processing in a business context. Their business philosophy puts flexibility at the core of interactions with customers and enables the implementation of custom solutions that meet specific company requirements. Cortical.io has offices in the U.S. (New York and San Francisco) and Europe (Vienna).","Artificial Intelligence (AI), Big Data, Enterprise Software, Information Technology, InsurTech, Machine Learning, Natural Language Processing, Software","Vienna, Wien, Austria",Cortical.io offers AI-based solutions for intelligent document processing leveraging a proprietary technology inspired by neuroscience.,21318717,USD,21318717,,,5,"99,881",79,23,12283694,USD,12283694,,,Scientific and electric apparatus and instruments,6000000,USD,6000000,7,2021-09-14,"European Union (EU), Europe, Middle East, and Africa (EMEA)",$1M to $10M,"European Investment Bank, Xilinx, Numenta, Open Field Capital, Ezpada",,,11,Private,1070,2011-11-01,day,For Profit,https://www.cortical.io,http://www.linkedin.com/company/cortical-io,,,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Information Technology, Science and Engineering, Software",2,"Daniel Schreiber, Francisco De Sousa Webber",11-50,Early Stage Venture,Series A,6000000,USD,6000000,Series A,2,7,,,"14,835","14,812",,,,,,,,,,,,
IOMED,https://www.crunchbase.com/organization/iomed-2,"IOMED Medical Solutions develops a medical record management software aimed at structuring clinical data and the generation of artificial intelligence tools. A technology, based on Natural Language Processing, that allows structure clinical text, obtaining reusable data for the development of medical predictive models. It saves costs and effectively assigns resources by extracting insights from a hospital's clinical notes and data management. The company's software uses artificial intelligence and cognitive computing to organize and visualize medical records information and offers data structuring, integration, and interoperability, providing clinicians with efficiency, information, and savings needed to make more efficient decisions. Alvaro Abella, Gabriel de Maeztu, and Javier Oca founded the company in Barcelona, Catalonia in 2016.","Artificial Intelligence (AI), Health Care, Health Diagnostics, Medical, Software","Barcelona, Catalonia, Spain",IOMED Medical Solutions develops a medical record management software aimed at structuring clinical data.,13620000,EUR,14911166,,,2,,19,9,12570000,EUR,13782876,,,Scientific and electric apparatus and instruments,10000000,EUR,10753208,6,2023-09-12,"European Union (EU), Europe, Middle East, and Africa (EMEA)",$1M to $10M,"XTX Ventures, Redseed, Inveready, Speedinvest, Fondo Bolsa Social",,,0,Private,,2016-01-01,year,For Profit,https://www.iomed.es/,https://www.linkedin.com/company/iomed/,,,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",3,"Alvaro Abella, Gabriel de Maeztu, Javier Oca",1-10,Early Stage Venture,Series A,10000000,EUR,10753208,Series A,6,12,,,"14,836","14,814",,,,,,,,,,,,
HEALTH[at]SCALE Technologies,https://www.crunchbase.com/organization/health-at-scale-technologies,"Health at Scale is a healthcare machine intelligence company that uses proprietary advances in artificial intelligence and machine learning to optimize care delivery for individuals by empowering at-risk payers, employers and providers. Founded by machine learning and clinical faculty from MIT, Harvard, Stanford and U-Michigan, the company’s mission is to bring precision delivery to healthcare through personalized and predictive algorithms that match individuals to the next best action in real-time and when needed most -- whether it’s the ideal choice of treatment, an early intervention, or the right provider. Health at Scale’s machine intelligence is deployed at scale in real operational settings, including with some of the largest payers in the country, across millions of lives driving better health outcomes, access and affordability for its customers. The company's software solutions service a broad range of use cases: provider navigation and network design, early targeted prediction and prevention of adverse outcomes, optimized treatment planning; and fraud, waste and abuse prevention.","Artificial Intelligence (AI), Health Care, Health Insurance, Hospital, Machine Learning, Software","San Jose, California, United States",Machine Intelligence for Precision Delivery of Healthcare,16000000,USD,16000000,,,8,"1,844",18,9,16000000,USD,16000000,,,Scientific and technological services,16000000,USD,16000000,1,2019-05-17,"San Francisco Bay Area, Silicon Valley, West Coast",$1M to $10M,Optum,,,2,Private,95113,2015-06-03,day,For Profit,https://healthatscale.com,http://www.linkedin.com/company/health-at-scale/,,,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Health Care, Science and Engineering, Software",4,"David Guttag, John Guttag, Mohammed Saeed, Zeeshan Syed",11-50,Early Stage Venture,Series A,16000000,USD,16000000,Series A,1,1,,,"14,851","14,828",,,,,,,,,,,,
Rhino Health,https://www.crunchbase.com/organization/rhino-health,"Rhino Health develops healthcare software to help healthcare artificial intelligence development and clinical translation. The company was founded in 2020 and is headquartered in Boston, Massachusetts.","Artificial Intelligence (AI), Health Care, Software","Boston, Massachusetts, United States",Rhino Health develops a federated compute platform for privacy-preserving artificial intelligence applications.,16049999,USD,16049999,,,,,,,16049999,USD,16049999,,,,,,,4,2023-10-19,"Greater Boston Area, East Coast, New England",$1M to $10M,"Qiming Venture Partners, Fusion Fund, LionBird, Arkin Digital Health, European Network of AI Excellence Centres",,,,Private,02210,2020-11-01,month,For Profit,http://www.rhinohealth.com,https://www.linkedin.com/company/rhinohealth,,,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",2,"Ittai Dayan, Yuval Baror",11-50,Seed,Grant,4350000,USD,4350000,Seed,3,6,,,"14,866","14,843",,,,,,,,,,,,
QA.tech,https://www.crunchbase.com/organization/qa-tech,"QA.tech are building the first Autonomous QA Tester. We want to make engineers more productive by automating testing of applications. No more waiting for feedback from your QA team or stakeholders. Developers will get instant feedback on their work, ensuring less bugs, improved quality and faster time to market.","Artificial Intelligence (AI), Developer Tools, Quality Assurance, SaaS, Software","Stockholm, Stockholms Lan, Sweden",SaaS platform for autonomous testing,4258355,USD,4258355,,,,424,,,4258355,USD,4258355,,,,3000000,EUR,3258355,2,2024-05-20,"European Union (EU), Nordic Countries, Scandinavia",,"Jon Aslund, PROfounders Capital, Curiosity VC, byFounders, Mikael Johnsson",,,,Private,,2023-07-01,month,For Profit,https://qa.tech,https://www.linkedin.com/company/qa-tech-ai,,,"Artificial Intelligence (AI), Data and Analytics, Professional Services, Science and Engineering, Software",3,"Daniel Mauno Pettersson, Marcus Carloni, Patrick Lef",1-10,Seed,Seed,3000000,EUR,3258355,Seed,2,12,,,"14,882","14,859",,,,,,,,,,,,
Practically,https://www.crunchbase.com/organization/3rdflix,"Practically is India’s first experiential learning app designed to make learning immersive for students of classes 6-12. Practically is the only such product in the world that combines game engine, innovative features, and AI-assisted study buddy, all in one compact cross-platform app. We offer a comprehensive library of 3000+ world-class 3D videos, 1000+ AR experiences & Simulations. We are the world’s first EdTech company to launch the revolutionary #ScanAnything feature. We also offer Live classes, Dedicated mentor support, Study Plan, Test Prep and Coding++ course along with an AI Study Buddy Proton, 24×7 Seek Help feature for doubt resolution. The Practically School Solution, our B2B2C offering gives schools and teachers in India free access to the Practically teacher app. We also have a strong foothold in the Middle East and are rapidly expanding to cater to other markets like South East Asia. At present, over 15,00,000 students, 18,000 teachers and 350 schools have benefitted from Practically and this community continues to grow! Awards won: Winner at Tie50 at TieCon 2021 Best EdTech Startup of the Year - Startup Awards 2021 by Entrepreneur India magazine The company has raised a total investment of $14M from top notch investors ahead of Series B funding. The app is available for free on Play Store and App Store. Visit us: https://www.practically.com/","Apps, Artificial Intelligence (AI), Content, E-Learning, EdTech","Hyderabad, Andhra Pradesh, India",Practically is India’s first experiential learning app designed to make learning immersive for students of classes 6-12,15486115,USD,15486115,,,0,"13,749",5,,15486115,USD,15486115,,,,380000000,INR,4986115,4,2021-12-15,Asia-Pacific (APAC),$50M to $100M,"Exfinity Venture Partners, YourNest Venture Capital, Earlsfield Capital, Siana Capital Management, Ncubate Capital Partners",,,1,Private,,2018-03-01,month,For Profit,https://www.practically.com,https://www.linkedin.com/company/practically/,,,"Apps, Artificial Intelligence (AI), Data and Analytics, Education, Media and Entertainment, Science and Engineering, Software",3,"Charu Noheria, Ilangovel Thulasimani, Subbarao Siddabattula",251-500,,Venture - Series Unknown,380000000,INR,4986115,Venture - Series Unknown,6,8,1,Made Acquisitions,"14,886","14,864",,,,,,,,,,,,
SEMRON,https://www.crunchbase.com/organization/semron,"SEMRON develops a 3D-scaled AI inference chip, based on a new proven semiconductor device. It creates ai chips with the smallest footprint without compromising on raw computing power.  It was founded in 2020 by Aron Kirschen and Kai-Uwe Demasius.","3D Technology, Artificial Intelligence (AI), B2B","Dresden, Sachsen, Germany","SEMRON develops a 3D-scaled AI inference chip, based on a new proven semiconductor device.",7300000,EUR,7915398,,,,"1,455",,,7300000,EUR,7915398,,,,7300000,EUR,7915398,3,2024-01-30,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,"VentureOut, SquareOne Venture Capital, Intel Ignite, OTB Ventures, Join Capital",,,,Private,01067,2020-01-01,year,For Profit,https://www.semron.ai,https://www.linkedin.com/company/semron-ai,,,"Artificial Intelligence (AI), Data and Analytics, Hardware, Other, Science and Engineering, Software",,,1-10,Seed,Seed,7300000,EUR,7915398,Seed,2,13,,,"14,901","14,878",,,,,,,,,,,,
Wyebot,https://www.crunchbase.com/organization/wyebot,Wyebot develops an AI-driven WiFi automation platform designed to solve network problems in real time. It eliminates intermittent WiFi performance issues and safeguards business continuity with real-time issue alerts that automatically identify the root cause and provide actionable resolutions.,"Artificial Intelligence (AI), Information Technology, Network Security, Wireless","Marlborough, Massachusetts, United States",Wyebot develops an AI-driven WiFi automation platform designed to solve network problems in real time.,16616808,USD,16616808,,,0,"26,599",11,14,16616808,USD,16616808,,Electric Communication Technique,,8044243,USD,8044243,5,2022-05-05,"Greater Boston Area, East Coast, New England",$1M to $10M,"Innospark Ventures, LaunchCapital, Tectonic Ventures, Stage 1 Ventures",,,3,Private,01752,2016-01-01,year,For Profit,https://wyebot.com/,https://www.linkedin.com/company/wyebot-inc/,,,"Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Mobile, Privacy and Security, Science and Engineering, Software",2,"Anil Gupta, Roger Sands",11-50,Early Stage Venture,Series A,8044243,USD,8044243,Series A,3,4,,,"14,923","14,901",,,,,,,,,,,,
Cognixion,https://www.crunchbase.com/organization/cognixion,"Cognixion is a computer software company that specializes in the fields of artificial intelligence, machine learning, and biotechnology. It features a sensory communication system that enables people to communicate using a brain-computer interface that translates brainwaves directly into communication. The company was founded in 2014 and headquartered in Santa Barbara, California.","Artificial Intelligence (AI), Augmented Reality, Machine Learning, Neuroscience, Software","Santa Barbara, California, United States",Cognixion is a neural interface startup creates AI-powered products for individuals with disabilities.,16705097,USD,16705097,,,,960,20,15,13000000,USD,13000000,,,,1939097,USD,1939097,5,2023-10-03,"West Coast, Western US",$1M to $10M,"Prime Movers Lab, Amazon Alexa Fund, Northwell Ventures, Volta Circle, Particular Ventures",,,,Private,93105,2014-01-01,year,For Profit,https://www.cognixion.com,https://www.linkedin.com/company/cognixion,,,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Hardware, Science and Engineering, Software",1,Andreas Forsland,11-50,Seed,Debt Financing,12000000,USD,12000000,Seed,2,7,,,"14,944","14,923",,1,,,,,,,,,,
