"Province";"Technology";"Relatedness.Density";"Complexity";"RCA";"CPC";"X.Label..CPC.";"Relatedness.Density..CPC.";"RCA..CPC."
"North Brabant";"Furniture, games";29,29;60,61;1,36;"A47B";"tables; desks; office furniture; cabinets; drawers";12,83;0,15
"North Brabant";"Furniture, games";29,29;60,61;1,36;"A47C";"chairs";29,59;0,38
"North Brabant";"Furniture, games";29,29;60,61;1,36;"A47D";"furniture specially adapted for children";48,94;3
"North Brabant";"Furniture, games";29,29;60,61;1,36;"A47F";"special furniture, fittings, or accessories for sh";28,9;0,73
"North Brabant";"Furniture, games";29,29;60,61;1,36;"A47G";"household or table equipment";22,95;1,54
"North Brabant";"Furniture, games";29,29;60,61;1,36;"A47H";"furnishings for windows or doors";34,73;1,76
"North Brabant";"Furniture, games";29,29;60,61;1,36;"A47J";"kitchen equipment; coffee mills; spice mills; appa";40;3,36
"North Brabant";"Furniture, games";29,29;60,61;1,36;"A47K";"sanitary equipment not otherwise provided for ";15,93;0,39
"North Brabant";"Furniture, games";29,29;60,61;1,36;"A47L";"domestic washing or cleaning ; suction cleaners in";15,53;0,78
"North Brabant";"Furniture, games";29,29;60,61;1,36;"A63B";"apparatus for physical training, gymnastics, swimm";45,56;1,41
"North Brabant";"Furniture, games";29,29;60,61;1,36;"A63C";"skates; skis; roller skates; design or layout of c";9,63;0,1
"North Brabant";"Furniture, games";29,29;60,61;1,36;"A63F";"card, board or roulette games; indoor games using ";79,2;0,78
"North Brabant";"Furniture, games";29,29;60,61;1,36;"A63G";"merry-go-rounds; swings; rocking-horses; chutes; s";60,37;1,5
"North Brabant";"Furniture, games";29,29;60,61;1,36;"A63H";"toys, e.g. tops, dolls, hoops, building blocks";23,98;1,01
"North Brabant";"Furniture, games";29,29;60,61;1,36;"A63J";"devices for theatres, circuses, or the like; conju";51,8;2,16
"Zeeland";"Furniture, games";40,17;60,61;0,11;"A47B";"tables; desks; office furniture; cabinets; drawers";15,52;0
"Zeeland";"Furniture, games";40,17;60,61;0,11;"A47C";"chairs";32,73;0
"Zeeland";"Furniture, games";40,17;60,61;0,11;"A47D";"furniture specially adapted for children";20,38;0
"Zeeland";"Furniture, games";40,17;60,61;0,11;"A47F";"special furniture, fittings, or accessories for sh";19,27;0
"Zeeland";"Furniture, games";40,17;60,61;0,11;"A47G";"household or table equipment";12,35;2,62
"Zeeland";"Furniture, games";40,17;60,61;0,11;"A47H";"furnishings for windows or doors";32,6;0
"Zeeland";"Furniture, games";40,17;60,61;0,11;"A47J";"kitchen equipment; coffee mills; spice mills; appa";42,14;0
"Zeeland";"Furniture, games";40,17;60,61;0,11;"A47K";"sanitary equipment not otherwise provided for ";27,88;0
"Zeeland";"Furniture, games";40,17;60,61;0,11;"A47L";"domestic washing or cleaning ; suction cleaners in";11,5;0
"Zeeland";"Furniture, games";40,17;60,61;0,11;"A63B";"apparatus for physical training, gymnastics, swimm";10,49;0
"Zeeland";"Furniture, games";40,17;60,61;0,11;"A63C";"skates; skis; roller skates; design or layout of c";19,54;0
"Zeeland";"Furniture, games";40,17;60,61;0,11;"A63F";"card, board or roulette games; indoor games using ";6,96;0
"Zeeland";"Furniture, games";40,17;60,61;0,11;"A63G";"merry-go-rounds; swings; rocking-horses; chutes; s";12,12;0
"Zeeland";"Furniture, games";40,17;60,61;0,11;"A63H";"toys, e.g. tops, dolls, hoops, building blocks";6,96;0
"Zeeland";"Furniture, games";40,17;60,61;0,11;"A63J";"devices for theatres, circuses, or the like; conju";16,31;0
"Limburg";"Handling";47,05;36,36;1,05;"B25J";"manipulators; chambers provided with manipulation ";8,18;0,15
"Limburg";"Handling";47,05;36,36;1,05;"B65B";"machines, apparatus or devices for, or methods of,";33,33;1,88
"Limburg";"Handling";47,05;36,36;1,05;"B65C";"labelling or tagging machines, apparatus, or proce";38,23;2,67
"Limburg";"Handling";47,05;36,36;1,05;"B65D";"containers for storage or transport of articles or";36,67;0,91
"Limburg";"Handling";47,05;36,36;1,05;"B65G";"transport or storage devices, e.g. conveyors for l";32,97;0,6
"Limburg";"Handling";47,05;36,36;1,05;"B65H";"handling thin or filamentary material, e.g. sheets";36,02;2,01
"Limburg";"Handling";47,05;36,36;1,05;"B66B";"elevators; escalators or moving walkways";24,81;0,34
"Limburg";"Handling";47,05;36,36;1,05;"B66C";"cranes; load-engaging elements or devices for cran";21,6;0,76
"Limburg";"Handling";47,05;36,36;1,05;"B66D";"capstans; winches; tackles, e.g. pulley blocks; ho";7,33;0,61
"Limburg";"Handling";47,05;36,36;1,05;"B66F";"hoisting, lifting, hauling, or pushing, not otherw";13,14;2,27
"Limburg";"Handling";47,05;36,36;1,05;"B67B";"applying closure members to bottles, jars, or simi";29,78;0
"Limburg";"Handling";47,05;36,36;1,05;"B67C";"filling with liquids or semiliquids, or emptying, ";41,08;0
"Limburg";"Handling";47,05;36,36;1,05;"B67D";"dispensing, delivering, or transferring liquids, n";17,23;0,7
"North Brabant";"Handling";35,74;36,36;0,54;"B25J";"manipulators; chambers provided with manipulation ";11,64;0,44
"North Brabant";"Handling";35,74;36,36;0,54;"B65B";"machines, apparatus or devices for, or methods of,";21,71;0,7
"North Brabant";"Handling";35,74;36,36;0,54;"B65C";"labelling or tagging machines, apparatus, or proce";12,07;0,99
"North Brabant";"Handling";35,74;36,36;0,54;"B65D";"containers for storage or transport of articles or";27,3;0,59
"North Brabant";"Handling";35,74;36,36;0,54;"B65G";"transport or storage devices, e.g. conveyors for l";14,74;0,63
"North Brabant";"Handling";35,74;36,36;0,54;"B65H";"handling thin or filamentary material, e.g. sheets";8,82;0,59
"North Brabant";"Handling";35,74;36,36;0,54;"B66B";"elevators; escalators or moving walkways";26,93;0,14
"North Brabant";"Handling";35,74;36,36;0,54;"B66C";"cranes; load-engaging elements or devices for cran";21,68;0,43
"North Brabant";"Handling";35,74;36,36;0,54;"B66D";"capstans; winches; tackles, e.g. pulley blocks; ho";10,94;0,13
"North Brabant";"Handling";35,74;36,36;0,54;"B66F";"hoisting, lifting, hauling, or pushing, not otherw";23,61;0,63
"North Brabant";"Handling";35,74;36,36;0,54;"B67B";"applying closure members to bottles, jars, or simi";6,15;0
"North Brabant";"Handling";35,74;36,36;0,54;"B67C";"filling with liquids or semiliquids, or emptying, ";5,54;0
"North Brabant";"Handling";35,74;36,36;0,54;"B67D";"dispensing, delivering, or transferring liquids, n";13,11;0,43
"Zeeland";"Handling";41,3;36,36;1,07;"B25J";"manipulators; chambers provided with manipulation ";18,12;0
"Zeeland";"Handling";41,3;36,36;1,07;"B65B";"machines, apparatus or devices for, or methods of,";38,36;0,88
"Zeeland";"Handling";41,3;36,36;1,07;"B65C";"labelling or tagging machines, apparatus, or proce";26,34;0
"Zeeland";"Handling";41,3;36,36;1,07;"B65D";"containers for storage or transport of articles or";27,06;1,2
"Zeeland";"Handling";41,3;36,36;1,07;"B65G";"transport or storage devices, e.g. conveyors for l";23,14;1,27
"Zeeland";"Handling";41,3;36,36;1,07;"B65H";"handling thin or filamentary material, e.g. sheets";19,74;0
"Zeeland";"Handling";41,3;36,36;1,07;"B66B";"elevators; escalators or moving walkways";20,86;1,21
"Zeeland";"Handling";41,3;36,36;1,07;"B66C";"cranes; load-engaging elements or devices for cran";27,43;8,07
"Zeeland";"Handling";41,3;36,36;1,07;"B66D";"capstans; winches; tackles, e.g. pulley blocks; ho";51,2;0
"Zeeland";"Handling";41,3;36,36;1,07;"B66F";"hoisting, lifting, hauling, or pushing, not otherw";38,15;0
"Zeeland";"Handling";41,3;36,36;1,07;"B67B";"applying closure members to bottles, jars, or simi";19,69;0
"Zeeland";"Handling";41,3;36,36;1,07;"B67C";"filling with liquids or semiliquids, or emptying, ";18,66;0
"Zeeland";"Handling";41,3;36,36;1,07;"B67D";"dispensing, delivering, or transferring liquids, n";28,74;0
"Limburg";"IT methods for management";6,59;81,82;0,6;"G06Q";"data processing systems or methods, specially adap";12,93;0,61
"North Brabant";"IT methods for management";67,49;81,82;1,35;"G06Q";"data processing systems or methods, specially adap";44,63;1,37
"Zeeland";"IT methods for management";6,98;81,82;0,31;"G06Q";"data processing systems or methods, specially adap";14,66;0,33
"Limburg";"Macomolecular chemistry, polymers";81,16;24,24;3,4;"C08B";"polysaccharides; derivatives thereof";59,43;0,45
"Limburg";"Macomolecular chemistry, polymers";81,16;24,24;3,4;"C08C";"treatment or chemical modification of rubbers";74,99;0
"Limburg";"Macomolecular chemistry, polymers";81,16;24,24;3,4;"C08F";"macromolecular compounds obtained by reactions onl";57,66;3,87
"Limburg";"Macomolecular chemistry, polymers";81,16;24,24;3,4;"C08G";"macromolecular compounds obtained otherwise than b";62,69;3,14
"Limburg";"Macomolecular chemistry, polymers";81,16;24,24;3,4;"C08H";"derivatives of natural macromolecular compounds ";36,29;0
"Limburg";"Macomolecular chemistry, polymers";81,16;24,24;3,4;"C08K";"use of inorganic or non-macromolecular organic sub";59,42;3,9
"Limburg";"Macomolecular chemistry, polymers";81,16;24,24;3,4;"C08L";"compositions of macromolecular compounds ";59,52;3,87
"North Brabant";"Macomolecular chemistry, polymers";17,12;24,24;0,61;"C08B";"polysaccharides; derivatives thereof";20,17;0,23
"North Brabant";"Macomolecular chemistry, polymers";17,12;24,24;0,61;"C08C";"treatment or chemical modification of rubbers";0,62;0
"North Brabant";"Macomolecular chemistry, polymers";17,12;24,24;0,61;"C08F";"macromolecular compounds obtained by reactions onl";8,56;0,4
"North Brabant";"Macomolecular chemistry, polymers";17,12;24,24;0,61;"C08G";"macromolecular compounds obtained otherwise than b";10,3;0,58
"North Brabant";"Macomolecular chemistry, polymers";17,12;24,24;0,61;"C08H";"derivatives of natural macromolecular compounds ";1,47;1,04
"North Brabant";"Macomolecular chemistry, polymers";17,12;24,24;0,61;"C08K";"use of inorganic or non-macromolecular organic sub";9,07;0,79
"North Brabant";"Macomolecular chemistry, polymers";17,12;24,24;0,61;"C08L";"compositions of macromolecular compounds ";7,84;0,72
"Zeeland";"Macomolecular chemistry, polymers";73,68;24,24;5,99;"C08B";"polysaccharides; derivatives thereof";35,27;0
"Zeeland";"Macomolecular chemistry, polymers";73,68;24,24;5,99;"C08C";"treatment or chemical modification of rubbers";77,77;0
"Zeeland";"Macomolecular chemistry, polymers";73,68;24,24;5,99;"C08F";"macromolecular compounds obtained by reactions onl";61,3;7,67
"Zeeland";"Macomolecular chemistry, polymers";73,68;24,24;5,99;"C08G";"macromolecular compounds obtained otherwise than b";64,69;6,39
"Zeeland";"Macomolecular chemistry, polymers";73,68;24,24;5,99;"C08H";"derivatives of natural macromolecular compounds ";23,47;0
"Zeeland";"Macomolecular chemistry, polymers";73,68;24,24;5,99;"C08K";"use of inorganic or non-macromolecular organic sub";60,89;3,89
"Zeeland";"Macomolecular chemistry, polymers";73,68;24,24;5,99;"C08L";"compositions of macromolecular compounds ";59,79;8,91
"Limburg";"Materials, metallurgy";56,91;6,06;0,91;"B22C";"foundry moulding ";19,31;0,53
"Limburg";"Materials, metallurgy";56,91;6,06;0,91;"B22D";"casting of metals; casting of other substances by ";16,65;0,48
"Limburg";"Materials, metallurgy";56,91;6,06;0,91;"B22F";"working metallic powder; manufacture of articles f";40,76;0,79
"Limburg";"Materials, metallurgy";56,91;6,06;0,91;"C01B";"non-metallic elements; compounds thereof";38,16;0,6
"Limburg";"Materials, metallurgy";56,91;6,06;0,91;"C01C";"ammonia; cyanogen; compounds thereof";29,67;6,84
"Limburg";"Materials, metallurgy";56,91;6,06;0,91;"C01D";"compounds of alkali metals, i.e. lithium, sodium, ";33,15;0
"Limburg";"Materials, metallurgy";56,91;6,06;0,91;"C01F";"compounds of the metals beryllium, magnesium, alum";29,61;0
"Limburg";"Materials, metallurgy";56,91;6,06;0,91;"C01G";"compounds containing metals not covered by subclas";24,01;1,08
"Limburg";"Materials, metallurgy";56,91;6,06;0,91;"C03C";"chemical composition of glasses, glazes, or vitreo";37,59;2,28
"Limburg";"Materials, metallurgy";56,91;6,06;0,91;"C21B";"manufacture of iron or steel";17,05;0,55
"Limburg";"Materials, metallurgy";56,91;6,06;0,91;"C21C";"processing of pig-iron, e.g. refining, manufacture";16,47;0
"Limburg";"Materials, metallurgy";56,91;6,06;0,91;"C21D";"modifying the physical structure of ferrous metals";16,36;0,14
"Limburg";"Materials, metallurgy";56,91;6,06;0,91;"C22B";"production or refining of metals; pretreatment of ";25,58;0,33
"Limburg";"Materials, metallurgy";56,91;6,06;0,91;"C22C";"alloys";27,49;0,9
"Limburg";"Materials, metallurgy";56,91;6,06;0,91;"C22F";"changing the physical structure of non-ferrous met";20,3;2,38
"North Brabant";"Materials, metallurgy";25,96;6,06;0,21;"B22C";"foundry moulding ";0,21;0
"North Brabant";"Materials, metallurgy";25,96;6,06;0,21;"B22D";"casting of metals; casting of other substances by ";3,86;0,13
"North Brabant";"Materials, metallurgy";25,96;6,06;0,21;"B22F";"working metallic powder; manufacture of articles f";8,05;0,3
"North Brabant";"Materials, metallurgy";25,96;6,06;0,21;"C01B";"non-metallic elements; compounds thereof";8,61;0,38
"North Brabant";"Materials, metallurgy";25,96;6,06;0,21;"C01C";"ammonia; cyanogen; compounds thereof";1,14;0
"North Brabant";"Materials, metallurgy";25,96;6,06;0,21;"C01D";"compounds of alkali metals, i.e. lithium, sodium, ";5,1;0
"North Brabant";"Materials, metallurgy";25,96;6,06;0,21;"C01F";"compounds of the metals beryllium, magnesium, alum";7,27;0,41
"North Brabant";"Materials, metallurgy";25,96;6,06;0,21;"C01G";"compounds containing metals not covered by subclas";9,76;0,22
"North Brabant";"Materials, metallurgy";25,96;6,06;0,21;"C03C";"chemical composition of glasses, glazes, or vitreo";33,22;0,26
"North Brabant";"Materials, metallurgy";25,96;6,06;0,21;"C21B";"manufacture of iron or steel";0,11;0
"North Brabant";"Materials, metallurgy";25,96;6,06;0,21;"C21C";"processing of pig-iron, e.g. refining, manufacture";4,07;0
"North Brabant";"Materials, metallurgy";25,96;6,06;0,21;"C21D";"modifying the physical structure of ferrous metals";6,24;0,12
"North Brabant";"Materials, metallurgy";25,96;6,06;0,21;"C22B";"production or refining of metals; pretreatment of ";5,68;0,13
"North Brabant";"Materials, metallurgy";25,96;6,06;0,21;"C22C";"alloys";5,7;0,1
"North Brabant";"Materials, metallurgy";25,96;6,06;0,21;"C22F";"changing the physical structure of non-ferrous met";4,54;0,16
"Zeeland";"Materials, metallurgy";51,61;6,06;0,34;"B22C";"foundry moulding ";17,91;0
"Zeeland";"Materials, metallurgy";51,61;6,06;0,34;"B22D";"casting of metals; casting of other substances by ";9,37;0
"Zeeland";"Materials, metallurgy";51,61;6,06;0,34;"B22F";"working metallic powder; manufacture of articles f";31,13;0
"Zeeland";"Materials, metallurgy";51,61;6,06;0,34;"C01B";"non-metallic elements; compounds thereof";33,79;0
"Zeeland";"Materials, metallurgy";51,61;6,06;0,34;"C01C";"ammonia; cyanogen; compounds thereof";28,64;0
"Zeeland";"Materials, metallurgy";51,61;6,06;0,34;"C01D";"compounds of alkali metals, i.e. lithium, sodium, ";17,9;0
"Zeeland";"Materials, metallurgy";51,61;6,06;0,34;"C01F";"compounds of the metals beryllium, magnesium, alum";23,64;0
"Zeeland";"Materials, metallurgy";51,61;6,06;0,34;"C01G";"compounds containing metals not covered by subclas";19,2;0
"Zeeland";"Materials, metallurgy";51,61;6,06;0,34;"C03C";"chemical composition of glasses, glazes, or vitreo";30,4;3,21
"Zeeland";"Materials, metallurgy";51,61;6,06;0,34;"C21B";"manufacture of iron or steel";12,98;0
"Zeeland";"Materials, metallurgy";51,61;6,06;0,34;"C21C";"processing of pig-iron, e.g. refining, manufacture";7,12;0
"Zeeland";"Materials, metallurgy";51,61;6,06;0,34;"C21D";"modifying the physical structure of ferrous metals";10,73;0
"Zeeland";"Materials, metallurgy";51,61;6,06;0,34;"C22B";"production or refining of metals; pretreatment of ";10,61;0
"Zeeland";"Materials, metallurgy";51,61;6,06;0,34;"C22C";"alloys";14,73;0
"Zeeland";"Materials, metallurgy";51,61;6,06;0,34;"C22F";"changing the physical structure of non-ferrous met";11,52;0
"Limburg";"Measurement";24,3;42,42;0,28;"G01B";"measuring length, thickness or similar linear dime";15,06;0,08
"Limburg";"Measurement";24,3;42,42;0,28;"G01C";"measuring distances, levels or bearings; surveying";10,12;0,45
"Limburg";"Measurement";24,3;42,42;0,28;"G01D";"measuring not specially adapted for a specific var";12,21;0,35
"Limburg";"Measurement";24,3;42,42;0,28;"G01F";"measuring volume, volume flow, mass flow, or liqui";19,53;0,18
"Limburg";"Measurement";24,3;42,42;0,28;"G01G";"weighing";20,4;1,06
"Limburg";"Measurement";24,3;42,42;0,28;"G01H";"measurement of mechanical vibrations or ultrasonic";8,78;0,56
"Limburg";"Measurement";24,3;42,42;0,28;"G01J";"measurement of intensity, velocity, spectral conte";27,32;0,32
"Limburg";"Measurement";24,3;42,42;0,28;"G01K";"measuring temperature; measuring quantity of heat;";8,99;2,2
"Limburg";"Measurement";24,3;42,42;0,28;"G01L";"measuring force, stress, torque, work, mechanical ";19,85;0,48
"Limburg";"Measurement";24,3;42,42;0,28;"G01M";"testing static or dynamic balance of machines or s";9,57;0,1
"Limburg";"Measurement";24,3;42,42;0,28;"G01P";"measuring linear or angular speed, acceleration, d";14,4;0
"Limburg";"Measurement";24,3;42,42;0,28;"G01Q";"scanning-probe techniques or apparatus; applicatio";36,84;0
"Limburg";"Measurement";24,3;42,42;0,28;"G01R";"measuring electric variables; measuring magnetic v";13,76;0,14
"Limburg";"Measurement";24,3;42,42;0,28;"G01S";"radio direction-finding; radio navigation; determi";13,74;0,1
"Limburg";"Measurement";24,3;42,42;0,28;"G01V";"geophysics; gravitational measurements; detecting ";12,24;0,12
