Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Organization Location,Organization Revenue Range,Diversity Spotlight,Organization Website,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Seed Round - Radius Analytics,https://www.crunchbase.com/funding_round/radius-analytics-seed--c35c96da,Radius Analytics,https://www.crunchbase.com/organization/radius-analytics,Seed,200000,GBP,258019,2019-10-30,Seed,,,,Yes,Industrialised modelling.,"Artificial Intelligence (AI), Consulting, Enterprise Software, FinTech, Industrial Automation, Information Technology, Intelligent Systems, Machine Learning, Software","London, England, United Kingdom, Europe",$1M to $10M,,https://radiusanalytics.co.uk/,868000,GBP,1142075,Seed,5,Jock Richardson,Jock Richardson,1,,"632,348"
Seed Round - Mall IQ,https://www.crunchbase.com/funding_round/mall-iq-inc-seed--8ea1f37a,Mall IQ,https://www.crunchbase.com/organization/mall-iq-inc,Seed,1100000,USD,1100000,2019-08-12,Seed,,,,Yes,Mall IQ is a Silicon Valley software company developing indoor location-based mobile engagement and analytics platforms.,"Analytics, Artificial Intelligence (AI), E-Commerce, Indoor Positioning, Marketing, Messaging, Real Time, Retail Technology, SaaS, Software","Santa Clara, California, United States, North America",$1M to $10M,,http://www.malliq.com,2500000,USD,2500000,Seed,6,212,"212, 500 Global, Umur Cubukcu",3,2,"633,329"
Corporate Round - Mindway AI,https://www.crunchbase.com/funding_round/mindway-ai-corporate-round--d02dae2a,Mindway AI,https://www.crunchbase.com/organization/mindway-ai,Corporate Round,4000000,DKK,588962,2019-09-23,,,,,Yes,Mindway AI is a company that provides software solutions for the identification of at-risk gambling and problem gambling behaviour.,"Artificial Intelligence (AI), Machine Learning, Software","Middle, Shropshire, United Kingdom, Europe",,,https://mindway-ai.com/,4000000,DKK,588962,,1,Better Collective,Better Collective,1,,"633,923"
Seed Round - DocDigitizer,https://www.crunchbase.com/funding_round/docdigitizer-seed--6b4f641b,DocDigitizer,https://www.crunchbase.com/organization/docdigitizer,Seed,290000,EUR,317839,2019-10-08,Seed,,,,Yes,"DocDigitizer is a Cognitive Data Capture SaaS , with (near) 100% accuracy guaranteed by SLAs, Zero Set-up and full Pay-per-Use","Artificial Intelligence (AI), FinTech, Machine Learning, SaaS, Software","Lisbon, Lisboa, Portugal, Europe",$1M to $10M,,https://docdigitizer.com,1190000,EUR,1385204,Seed,3,Joyn Ventures,Joyn Ventures,1,,"124,434"
Pre Seed Round - Oivi,https://www.crunchbase.com/funding_round/oivi-pre-seed--89b462fd,Oivi,https://www.crunchbase.com/organization/oivi,Pre-Seed,600000,USD,600000,2019-09-30,Seed,,,,Yes,"Smart and automated eye screening, anywhere.","Artificial Intelligence (AI), Health Care, Medical Device, Software","Oslo, Oslo, Norway, Europe",$1M to $10M,,https://www.oivi.co,16046592,USD,16046592,Seed,14,Arali Ventures,"Arali Ventures, marquee angels, Stratel",3,1,"386,493"
Pre Seed Round - Nori Health,https://www.crunchbase.com/funding_round/nori-health-pre-seed--2ce879ba,Nori Health,https://www.crunchbase.com/organization/nori-health,Pre-Seed,600000,EUR,670392,2019-05-16,Seed,,,,Yes,Chatbot coach for chronic disease management,"Artificial Intelligence (AI), Chatbot, Health Care, Natural Language Processing","Nieuwegein, Utrecht, The Netherlands, Europe",$1M to $10M,,https://norihealth.com,1575392,USD,1575392,Seed,3,,,,,"386,741"
Angel Round - Veracity Protocol,https://www.crunchbase.com/funding_round/veracity-protocol-angel--e7da5280,Veracity Protocol,https://www.crunchbase.com/organization/veracity-protocol,Angel,750000,USD,750000,2019-02-05,Seed,7500000,USD,7500000,Yes,The Standard of Trust for Physical Objects – Protect anything with Vision AI,"Artificial Intelligence (AI), B2B, Computer Vision, Information Technology, SaaS, Security","New York, New York, United States, North America",$1M to $10M,,https://veracityprotocol.org/,4800000,USD,4800000,Seed,4,Techstars,"David Kumaran, Techstars",2,,"387,116"
Convertible Note - MedPilot,https://www.crunchbase.com/funding_round/medpilot-convertible-note--c65ed7f7,MedPilot,https://www.crunchbase.com/organization/medpilot,Convertible Note,410000,USD,410000,2019-03-06,,,,,No,MedPilot is an AI-driven patient experience platform.,"Artificial Intelligence (AI), Health Care, Information Services, Medical, Personal Finance","Cleveland, Ohio, United States, North America",$1M to $10M,,http://www.medpilot.com/,3720000,USD,3720000,M&A,7,,Plug and Play,1,,"603,585"
Grant - Soda,https://www.crunchbase.com/funding_round/soda-data-grant--93446cc5,Soda,https://www.crunchbase.com/organization/soda-data,Grant,500000,EUR,568424,2019-03-01,,,,,No,Soda is a software that provides data quality solutions through testing and preventing data issues.,"Analytics, Big Data, Business Intelligence, Cloud Data Services, Machine Learning, Software, Test and Measurement","Brussels, Brussels Hoofdstedelijk Gewest, Belgium, Europe",$1M to $10M,,https://www.soda.io/,27500000,EUR,31505270,,4,Innoviris,Innoviris,1,,"624,112"
Funding Round - Electron Robotics,https://www.crunchbase.com/funding_round/e1ectr0n-undisclosed--bca39cd5,Electron Robotics,https://www.crunchbase.com/organization/e1ectr0n,Funding Round,900000,USD,900000,2019-01-15,,,,,Yes,Your go-to for advanced AI control and oversight in adaptive food production.,"Artificial Intelligence (AI), Industrial Automation, Robotics","Portland, Oregon, United States, North America",,,https://www.electron-robotics.ai,1000000,USD,1000000,,2,,,,,"624,744"
Seed Round - Vottun,https://www.crunchbase.com/funding_round/vottun-seed--cc303fc4,Vottun,https://www.crunchbase.com/organization/vottun,Seed,500000,EUR,561792,2019-06-19,Seed,,,,Yes,Vottun is a platform that certify and track data for optmizing business processes using blockchain and DLT technology.,"Artificial Intelligence (AI), B2B, Blockchain, Cryptocurrency, Ethereum, Information Technology, Machine Learning, Software, Supply Chain Management","Barcelona, Catalonia, Spain, Europe",$1M to $10M,,https://www.vottun.com/,1275000,EUR,1457388,Seed,4,"Draper B1, ESADE, Lánzame Capital SL, RocaSalvatella","Draper B1, ESADE, Lánzame Capital SL, RocaSalvatella",4,,"625,390"
Convertible Note - Blue Canoe Learning,https://www.crunchbase.com/funding_round/blue-canoe-learning-convertible-note--1fd67ac8,Blue Canoe Learning,https://www.crunchbase.com/organization/blue-canoe-learning,Convertible Note,500000,USD,500000,2019-07-14,,,,,No,Blue Canoe is an AI B2B company that has revolutionized how to help non-native English speakers improve their spoken English,"Apps, Artificial Intelligence (AI), B2B, Corporate Training, EdTech, Language Learning, Mobile Apps","Bellevue, Washington, United States, North America",Less than $1M,"Women Founded, Women Led",http://www.bluecanoelearning.com/,4400000,USD,4400000,Seed,3,Qualcomm Ventures,Qualcomm Ventures,1,,"625,419"
Series A - Roby.AI,https://www.crunchbase.com/funding_round/roby-ai-series-a--9c58d592,Roby.AI,https://www.crunchbase.com/organization/roby-ai,Series A,764000,USD,764000,2019-07-01,Early Stage Venture,,,,Yes,Roby offers an artificial intelligence assistant for rental agencies and property managers.,"Artificial Intelligence (AI), Assistive Technology, PropTech, SaaS, Software","London, England, United Kingdom, Europe",$1M to $10M,,https://roby.ai,4764000,USD,4764000,Early Stage Venture,2,,Peregrine Ventures,1,,"498,506"
Pre Seed Round - Kerb,https://www.crunchbase.com/funding_round/kerb-technologies-inc-pre-seed--3ea201f9,Kerb,https://www.crunchbase.com/organization/kerb-technologies-inc,Pre-Seed,260000,USD,260000,2019-04-01,Seed,,,,Yes,Kerb combines machine learning analytics and real time data sets for targeted marketing campaigns in urban areas.,"Analytics, Big Data, Computer Vision, Machine Learning, Marketing Automation","Washington, District of Columbia, United States, North America",,,https://www.kerb.ai,260000,USD,260000,Seed,1,,,,,"626,733"
Angel Round - Borza,https://www.crunchbase.com/funding_round/borza-angel--875db7db,Borza,https://www.crunchbase.com/organization/borza,Angel,530000,USD,530000,2019-03-01,Seed,,,,Yes,The AI-Powered Platform for Discovering and Promoting Technology Solutions,"Artificial Intelligence (AI), Information Technology, Internet, Software","Los Gatos, California, United States, North America",Less than $1M,"Women Founded, Women Led",https://borza.com,670000,USD,670000,Seed,2,,"Luke Kelly, Philip DeSimone, Sequoia Capital, Waseem Bashiti",4,,"591,983"
Venture Round - Lingua Custodia,https://www.crunchbase.com/funding_round/lingua-custodia-series-unknown--59a8bbac,Lingua Custodia,https://www.crunchbase.com/organization/lingua-custodia,Venture - Series Unknown,1000000,EUR,1104527,2019-09-19,,,,,Yes,Natural Language Processing (NLP) and Gen AI for Finance,"Artificial Intelligence (AI), Finance, Financial Services, FinTech, Machine Learning, Natural Language Processing","Montigny-le-bretonneux, Ile-de-France, France, Europe",$1M to $10M,,https://www.linguacustodia.finance/,8288000,EUR,8976963,,5,Investisseurs privés,Investisseurs privés,1,,"627,372"
Seed Round - Wordnerds,https://www.crunchbase.com/funding_round/wordnerds-seed--d656612d,Wordnerds,https://www.crunchbase.com/organization/wordnerds,Seed,650000,GBP,808433,2019-07-23,Seed,,,,Yes,"Wordnerds teach computers to understand language, make decisions, and find actionable insights.","Artificial Intelligence (AI), Internet, Language Learning, Machine Learning","Gateshead, Gateshead, United Kingdom, Europe",Less than $1M,,https://www.wordnerds.ai/,650000,GBP,808433,Seed,1,Northstar Ventures,Northstar Ventures,1,,"627,535"
Grant - PediaMetrix,https://www.crunchbase.com/funding_round/pediametrix-grant--7a1cd046,PediaMetrix,https://www.crunchbase.com/organization/pediametrix,Grant,224903,USD,224903,2019-06-27,,,,,No,PediaMetrix brings AI and computer vision to pediatric health to lower cost and improve outcome.,"Artificial Intelligence (AI), Health Care, Machine Learning, Medical Device","Rockville, Maryland, United States, North America",$1M to $10M,"Women Founded, Women Led",http://www.pediametrix.com,4344402,USD,4344402,Seed,12,National Science Foundation,National Science Foundation,1,,"525,971"
Seed Round - Grow Director,https://www.crunchbase.com/funding_round/grow-director-seed--5cb250e2,Grow Director,https://www.crunchbase.com/organization/grow-director,Seed,750000,USD,750000,2019-09-01,Seed,,,,Yes,Environmental controller for greenhouse soil or hydro using machine learning algorithms. Wireless controller up to 64.000 devices controlled,"Agriculture, AgTech, Electronics, Machine Learning","Rishon Le Zion, HaMerkaz, Israel, Asia",$1M to $10M,,https://growdirector.com,4250000,USD,4250000,Seed,4,,,,,"628,051"
Pre Seed Round - Apteo,https://www.crunchbase.com/funding_round/apteo-pre-seed--7f8c5fac,Apteo,https://www.crunchbase.com/organization/apteo,Pre-Seed,1000000,USD,1000000,2019-11-18,Seed,,,,Yes,Apteo is an automated predictive marketing tool that helps eCommerce brands to increase their repeat sales.,"Analytics, Artificial Intelligence (AI), Big Data, E-Commerce, Machine Learning, SaaS, Software","New York, New York, United States, North America",Less than $1M,"South Asian Founded, South Asian Led",http://www.apteo.co,1100000,USD,1100000,Early Stage Venture,4,Ripple Ventures,"(ERA) Entrepreneurs Roundtable Accelerator, CFV Ventures, Gavin Ezekowitz, Ripple Ventures",4,,"628,260"
Pre Seed Round - KryptoGO,https://www.crunchbase.com/funding_round/kryptogo-pre-seed--29a17075,KryptoGO,https://www.crunchbase.com/organization/kryptogo,Pre-Seed,400000,USD,400000,2019-06-30,Seed,,,,Yes,KryptoGO helps VASP easily comply with regulations and manage crypto assets.,"Apps, Artificial Intelligence (AI), Asset Management, Blockchain, Compliance, Cryptocurrency, Financial Services, FinTech, Mobile Apps","San Mateo, California, United States, North America",$1M to $10M,,https://kryptogo.com/,3400000,USD,3400000,Seed,4,,,,,"409,679"
Pre Seed Round - iSIZE Technologies,https://www.crunchbase.com/funding_round/isize-technologies-pre-seed--9b03576f,iSIZE Technologies,https://www.crunchbase.com/organization/isize-technologies,Pre-Seed,200000,GBP,260543,2019-02-04,Seed,,,,Yes,iSIZE Technologies is a company to delivers deep neural networks for data-driven video preprocessing.,"Artificial Intelligence (AI), Information Technology, Machine Learning, Real Time, Software, Video, Video on Demand, Video Streaming","London, England, United Kingdom, Europe",$1M to $10M,,https://www.isize.co,5815000,GBP,7942415,M&A,4,,"Creative Destruction Lab (CDL), Multiple Angels",2,,"628,397"
Seed Round - Cardiolyse,https://www.crunchbase.com/funding_round/cardiolyse-seed--b5a7cdef,Cardiolyse,https://www.crunchbase.com/organization/cardiolyse,Seed,600000,EUR,659429,2019-09-01,Seed,,,,Yes,"Cardiolyse is a cloud ECG & HRV analytics platform that provides personalized reports, heart failures detection, and data-based prognosis.","Analytics, Electronic Health Record (EHR), Health Care, Home Health Care, Information Technology, Machine Learning, Medical Device, Software, Wellness","Helsinki, Southern Finland, Finland, Europe",Less than $1M,,https://cardiolyse.com,1165000,EUR,1329785,Seed,7,,,,,"543,320"
Venture Round - Three-Is,https://www.crunchbase.com/funding_round/three-is-series-unknown--967d7f60,Three-Is,https://www.crunchbase.com/organization/three-is,Venture - Series Unknown,100000000,JPY,925195,2019-09-13,,,,,Yes,Three-Is is  AI-based business technology strategy consultant and AI utilization system design development support.,"Advertising Platforms, Artificial Intelligence (AI), Semantic Web, Web Hosting","Tokyo, Tokyo, Japan, Asia",,,http://candy-network.com/company,230000000,JPY,2095075,,3,,"Mynavi, VOYAGE VENTURES",2,,"453,072"
Pre Seed Round - Seva Exchange Corporation,https://www.crunchbase.com/funding_round/seva-exchange-corporation-pre-seed--d57157d7,Seva Exchange Corporation,https://www.crunchbase.com/organization/seva-exchange-corporation,Pre-Seed,225000,USD,225000,2019-03-15,Seed,10000000,USD,10000000,Yes,"We organize communities, equip them with the right tools and resources; and measure their impact and success.","Artificial Intelligence (AI), Communities, Enterprise Software, Non Profit, Sharing Economy, Social Impact, Social Network, Sustainability, Virtual Currency","Los Altos, California, United States, North America",,"Women Founded, Women Led",https://www.sevaxapp.com,225000,USD,225000,Seed,2,,,,,"453,584"
Seed Round - X0PA AI,https://www.crunchbase.com/funding_round/x0pa-ai-pte-ltd-seed--2ae7f668,X0PA AI,https://www.crunchbase.com/organization/x0pa-ai-pte-ltd,Seed,371000,SGD,274107,2019-01-13,Seed,7000000,SGD,5171834,Yes,Artificial Intelligence SaaS platform for end to end hiring and selections,"Analytics, Artificial Intelligence (AI), Big Data, Human Resources, Machine Learning, SaaS","Singapore, Central Region, Singapore, Asia",,,https://www.x0pa.com,8372857,USD,8372857,Early Stage Venture,9,Rajeev Suri,"Jussi Keppo, Minna Ohman, Rajeev Suri, Sri Harsha Allamraju",4,,"453,817"
Equity Crowdfunding - OpenCV,https://www.crunchbase.com/funding_round/opencv-equity-crowdfunding--7a81fc6f,OpenCV,https://www.crunchbase.com/organization/opencv,Equity Crowdfunding,325319,USD,325319,2019-05-23,,,,,Yes,OpenCV is an open-source computer vision and machine learning software library.,"Computer Vision, Machine Learning, Real Time, Software","Russia, Ohio, United States, North America",$1M to $10M,,http://opencv.org/,325319,USD,325319,,1,,,,,"454,715"
Pre Seed Round - Well Principled,https://www.crunchbase.com/funding_round/well-principled-pre-seed--e3d8e586,Well Principled,https://www.crunchbase.com/organization/well-principled,Pre-Seed,1000000,USD,1000000,2019-03-31,Seed,,,,Yes,Well Principled is an A.I. Management Consultant that predicts the buying behavior of every customer.,"Marketing Automation, Predictive Analytics, Software, Supply Chain Management","St Louis, Missouri, United States, North America",$1M to $10M,,https://wellprincipled.com,2600000,USD,2600000,Seed,3,Y Combinator,"Anne Marie Knott, Cultivation Capital, Founders Fund, Liquid 2 Ventures, Y Combinator",5,1,"454,825"
