Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Organization Website,Diversity Spotlight,Organization Location,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Pre Seed Round - MeasureMe,https://www.crunchbase.com/funding_round/measureme-pre-seed--60d46df8,MeasureMe,https://www.crunchbase.com/organization/measureme,Pre-Seed,15000000,HUF,50227,2021-06-17,Seed,,,,Yes,MeasureMe personalized precision health.,"Artificial Intelligence (AI), Health Care, Medical",https://www.measure.me/,,"Budapest, Budapest, Hungary, Europe",,15000000,HUF,50227,Seed,2,,Hiventures,1,,"358,770"
Seed Round - PMX Inc.,https://www.crunchbase.com/funding_round/pmx-c17d-seed--df3c9146,PMX Inc.,https://www.crunchbase.com/organization/pmx-c17d,Seed,100000,USD,100000,2021-04-29,Seed,,,,Yes,PMX is a medical technology company that delivers personalized health insights using a breakthrough AI-assisted imaging platform.,"Artificial Intelligence (AI), Health Care, Machine Learning, Medical Device, Software",http://www.pmx-inc.com,,"Palatine, Illinois, United States, North America",,100000,USD,100000,Early Stage Venture,3,"DEIT, TIPS Program","DEIT, TIPS Program",2,,"419,861"
Pre Seed Round - Facenote,https://www.crunchbase.com/funding_round/facenote-pre-seed--5ef0498d,Facenote,https://www.crunchbase.com/organization/facenote,Pre-Seed,100000,USD,100000,2021-03-30,Seed,,,,Yes,"We are building the decentralized face recognition experience of the future, today.","Artificial Intelligence (AI), Biometrics, Blockchain, Facial Recognition, Logistics, Payments",https://facenote.me,"Hispanic / Latine Founded, Hispanic / Latine Led","Middletown, Delaware, United States, North America",,965000,USD,965000,Seed,6,,Techstars,1,1,"419,961"
Pre Seed Round - Fieldy,https://www.crunchbase.com/funding_round/fieldy-9aca-pre-seed--686027b6,Fieldy,https://www.crunchbase.com/organization/fieldy-9aca,Pre-Seed,100000,USD,100000,2021-07-21,Seed,,,,Yes,"Fieldy provides crop production forecasts using data, machine learning, and satellite imagery for emerging markets.","Agriculture, Data Visualization, Machine Learning, Predictive Analytics, Real Time",https://fieldy.space/,,"Dublin, Dublin, Ireland, Europe",,100000,USD,100000,Seed,1,Founders Factory Africa,Founders Factory Africa,1,,"362,789"
Pre Seed Round - Potion,https://www.crunchbase.com/funding_round/potion-ai-pre-seed--f51fa94e,Potion,https://www.crunchbase.com/organization/potion-ai,Pre-Seed,125000,USD,125000,2021-08-31,Seed,,,,Yes,"Potion offers AI‑powered formulation tools to enable R&D teams to formulate better products, faster.","Artificial Intelligence (AI), Beauty, Machine Learning",http://www.potion.ai,Women Founded,"San Francisco, California, United States, North America",Less than $1M,125000,USD,125000,Seed,1,Y Combinator,Y Combinator,1,,"297,926"
Pre Seed Round - Itheum,https://www.crunchbase.com/funding_round/itheum-pre-seed--b8dfb7e9,Itheum,https://www.crunchbase.com/organization/itheum,Pre-Seed,75000,USD,75000,2021-10-01,Seed,,,,Yes,As we enter the web3 and metaverse era; Itheum unlocks data silos and generates new value for your data.,"Analytics, Artificial Intelligence (AI), Big Data, Blockchain, Metaverse, Pharmaceutical, Web3",https://itheum.io,,"Sydney, New South Wales, Australia, Oceania",,5975000,USD,5975000,Seed,4,,,,,"298,408"
Pre Seed Round - RepsMate,https://www.crunchbase.com/funding_round/repsmate-pre-seed--32e6feb1,RepsMate,https://www.crunchbase.com/organization/repsmate,Pre-Seed,55000,EUR,67480,2021-01-07,Seed,,,,Yes,RepsMate is a multi-awarded conversation intelligence platform,"Analytics, Artificial Intelligence (AI), Big Data, Business Intelligence, Software",https://www.repsmate.com,,"Bucharest, Bucuresti, Romania, Europe",Less than $1M,645000,EUR,669364,Seed,3,,,,,"452,167"
Angel Round - AGE-LESS AI,https://www.crunchbase.com/funding_round/age-less-ai-angel--df84484f,AGE-LESS AI,https://www.crunchbase.com/organization/age-less-ai,Angel,50000,USD,50000,2021-09-03,Seed,,,,Yes,AI Healthcare Company,"Artificial Intelligence (AI), Health Care, Health Diagnostics, Life Science, Medical Device, Neuroscience, Software",https://age-less.ai,,"Sunnyvale, California, United States, North America",Less than $1M,50000,USD,50000,Seed,2,,,,,"522,732"
Pre Seed Round - Aritium,https://www.crunchbase.com/funding_round/aritium-pre-seed--be52161e,Aritium,https://www.crunchbase.com/organization/aritium,Pre-Seed,140000,EUR,159235,2021-12-31,Seed,860000,EUR,978160,Yes,"SaaS, Smart Hospital, IoT","Artificial Intelligence (AI), Health Care, Information Technology, SaaS, Software",https://www.aritium.com,,"Oviedo, Asturias, Spain, Europe",,272500,EUR,311476,Seed,3,,,,,"182,204"
Angel Round - Cubtale,https://www.crunchbase.com/funding_round/cubtale-angel--dccb98d5,Cubtale,https://www.crunchbase.com/organization/cubtale,Angel,220000,USD,220000,2021-08-30,Seed,,,,Yes,"AI Coach for Personalized, Confident Baby Care","Artificial Intelligence (AI), Child Care, Electronics, Family, Health Care, Home Health Care, Personal Health, Software, Wearables",https://www.cubtale.com,"Women Founded, Women Led","Los Angeles, California, United States, North America",$1M to $10M,970000,USD,970000,Seed,5,,,,,"276,465"
Seed Round - COOKSUP,https://www.crunchbase.com/funding_round/cooksup-seed--0d882ced,COOKSUP,https://www.crunchbase.com/organization/cooksup,Seed,15800000,KRW,13709,2021-07-26,Seed,,,,Yes,Cooksup is a shopping mall,"Artificial Intelligence (AI), Restaurants, Software",http://www.lesik.co.kr/shopinfo/company.html,,"Daejeon, Taejon-jikhalsi, South Korea, Asia",,15800000,KRW,13709,Seed,4,,Kingospring,1,,"176,805"
Angel Round - Growker,https://www.crunchbase.com/funding_round/crunch-dna-angel--5f0c2041,Growker,https://www.crunchbase.com/organization/crunch-dna,Angel,150000,USD,150000,2021-08-01,Seed,150000,USD,150000,Yes,"Marketplace intelligence, unlocked.","Big Data, E-Commerce, Machine Learning, Predictive Analytics, Retail, SaaS, Software",https://www.growker.ai/,,"Mexico City, Distrito Federal, Mexico, North America",,1250000,USD,1250000,Seed,3,,,,,"288,375"
Pre Seed Round - Magicbit,https://www.crunchbase.com/funding_round/magicbit-pre-seed--e576eee7,Magicbit,https://www.crunchbase.com/organization/magicbit,Pre-Seed,120000,USD,120000,2021-10-25,Seed,,,,Yes,"Magicbit is an integrated development platform for learning, prototyping, coding, electronics, robotics, IoT and artificial intelligence.","Artificial Intelligence (AI), Consumer Electronics, Education, Electronics, Robotics",https://magicbit.cc/,,"Dehiwala, Western, Sri Lanka, Asia",$1M to $10M,120000,USD,120000,Seed,1,,"Hyperion Ventures, Lankan Angel Network (LAN), Mano Sekaram",3,,"288,400"
Pre Seed Round - Berkelyn,https://www.crunchbase.com/funding_round/berkelyn-pre-seed--738b6552,Berkelyn,https://www.crunchbase.com/organization/berkelyn,Pre-Seed,25000,USD,25000,2021-08-12,Seed,,,,Yes,Cognitive CubeSat Constellations for the Deep Space Data Economy,"Aerospace, Analytics, Artificial Intelligence (AI), Big Data, Business Intelligence, Satellite Communication",http://berkelyn.com,Women Founded,"New York, New York, United States, North America",Less than $1M,25000,USD,25000,Seed,1,Nicholas Gross,Nicholas Gross,1,,"185,097"
Seed Round - Binsight AI,https://www.crunchbase.com/funding_round/binsight-ai-seed--76507f07,Binsight AI,https://www.crunchbase.com/organization/binsight-ai,Seed,120000,USD,120000,2021-11-03,Seed,,,,Yes,"Binsight turns consumers' garbage into data using AI tech combined with core behavioral tools to save money, and time, and reduce waste.","Artificial Intelligence (AI), Machine Learning, Waste Management",https://www.binsight.ai/,,"Rehovot, HaMerkaz, Israel, Asia",,120000,USD,120000,Seed,1,Techstars,Techstars,1,,"288,535"
Grant - Counterfake,https://www.crunchbase.com/funding_round/counterfake-grant--7965dce1,Counterfake,https://www.crunchbase.com/organization/counterfake,Grant,25000,USD,25000,2021-05-01,,,,,No,Counterfake is an AI-powered online brand protection solution prevents brands from losing revenue and reputation due to counterfeit products,"Artificial Intelligence (AI), B2B, E-Commerce, Image Recognition, Intellectual Property, Legal Tech, Machine Learning, Natural Language Processing",https://counterfake.ai/,,"Istanbul, Istanbul, Turkey, Europe",,85000,USD,85000,,3,,Turk Telekom PILOT,1,,"289,600"
Pre Seed Round - Plantech,https://www.crunchbase.com/funding_round/plantech-53a9-pre-seed--7c55a8dc,Plantech,https://www.crunchbase.com/organization/plantech-53a9,Pre-Seed,120000,USD,120000,2021-10-01,Seed,65000,USD,65000,Yes,"Let's imagine a better, stronger, faster and smarter future together.","Artificial Intelligence (AI), Consulting, Consumer Software, Information Technology, Internet of Things, Robotics, Software, Software Engineering",https://plantechindustries.com,,"Wilmington, Delaware, United States, North America",Less than $1M,120000,USD,120000,Seed,1,,,,,"152,354"
Pre Seed Round - Redactable,https://www.crunchbase.com/funding_round/redactable-pre-seed--635866e4,Redactable,https://www.crunchbase.com/organization/redactable,Pre-Seed,40000,USD,40000,2021-01-29,Seed,,,,Yes,Redactable is a web-based application that helps companies permanently redact their confidential documents.,"B2B, Compliance, Information Technology, Internet, Machine Learning, SaaS, Software",https://www.redactable.com,"Hispanic / Latine Founded, Women Founded, Women Led","New York, New York, United States, North America",$1M to $10M,6930000,USD,6930000,Seed,7,,Chisos Capital,1,,"267,779"
Angel Round - Visualax,https://www.crunchbase.com/funding_round/visualax-angel--27215867,Visualax,https://www.crunchbase.com/organization/visualax,Angel,70000,GBP,97405,2021-02-15,Seed,,,,Yes,Unlocking the 3rd Dimension for Video - Holographic Videos,"Augmented Reality, Generative AI, Information Technology, Software, Video Streaming",https://www.deepmirage.ai,,"London, England, United Kingdom, Europe",,115905,USD,115905,Seed,2,Amith Lankesar,Amith Lankesar,1,,"452,426"
Seed Round - Insquad,https://www.crunchbase.com/funding_round/insquad-56c7-seed--40f7653b,Insquad,https://www.crunchbase.com/organization/insquad-56c7,Seed,150000,USD,150000,2021-12-15,Seed,,,,Yes,Insquad is a one-click solution to source and hire top-quality vetted remote software developers.,"Artificial Intelligence (AI), B2B, Consulting, Developer Platform, Human Resources, Information Technology, Software, Software Engineering",https://insquad.com/,,"San Francisco, California, United States, North America",,200000,USD,200000,Seed,2,,,,,"452,548"
Grant - Polysentry,https://www.crunchbase.com/funding_round/polysentry-grant--1c6cc60b,Polysentry,https://www.crunchbase.com/organization/polysentry,Grant,100000,USD,100000,2021-04-01,,,,,No,"Use the power of Polysentry to rapidly ingest, corroborate, and derive insights on data relevant to your business","Artificial Intelligence (AI), Database, Information Services, Software",https://www.polysentry.com,,"Washington, District of Columbia, United States, North America",$1M to $10M,100000,USD,100000,,1,NGA Accelerator,NGA Accelerator,1,1,"431,612"
Convertible Note - RepsMate,https://www.crunchbase.com/funding_round/repsmate-convertible-note--973666e8,RepsMate,https://www.crunchbase.com/organization/repsmate,Convertible Note,65000,EUR,79414,2021-06-01,,,,,No,RepsMate is a multi-awarded conversation intelligence platform,"Analytics, Artificial Intelligence (AI), Big Data, Business Intelligence, Software",https://www.repsmate.com,,"Bucharest, Bucuresti, Romania, Europe",Less than $1M,645000,EUR,669364,Seed,3,,Cleverage VentureCapital,1,,"270,643"
Pre Seed Round - Marq Lab,https://www.crunchbase.com/funding_round/marq-6867-pre-seed--bb204c6d,Marq Lab,https://www.crunchbase.com/organization/marq-6867,Pre-Seed,70000,EUR,78940,2021-12-20,Seed,,,,Yes,Marq is a mobile AI which replaces language tutor by providing tailored snack-sized language classes and teaching conversation in the chat,"Artificial Intelligence (AI), E-Learning, Education, Information Technology, Language Learning, Software",https://marq.cc/,,"Tallinn, Harjumaa, Estonia, Europe",,70000,EUR,78940,Seed,1,APX,"361, APX",2,,"453,641"
Pre Seed Round - Twelve Labs,https://www.crunchbase.com/funding_round/twelve-labs-62b5-pre-seed--346b1eb4,Twelve Labs,https://www.crunchbase.com/organization/twelve-labs-62b5,Pre-Seed,120000,USD,120000,2021-01-25,Seed,,,,Yes,Twelve Labs makes video foundation models accessible via APIs to empower businesses and developers to build intelligent video products.,"Generative AI, Information Technology, Software, Video",http://twelvelabs.io/,Women Founded,"San Francisco, California, United States, North America",$1M to $10M,77120000,USD,77120000,Early Stage Venture,5,Techstars,Techstars,1,1,"271,800"
Pre Seed Round - Wright Research,https://www.crunchbase.com/funding_round/wright-research-pre-seed--bdf6367a,Wright Research,https://www.crunchbase.com/organization/wright-research,Pre-Seed,66667,USD,66667,2021-01-12,Seed,,,,Yes,Wright Research used data and artificial intelligence to create smart investment products for everyone,"Artificial Intelligence (AI), FinTech, Hedge Funds, Machine Learning, Trading Platform, Wealth Management",https://www.wrightresearch.in/,,"Mumbai, Maharashtra, India, Asia",$1M to $10M,1066667,USD,1066667,Seed,3,Zone Startups In,"Ajat Hukkoo, Piyush Chaplot, Zone Startups In",3,,"397,630"
Non Equity Assistance - Candlelit Care,https://www.crunchbase.com/funding_round/candlelit-non-equity-assistance--500d4f42,Candlelit Care,https://www.crunchbase.com/organization/candlelit,Non-equity Assistance,25000,USD,25000,2021-03-31,,,,,No,Candlelit Care leverages patient data to address symptoms of maternal depression and anxiety among Black mothers.,"Artificial Intelligence (AI), Mental Health, Parenting, Psychology, Subscription Service, Therapeutics",http://candlelitcare.com,"Black Founded, Black Led, Women Founded, Women Led","Charlotte, North Carolina, United States, North America",Less than $1M,280000,USD,280000,Seed,5,,Elevance Health,1,,"455,003"
Pre Seed Round - increasify.ai,https://www.crunchbase.com/funding_round/increasify-ai-pre-seed--0ae4c003,increasify.ai,https://www.crunchbase.com/organization/increasify-ai,Pre-Seed,40000,USD,40000,2021-08-15,Seed,,,,Yes,Increasify a platform to help you discover your compatitors blind spots,"Gamification, Lead Generation, Market Research, Natural Language Processing, Predictive Analytics",https://www.increasify.ai/,,"Cambridge, Massachusetts, United States, North America",,40000,USD,40000,Seed,1,,,,,"398,017"
Pre Seed Round - Parkva,https://www.crunchbase.com/funding_round/parkva-pre-seed--ad6a06e2,Parkva,https://www.crunchbase.com/organization/parkva,Pre-Seed,200000,USD,200000,2021-11-05,Seed,,,,Yes,Parkva solutions detect parking occupancy and violations 24/7 without human intervention.,"Artificial Intelligence (AI), Computer Vision, Information Technology, Internet of Things, Machine Learning, Parking",https://www.parkva.com,,"New Bern, North Carolina, United States, North America",Less than $1M,200000,USD,200000,Seed,1,,,,,"656,566"
Pre Seed Round - Co-one,https://www.crunchbase.com/funding_round/co-one-pre-seed--1f2fbd83,Co-one,https://www.crunchbase.com/organization/co-one,Pre-Seed,200000,TRY,14476,2021-12-06,Seed,,,,Yes,Co-one provides data-centric platform using AI and human power to ensure high-performance AI products for enterprises.,"Artificial Intelligence (AI), Autonomous Vehicles, Computer Vision, Crowdsourcing, Data Visualization, Generative AI, Image Recognition, Machine Learning, Software",https://co-one.co/,,"Tallinn, Harjumaa, Estonia, Europe",$1M to $10M,876438,USD,876438,Seed,6,Turk Telekom PILOT,Turk Telekom PILOT,1,,"225,463"
Pre Seed Round - Co-one,https://www.crunchbase.com/funding_round/co-one-pre-seed--9eab92a2,Co-one,https://www.crunchbase.com/organization/co-one,Pre-Seed,15000,USD,15000,2021-02-01,Seed,,,,Yes,Co-one provides data-centric platform using AI and human power to ensure high-performance AI products for enterprises.,"Artificial Intelligence (AI), Autonomous Vehicles, Computer Vision, Crowdsourcing, Data Visualization, Generative AI, Image Recognition, Machine Learning, Software",https://co-one.co/,,"Tallinn, Harjumaa, Estonia, Europe",$1M to $10M,876438,USD,876438,Seed,6,,,,,"656,995"
Pre Seed Round - Gooey.AI,https://www.crunchbase.com/funding_round/dara-network-pre-seed--f75c067c,Gooey.AI,https://www.crunchbase.com/organization/dara-network,Pre-Seed,120000,USD,120000,2021-04-05,Seed,,,,Yes,A shared AI workflow platform for enterprises and marketers.,"Artificial Intelligence (AI), Generative AI",https://gooey.ai,Women Founded,"Seattle, Washington, United States, North America",,530000,USD,530000,Seed,2,Techstars,Techstars,1,1,"135,773"
