Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Investor Names,Number of Partner Investors,CB Rank (Funding Round)
Pre Seed Round - Lexset,https://www.crunchbase.com/funding_round/lexset-pre-seed--1071a6bc,Lexset,https://www.crunchbase.com/organization/lexset,Pre-Seed,950000,USD,950000,2018-02-01,Seed,3000000,USD,3000000,Yes,"Lexset, better data, better vision. Creating synthetic data for computer vision.","Analytics, Artificial Intelligence (AI), Augmented Reality, B2B, Computer Vision, Image Recognition, Robotics, Supply Chain Management",,"Brooklyn, New York, United States, North America",https://www.lexset.ai/,Less than $1M,2930000,USD,2930000,Seed,5,Gavon Renfroe,2,"Gavon Renfroe, XRC Ventures",,"494,737"
Pre Seed Round - Digital Claim,https://www.crunchbase.com/funding_round/dcm-digital-claim-management-gmbh-pre-seed--b1c0c692,Digital Claim,https://www.crunchbase.com/organization/dcm-digital-claim-management-gmbh,Pre-Seed,150000,USD,150000,2018-01-01,Seed,,,,Yes,Insuretech - automating claim recovery for insurances,"Financial Services, FinTech, Information Technology, InsurTech, Legal, Machine Learning, Software",,"Vienna, Wien, Austria, Europe",http://www.digitalclaim.de,,650000,USD,650000,Seed,4,Quake Capital Partners,1,Quake Capital Partners,4,"449,473"
Seed Round - Kido Dynamics,https://www.crunchbase.com/funding_round/kido-dynamics-seed--3cf61bbe,Kido Dynamics,https://www.crunchbase.com/organization/kido-dynamics,Seed,500000,CHF,502950,2018-08-14,Seed,,,,Yes,Kido Dynamics uses machine learning and quantum physics techniques to analyse and predict human mobility.,"Analytics, Artificial Intelligence (AI), Big Data, Machine Learning, Marketing, Quantum Computing, Tourism, Transportation",,"Lausanne, Vaud, Switzerland, Europe",http://www.kidodynamics.com,$1M to $10M,6201036,USD,6201036,Seed,7,,1,SICTIC,,"250,919"
Seed Round - VERSATILE,https://www.crunchbase.com/funding_round/versatile-natures-seed--807a371e,VERSATILE,https://www.crunchbase.com/organization/versatile-natures,Seed,1000000,USD,1000000,2018-02-24,Seed,,,,Yes,VERSATILE uses machine learning and AI to optimize construction and industrial processes.,"Artificial Intelligence (AI), Construction, Industrial, Internet of Things, Machine Learning, Real Estate, Software","Women Founded, Women Led","Boca Raton, Florida, United States, North America",https://www.versatile.ai,$1M to $10M,108532637,USD,108532637,Early Stage Venture,6,,4,"Legziel Family, New York Angels, Third Sphere, URBAN-X",2,"502,707"
Seed Round - Element Data,https://www.crunchbase.com/funding_round/element-data-seed--fa405e08,Element Data,https://www.crunchbase.com/organization/element-data,Seed,330402,USD,330402,2018-05-11,Seed,,,,Yes,A Seattle startup that uses machine learning to help people and organizations make big decisions.,"Artificial Intelligence (AI), Internet, Machine Learning",,"Seattle, Washington, United States, North America",https://elementdata.com/,Less than $1M,8130402,USD,8130402,Seed,4,,,,,"503,018"
Pre Seed Round - Polaroo,https://www.crunchbase.com/funding_round/polaroo-pre-seed--39cbada9,Polaroo,https://www.crunchbase.com/organization/polaroo,Pre-Seed,120000,EUR,144129,2018-01-01,Seed,800000,EUR,960862,Yes,"We simplify the management of other companies utilities, saving costs and time, so they can focus on their core business","Artificial Intelligence (AI), Finance, Financial Services, FinTech, Property Management, PropTech, Software",,"Barcelona, Catalonia, Spain, Europe",https://polaroo.com/,$1M to $10M,3120000,EUR,3414959,Seed,4,,,,,"504,331"
Seed Round - Scollar,https://www.crunchbase.com/funding_round/scollar-inc-seed--3b9ad2fa,Scollar,https://www.crunchbase.com/organization/scollar-inc,Seed,500000,USD,500000,2018-10-01,Seed,4000000,USD,4000000,Yes,Scollar is a powerful animal industry platform combining a multi-vendor marketplace with an AI powered recommendation engine.,"Artificial Intelligence (AI), Consumer, Machine Learning, Marketplace, Pet","Women Founded, Women Led","Kansas City, Missouri, United States, North America",http://www.scollar.com,$1M to $10M,1873000,USD,1873000,Early Stage Venture,6,,,,,"504,343"
Pre Seed Round - Hillo,https://www.crunchbase.com/funding_round/healsy-pre-seed--3bf55f59,Hillo,https://www.crunchbase.com/organization/healsy,Pre-Seed,800000,EUR,933478,2018-06-01,Seed,,,,Yes,Hillo develops an AI-based platform for diabetic patients.,"Artificial Intelligence (AI), Health Care, Medical Device",,"Palaiseau, Ile-de-France, France, Europe",https://www.hillo.ai,$1M to $10M,2100000,EUR,2370082,Seed,2,NCI Waterstart,4,"Angels Santé, INSEAD Business Angels Alumni France, NCI Waterstart, Wille Finance",,"191,470"
Grant - dātma,https://www.crunchbase.com/funding_round/datma-grant--234110a9,dātma,https://www.crunchbase.com/organization/datma,Grant,150000,USD,150000,2018-12-19,,,,,No,"dātma, formerly Omics Data Automation, develops automated infrastructure for aggregating and analyzing multidimensional big data.","Analytics, Artificial Intelligence (AI), Big Data, Bioinformatics, Data Integration, Life Science, Medical",,"Beaverton, Oregon, United States, North America",http://www.datma.com,$1M to $10M,2719738,USD,2719738,,7,Business Oregon,1,Business Oregon,,"125,774"
Pre Seed Round - DRUID,https://www.crunchbase.com/funding_round/druid-47cd-pre-seed--4b476923,DRUID,https://www.crunchbase.com/organization/druid-47cd,Pre-Seed,775000,EUR,954680,2018-03-03,Seed,,,,Yes,DRUID is a conversational AI platform for enterprise companies that allows easy development of intelligent virtual assistants.,"Artificial Intelligence (AI), Enterprise Software, Information Technology, Machine Learning, Software, Virtual Workforce",,"Bucharest, Bucuresti, Romania, Europe",https://www.druidai.com,$10M to $50M,50596594,USD,50596594,Early Stage Venture,6,,,,,"505,405"
Pre Seed Round - InSync,https://www.crunchbase.com/funding_round/insync-c17a-pre-seed--ac567b61,InSync,https://www.crunchbase.com/organization/insync-c17a,Pre-Seed,900000,USD,900000,2018-11-30,Seed,,,,Yes,InSync provides automation solutions with conversational AI for online lending and retail e-commerce companies.,"Artificial Intelligence (AI), Information Services, Machine Learning, Software",,"San Jose, California, United States, North America",https://www.insyncai.com/,$1M to $10M,2400000,USD,2400000,Seed,3,,,,,"392,628"
Seed Round - CustomSell,https://www.crunchbase.com/funding_round/custom-sell-seed--64ec16c8,CustomSell,https://www.crunchbase.com/organization/custom-sell,Seed,120000,GBP,162803,2018-01-06,Seed,,,,Yes,CustomSell provides automated marketing solutions.,"Artificial Intelligence (AI), Marketing, Marketing Automation, Software",,"London, England, United Kingdom, Europe",http://meetcustomsell.com/,,664000,GBP,868116,Seed,4,SFC Capital,1,SFC Capital,,"248,165"
Seed Round - EhEye,https://www.crunchbase.com/funding_round/eheye-seed--2cb92f3f,EhEye,https://www.crunchbase.com/organization/eheye,Seed,380000,USD,380000,2018-01-15,Seed,,,,Yes,EhEye understands the importance of effective security.,"Artificial Intelligence (AI), Public Safety, Security, Software",,"Saint John, New Brunswick, Canada, North America",http://www.eheye.com/,,680000,USD,680000,M&A,3,New Brunswick Innovation Foundation,3,"Atlantic Canada Opportunities Agency, National Research Council of Canada Industrial Research Assistance Program, New Brunswick Innovation Foundation",,"249,040"
Debt Financing - InfraSight Software,https://www.crunchbase.com/funding_round/infrasight-software-debt-financing--5b9f316e,InfraSight Software,https://www.crunchbase.com/organization/infrasight-software,Debt Financing,280743,USD,280743,2018-02-13,,,,,No,"Our mission is to solve critical financial and digital supply chain risks today, for the enterprise computing requirements of tomorrow.","Analytics, Big Data, Business Intelligence, Cloud Computing, Data Center, Machine Learning, Risk Management, SaaS",Women Founded,"Huntersville, North Carolina, United States, North America",https://infrasightsoftware.com/,$1M to $10M,3593482,USD,3593482,,5,,,,,"249,193"
Seed Round - ChallengeRocket,https://www.crunchbase.com/funding_round/challengerocket-seed--b8132383,ChallengeRocket,https://www.crunchbase.com/organization/challengerocket,Seed,700000,USD,700000,2018-03-30,Seed,,,,Yes,Building the world's first candidate hiring technology we can trust in the era of Chat GPT.,"Artificial Intelligence (AI), Human Resources, IT Infrastructure",,"Wroclaw, Dolnoslaskie, Poland, Europe",http://www.challengeRocket.com,Less than $1M,2149590,USD,2149590,Seed,2,,,,,"249,523"
Corporate Round - Studio Ousia,https://www.crunchbase.com/funding_round/studio-ousia-corporate-round--37028f1f,Studio Ousia,https://www.crunchbase.com/organization/studio-ousia,Corporate Round,50000000,JPY,452755,2018-12-25,,,,,Yes,Studio Ousia develops advanced multilingual natural language AI. Our award-winning AI will accelerate your business.,"Artificial Intelligence (AI), Business Development, Machine Learning, Mobile, Software",,"Otemachi, Tokyo, Japan, Asia",http://www.ousia.jp,,3695676,USD,3695676,,4,International Services Information Dentsu,1,International Services Information Dentsu,,"354,492"
Seed Round - Training Calendar,https://www.crunchbase.com/funding_round/training-calendar-seed--4a5a45b9,Training Calendar,https://www.crunchbase.com/organization/training-calendar,Seed,1000000,USD,1000000,2018-10-10,Seed,,,,Yes,Training Calendar is world’s first complete platform for skill development and career progression powered by artificial intelligence.,"Artificial Intelligence (AI), E-Learning, Education, Software, Training",,"Dubai, Dubai, United Arab Emirates, Asia",http://www.trainingcalendar.com/,,2100000,USD,2100000,Seed,2,,,,,"649,208"
Debt Financing - talent and assessment,https://www.crunchbase.com/funding_round/talent-and-assessment-debt-financing--5a9671ff,talent and assessment,https://www.crunchbase.com/organization/talent-and-assessment,Debt Financing,61000000,JPY,537452,2018-12-01,,,,,No,talent and assessment is a company based on Career Planning,"Artificial Intelligence (AI), Career Planning, Human Resources, Recruiting",,"Tokyo, Tokyo, Japan, Asia",https://www.taleasse.co.jp,$1M to $10M,796280000,JPY,6272041,Early Stage Venture,5,,2,"Mitsubishi UFJ Capital, MUFG Bank",,"467,609"
Seed Round - Fresh4cast,https://www.crunchbase.com/funding_round/fresh4cast-seed--3ffb60cc,Fresh4cast,https://www.crunchbase.com/organization/fresh4cast,Seed,258624,GBP,343529,2018-06-15,Seed,2028198,GBP,2694045,Yes,SaaS forecasting tools for fresh produce,"Agriculture, Artificial Intelligence (AI), Farming, Information Technology, SaaS, Software",,"London, England, United Kingdom, Europe",https://fresh4cast.com/,Less than $1M,771405,GBP,1127046,Seed,4,,,,,"250,858"
Seed Round - Nowigence,https://www.crunchbase.com/funding_round/nowigence-seed--6fde149e,Nowigence,https://www.crunchbase.com/organization/nowigence,Seed,413500,USD,413500,2018-12-31,Seed,,,,Yes,"Nowigence provides AI and deep learning platform that delivers continuous monitoring, extraction, and trending for strategic decisions.","Apps, Artificial Intelligence (AI), Information Technology, Machine Learning, Natural Language Processing, Risk Management, SaaS",,"Charlotte, North Carolina, United States, North America",http://www.nowigence.com/,Less than $1M,2977325,USD,2977325,Seed,6,,,,,"650,430"
Seed Round - AlgoTrace,https://www.crunchbase.com/funding_round/algotrace-seed--d8a9d992,AlgoTrace,https://www.crunchbase.com/organization/algotrace,Seed,205000,USD,205000,2018-09-01,Seed,,,,Yes,AI ML Prediction Analytics Solutions provider,"Analytics, Artificial Intelligence (AI), Information Technology, Machine Learning, Software",,"Bet Dagan, HaMerkaz, Israel, Asia",http://algotrace.com/,Less than $1M,720000,USD,720000,M&A,2,,,,,"251,335"
Angel Round - SP Robotic Works Pvt Ltd,https://www.crunchbase.com/funding_round/sp-robotic-works-pvt-ltd-angel--d106902e,SP Robotic Works Pvt Ltd,https://www.crunchbase.com/organization/sp-robotic-works-pvt-ltd,Angel,450000,USD,450000,2018-07-29,Seed,,,,Yes,A.I. Based LMS that orchestrates a customer experience from learning practically (with hardware kits) to interacting with fellow makers.,"E-Learning, Education, Machine Learning, Robotics",,"Chennai, Tamil Nadu, India, Asia",http://www.sproboticworks.com/,$1M to $10M,3750000,USD,3750000,Early Stage Venture,3,,,,,"252,369"
Product Crowdfunding - Mycroft,https://www.crunchbase.com/funding_round/mycroft-ai-inc-product-crowdfunding--c3e75654,Mycroft,https://www.crunchbase.com/organization/mycroft-ai-inc,Product Crowdfunding,394572,USD,394572,2018-02-27,,,,,No,Mycroft is a developer of an open source voice assistant platform designed to handle operating systems.,"Artificial Intelligence (AI), Consumer Electronics, Internet of Things, Machine Learning, Open Source, Software",Women Founded,"Kansas City, Missouri, United States, North America",http://mycroft.ai,$1M to $10M,5089485,USD,5089485,,17,,,,,"480,927"
Angel Round - DONG NI EDUCATION,https://www.crunchbase.com/funding_round/dong-ni-education-angel--b8bce711,DONG NI EDUCATION,https://www.crunchbase.com/organization/dong-ni-education,Angel,3000000,CNY,443092,2018-07-20,Seed,,,,Yes,DONG NI EDUCATION carries out the research and development of AI and big data analysis products in the field of K12 education.,"Artificial Intelligence (AI), E-Learning, Education, Internet",,"Nanshanqu, Guangdong, China, Asia",https://www.dongni100.com/,,3000000,CNY,443092,Seed,1,,1,17zuoye,,"253,361"
Seed Round - weffect (a brand of STRATACT),https://www.crunchbase.com/funding_round/weffect-a-brand-of-stratact-seed--1e15bdbc,weffect (a brand of STRATACT),https://www.crunchbase.com/organization/weffect-a-brand-of-stratact,Seed,510000,EUR,624107,2018-04-24,Seed,2700000,EUR,3304098,Yes,weffect: the AI-driven way to empower all workers to contribute fully to the company’s bottom line!,"Apps, Artificial Intelligence (AI), Corporate Training, Human Resources, Internet of Things, Machine Learning, Mobile Apps, SaaS, Small and Medium Businesses, Software",,"Vienna, Wien, Austria, Europe",https://weffect.app,$1M to $10M,1179000,EUR,1369528,Early Stage Venture,4,Follum Invest AS,7,"Anholttoppen Invest AS, Florian Demmer, Follum Invest AS, kaze ventures GmbH, Kirsten Feld-Türkis, MCT Diera GmbH & Co KG, Töpfelhaus GmbH",5,"249,583"
Convertible Note - TrinityVR,https://www.crunchbase.com/funding_round/trinityvr-convertible-note--afcf37f4,TrinityVR,https://www.crunchbase.com/organization/trinityvr,Convertible Note,800000,USD,800000,2018-09-05,,,,,No,"TrinityVR builds high-fidelity, data-driven virtual simulations to train, evaluate and identify human performance.","Artificial Intelligence (AI), Big Data, Broadcasting, eSports, Sports, Virtual Reality",,"New York, New York, United States, North America",http://www.trinityvr.com,$1M to $10M,1875000,USD,1875000,Seed,3,,,,,"471,602"
Seed Round - Warwick Analytics,https://www.crunchbase.com/funding_round/warwick-analytics-seed--353f8aa7,Warwick Analytics,https://www.crunchbase.com/organization/warwick-analytics,Seed,284328,GBP,398570,2018-03-30,Seed,,,,Yes,Warwick Analytics offers advanced predictive analytics and process automation. ,"Analytics, Artificial Intelligence (AI), Machine Learning, Software",,"London, England, United Kingdom, Europe",http://www.warwickanalytics.com,$1M to $10M,3623365,USD,3623365,Seed,8,,,,,"630,604"
Seed Round - ATLAB,https://www.crunchbase.com/funding_round/atlab-seed--464d11e3,ATLAB,https://www.crunchbase.com/organization/atlab,Seed,20000000,JPY,180183,2018-05-21,Seed,,,,Yes,"ATLAB, a tech company, provides services and products with an innovative approach that focuses on the field of Robotic Process Automation.","Artificial Intelligence (AI), Fashion, Machine Learning, Robotic Process Automation (RPA), Robotics",,"Minami, Tokyo, Japan, Asia",https://atlab-ai.jp/,,20000000,JPY,180183,Seed,1,,5,"Graphnetwork, Hiroshi Fuse, Shinnosuke Kawakami, STITCH Japan, Yuki Yamamoto",,"630,868"
Pre Seed Round - Bronze,https://www.crunchbase.com/funding_round/bronze-pre-seed--17279c69,Bronze,https://www.crunchbase.com/organization/bronze,Pre-Seed,300000,GBP,396271,2018-07-01,Seed,3000000,GBP,3962708,Yes,"BRONZE is a fluid, intelligent audio format which is capable of responding to external input.","Artificial Intelligence (AI), Machine Learning, Music, Software",,"London, England, United Kingdom, Europe",https://www.bronze.ai,$1M to $10M,2252592,USD,2252592,Seed,4,,,,,"632,032"
