Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Location,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Grant - BEAD Technology,https://www.crunchbase.com/funding_round/positive-energy-grant--ae5cb94c,BEAD Technology,https://www.crunchbase.com/organization/positive-energy,Grant,100000,USD,100000,2019-02-02,,,,,No,BEAD creates digital models of buildings by using real-time data and AI.,"Artificial Intelligence (AI), Internet of Things, Smart Building",,http://www.enbead.com,"Berlin, Berlin, Germany, Europe",Less than $1M,475000,USD,475000,Seed,10,,,,,"596,102"
Pre Seed Round - Vertify,https://www.crunchbase.com/funding_round/vertify-pre-seed--de543b8b,Vertify,https://www.crunchbase.com/organization/vertify,Pre-Seed,160000,USD,160000,2019-07-15,Seed,,,,Yes,"The RevOps Automation platform that lets you customize workflows, anyway you want.","Analytics, Data Integration, Marketing Automation, Predictive Analytics, Software",,https://vertify.com,"Austin, Texas, United States, North America",$1M to $10M,4660000,USD,4660000,Seed,4,Quake Capital Partners,Quake Capital Partners,1,,"337,330"
Seed Round - Casana,https://www.crunchbase.com/funding_round/heart-health-intelligence-seed--2c6681a1,Casana,https://www.crunchbase.com/organization/heart-health-intelligence,Seed,50000,USD,50000,2019-10-16,Seed,,,,Yes,Casana is innovating healthcare delivery with a smart toilet seat that enables in-home health monitoring.,"Artificial Intelligence (AI), Health Care, Medical, Medical Device",,https://casanacare.com/,"Rochester, New York, United States, North America",$100M to $500M,56279969,USD,56279969,Early Stage Venture,6,,Launch NY,1,2,"597,898"
Pre Seed Round - Sevensense Robotics,https://www.crunchbase.com/funding_round/sevensense-robotics-pre-seed--0b968eee,Sevensense Robotics,https://www.crunchbase.com/organization/sevensense-robotics,Pre-Seed,40000,CHF,39988,2019-02-20,Seed,,,,Yes,Sevensense Robotics develops autonomous self-driving technology for mobile robots.,"Artificial Intelligence (AI), Electronics",,https://sevensense.ch/,"Zürich, Zurich, Switzerland, Europe",$1M to $10M,7749937,USD,7749937,M&A,3,Venture Kick,Venture Kick,1,,"412,689"
Grant - Flit Ride,https://www.crunchbase.com/funding_round/flit-ride-grant--d8896f77,Flit Ride,https://www.crunchbase.com/organization/flit-ride,Grant,17000,USD,17000,2019-11-12,,,,,No,Flit Ride specializes in artificial intelligence and blockchain activity for taxi rides.,"Artificial Intelligence (AI), Ride Sharing, Taxi Service",,https://flitride.io,"Antananarivo, Antananarivo, Madagascar, Africa",,17000,USD,17000,,1,,Orange Social Venture Prize,1,,"413,410"
Pre Seed Round - Push.ai LLC,https://www.crunchbase.com/funding_round/gift-voucher-kiosk-pre-seed--505ad7d6,Push.ai LLC,https://www.crunchbase.com/organization/gift-voucher-kiosk,Pre-Seed,200000,CHF,202562,2019-01-03,Seed,2000000,CHF,2025618,Yes,The best shopping experience in your favorite chat app,"Apps, Artificial Intelligence (AI), Gift Card, Machine Learning, Social Shopping",,https://masha.ai,"Zug, Zug, Switzerland, Europe",$1M to $10M,982524,USD,982524,Seed,3,,,,,"413,737"
Grant - Wootzano,https://www.crunchbase.com/funding_round/wootzano-grant--b8fd2b44,Wootzano,https://www.crunchbase.com/organization/wootzano,Grant,22500,GBP,29725,2019-03-01,,,,,No,"Wootzano manufactures robots which can sense and feel like humans do using a unique electronic skin, machine learning, and electronics.","Machine Learning, Nanotechnology, Robotics, Semiconductor, Sensor",,http://www.wootzano.com,"Sedgefield, Durham, United Kingdom, Europe",$10M to $50M,7493241,USD,7493241,Seed,21,,,,,"414,040"
Grant - DataGrowb',https://www.crunchbase.com/funding_round/datagrowb-grant--9738d2b6,DataGrowb',https://www.crunchbase.com/organization/datagrowb,Grant,10000,EUR,10990,2019-09-01,,,,,No,DataGrowb’ est une entreprise à la pointe des innovations et des technologies disruptives.,"Artificial Intelligence (AI), Software",,https://www.datagrowb.com,"Nantes, Pays de la Loire, France, Europe",,120000,EUR,136981,Seed,4,,,,,"414,808"
Pre Seed Round - Apteo,https://www.crunchbase.com/funding_round/apteo-pre-seed--a637f5db,Apteo,https://www.crunchbase.com/organization/apteo,Pre-Seed,100000,USD,100000,2019-01-07,Seed,,,,Yes,Apteo is an automated predictive marketing tool that helps eCommerce brands to increase their repeat sales.,"Analytics, Artificial Intelligence (AI), Big Data, E-Commerce, Machine Learning, SaaS, Software","South Asian Founded, South Asian Led",http://www.apteo.co,"New York, New York, United States, North America",Less than $1M,1100000,USD,1100000,Early Stage Venture,4,,(ERA) Entrepreneurs Roundtable Accelerator,1,,"415,436"
Pre Seed Round - Centaur Labs,https://www.crunchbase.com/funding_round/centaur-labs-pre-seed--61883877,Centaur Labs,https://www.crunchbase.com/organization/centaur-labs,Pre-Seed,150000,USD,150000,2019-03-18,Seed,,,,Yes,Centaur Labs is a medical AI platform that offers medical data labeling services.,"Artificial Intelligence (AI), Data Collection and Labeling, Health Care, Medical",,https://centaurlabs.com,"Boston, Massachusetts, United States, North America",$1M to $10M,15885849,USD,15885849,Early Stage Venture,5,Y Combinator,Y Combinator,1,,"255,571"
Pre Seed Round - PediaMetrix,https://www.crunchbase.com/funding_round/pediametrix-pre-seed--d2c11952,PediaMetrix,https://www.crunchbase.com/organization/pediametrix,Pre-Seed,20000,USD,20000,2019-06-01,Seed,,,,Yes,PediaMetrix brings AI and computer vision to pediatric health to lower cost and improve outcome.,"Artificial Intelligence (AI), Health Care, Machine Learning, Medical Device","Women Founded, Women Led",http://www.pediametrix.com,"Rockville, Maryland, United States, North America",$1M to $10M,4344402,USD,4344402,Seed,12,,,,,"415,886"
Seed Round - Cura AI,https://www.crunchbase.com/funding_round/cura-ai-seed--f2f5f883,Cura AI,https://www.crunchbase.com/organization/cura-ai,Seed,2500,USD,2500,2019-05-24,Seed,,,,Yes,Cura Al is a computer vision software that analyzed chest x-rays to identify the presence of pneumonia with 98% accuracy.,"Artificial Intelligence (AI), Health Care, Software",,,"Seattle, Washington, United States, North America",,2500,USD,2500,Seed,1,,University of Washington,1,,"415,914"
"Pre Seed Round - DataNovo, Inc.",https://www.crunchbase.com/funding_round/datanovo-inc--pre-seed--32c667bf,"DataNovo, Inc.",https://www.crunchbase.com/organization/datanovo-inc-,Pre-Seed,122000,USD,122000,2019-01-01,Seed,,,,Yes,Licensing Intelligence and AI-Driven Prior Art Search and Patent Landscape for Patents,"Analytics, Artificial Intelligence (AI), Big Data, Legal, Legal Tech, Machine Learning, Predictive Analytics, SaaS",,https://www.datanovo.com,"San Francisco, California, United States, North America",Less than $1M,122000,USD,122000,Seed,1,,,,,"416,085"
Seed Round - Aomics GmbH,https://www.crunchbase.com/funding_round/aomics-gmbh-seed--7f7e7a04,Aomics GmbH,https://www.crunchbase.com/organization/aomics-gmbh,Seed,,EUR,,2019-06-15,Seed,,,,Yes,"Aomics: Leading data science experts for Immuno-Oncology research, providing exceptional support for your clinical trial","Artificial Intelligence (AI), Biotechnology, Health Care, Information Technology, Machine Learning",,https://aomics.com,"Frankfurt, Hessen, Germany, Europe",Less than $1M,,EUR,,Seed,2,,,,,"416,158"
Pre Seed Round - RECYCLLUX,https://www.crunchbase.com/funding_round/recycllux-pre-seed--873c366f,RECYCLLUX,https://www.crunchbase.com/organization/recycllux,Pre-Seed,10000,EUR,11020,2019-09-20,Seed,,,,Yes,RECYCLLUX is making use of the collected satellite Earth Observation data to identify the marine plastic litter problem spots.,"Artificial Intelligence (AI), Information Technology, Recycling, Waste Management",,https://recycllux.com/,"Bucarest, Bucuresti, Romania, Europe",,60000,EUR,61667,Seed,2,PARSEC Accelerator,PARSEC Accelerator,1,,"416,387"
Pre Seed Round - FINDEST,https://www.crunchbase.com/funding_round/findest-b-v-pre-seed--4eb8a299,FINDEST,https://www.crunchbase.com/organization/findest-b-v,Pre-Seed,,EUR,,2019-01-01,Seed,,,,Yes,Findest accelerates innovation with AI and expertise. The Findest software helps R&D teams at 400 corporates find and use tech faster,"Artificial Intelligence (AI), Enterprise Software, Information Services, Innovation Management, Machine Learning, Search Engine, Software",,http://www.findest.com,"Amsterdam, Noord-Holland, The Netherlands, Europe",Less than $1M,3100000,EUR,3409305,Seed,5,,,,,"147,158"
Pre Seed Round - Breezler,https://www.crunchbase.com/funding_round/breezler-pre-seed--2b58f646,Breezler,https://www.crunchbase.com/organization/breezler,Pre-Seed,70000,USD,70000,2019-07-01,Seed,,,,Yes,Breezler uses AI and ML to source mutually beneficial warm introductions between two users by leveraging a network of email data.,"Artificial Intelligence (AI), Internet, Software",,https://www.breezler.com/,"Boston, Massachusetts, United States, North America",Less than $1M,70000,USD,70000,Seed,1,,,,,"147,330"
Pre Seed Round - Soteris,https://www.crunchbase.com/funding_round/soteris-pre-seed--7ca51dda,Soteris,https://www.crunchbase.com/organization/soteris,Pre-Seed,150000,USD,150000,2019-08-19,Seed,,,,Yes,They create tools that incorporate the power of machine learning into your existing pricing process.,"Artificial Intelligence (AI), Insurance, Machine Learning",,https://soteris.co/,"San Francisco, California, United States, North America",,150000,USD,150000,Seed,1,Y Combinator,Y Combinator,1,,"147,619"
Pre Seed Round - sky crops,https://www.crunchbase.com/funding_round/skycrops-pre-seed--8851e6e8,sky crops,https://www.crunchbase.com/organization/skycrops,Pre-Seed,125000,EUR,139469,2019-10-20,Seed,,,,Yes,fruits as natural as primal fruit | with robotics and computer vision,"Agriculture, Computer Vision, Farming, Internet of Things, Machine Learning",,https://skycrops.co,"Gliwice, Slaskie, Poland, Europe",,1525000,EUR,1832069,Seed,2,,,,,"148,190"
Grant - Deep Med IO,https://www.crunchbase.com/funding_round/deep-med-io-grant--264ca677,Deep Med IO,https://www.crunchbase.com/organization/deep-med-io,Grant,150000,GBP,197595,2019-05-03,,,,,No,DeepMed IO is a MedTech company based in the UK.,"Artificial Intelligence (AI), Biotechnology, Health Care, Software",,https://www.deepmed.io/,"Manchester, Manchester, United Kingdom, Europe",$1M to $10M,2711363,USD,2711363,,3,,i4i-connect,1,,"193,555"
Grant - VideoTranslator,https://www.crunchbase.com/funding_round/videotranslator-grant--124de746,VideoTranslator,https://www.crunchbase.com/organization/videotranslator,Grant,20700,USD,20700,2019-07-01,,,,,No,"VideoTranslator is an AI-powered transcription, translation, and dubbing SaaS app.","Artificial Intelligence (AI), Machine Learning, SaaS, Translation Service",,https://videotranslator.ai/,"Sydney, New South Wales, Australia, Oceania",,86520,USD,86520,Seed,3,,Jobs 4 NSW,1,,"193,668"
Angel Round - Snapthat,https://www.crunchbase.com/funding_round/snapthat-angel--3503fc05,Snapthat,https://www.crunchbase.com/organization/snapthat,Angel,20000,USD,20000,2019-12-22,Seed,,,,Yes,Helping businesses ship AI fast,"Artificial Intelligence (AI), Fashion, Machine Learning, SaaS, Visual Search",,https://www.snapthat.ai,"Islamabad, Islamabad, Pakistan, Asia",,20000,USD,20000,Seed,1,,,,,"193,814"
Seed Round - Terris Earth Intelligence,https://www.crunchbase.com/funding_round/terrisearth-seed--48222b0b,Terris Earth Intelligence,https://www.crunchbase.com/organization/terrisearth,Seed,200000,CAD,153186,2019-10-28,Seed,,,,Yes,Cloud geospatial platform that provides immersive 3D visualization and AI analytics from satellite data - the new era of earth intelligence.,"Artificial Intelligence (AI), Geospatial, Information Technology, Machine Learning, Software",,https://www.TerrisEI.com,"Fredericton, New Brunswick, Canada, North America",Less than $1M,1000254,USD,1000254,Seed,5,New Brunswick Innovation Foundation,New Brunswick Innovation Foundation,1,1,"148,805"
Convertible Note - 80days.me,https://www.crunchbase.com/funding_round/eightydays-app-convertible-note--4acc5d0c,80days.me,https://www.crunchbase.com/organization/eightydays-app,Convertible Note,100000,USD,100000,2019-01-01,,3500000,USD,3500000,No,An app that helps plan multi-city trips in a few clicks,"Adventure Travel, Artificial Intelligence (AI), Business Travel, Hospitality, Leisure, Machine Learning, Tourism, Travel",Women Founded,https://www.80days.me,"San Francisco, California, United States, North America",$10M to $50M,500000,USD,500000,Seed,6,,"Andrei Kulik, Demium",2,,"431,942"
Seed Round - Maven Machines,https://www.crunchbase.com/funding_round/maven-machines-seed--860727e9,Maven Machines,https://www.crunchbase.com/organization/maven-machines,Seed,25000,USD,25000,2019-02-25,Seed,,,,Yes,"Maven Machines is a mobile cloud solution for trucking, transportation, and logistics industries.","Artificial Intelligence (AI), Electronics, Fleet Management, Sensor, Transportation, Wireless",,http://mavenmachines.com,"Pittsburgh, Pennsylvania, United States, North America",$1M to $10M,20988380,USD,20988380,Early Stage Venture,9,,Innovation Works,1,,"330,823"
Pre Seed Round - DrPOCKET,https://www.crunchbase.com/funding_round/dr-pocket-pre-seed--bd3accb4,DrPOCKET,https://www.crunchbase.com/organization/dr-pocket,Pre-Seed,150000,BRL,38114,2019-04-22,Seed,,,,Yes,Data Science Platform Applied to Precision Health,"Artificial Intelligence (AI), Health Care, Life Science, Machine Learning, mHealth, Neuroscience, Personal Health, Therapeutics, Wellness",,https://www.drpocket.com.br/,"Santa Catarina, Sao Paulo, Brazil, South America",,150000,BRL,38114,Seed,1,ACE Ventures,"ACE Ventures, Bossanova Investimentos",2,,"330,969"
Angel Round - Agrograde,https://www.crunchbase.com/funding_round/Agrograde-angel--a5df40f0,Agrograde,https://www.crunchbase.com/organization/Agrograde,Angel,6000000,INR,85447,2019-05-15,Seed,,,,Yes,Agrograde automates the grading and sorting process of fruits and vegetables by using computer vision.,"Agriculture, AgTech, Artificial Intelligence (AI), Industrial Automation, Machine Learning, Software",,https://www.agrograde.com,"Mumbai, Maharashtra, India, Asia",,23500000,INR,325144,Seed,4,,,,,"332,060"
Pre Seed Round - Spiral,https://www.crunchbase.com/funding_round/spiral-technologies-pre-seed--12282b98,Spiral,https://www.crunchbase.com/organization/spiral-technologies,Pre-Seed,120000,USD,120000,2019-07-24,Seed,,,,Yes,Spiral is a software company that scans customer support & feedback data and converts it into specific issues using AI,"Artificial Intelligence (AI), B2B, Customer Service, Machine Learning, SaaS","Women Founded, Women Led",https://www.spiralup.co,"Seattle, Washington, United States, North America",$1M to $10M,6895000,USD,6895000,,5,"Amazon Alexa Fund, Techstars","Amazon Alexa Fund, Techstars",2,,"479,036"
Pre Seed Round - Partsimony,https://www.crunchbase.com/funding_round/partsimony-pre-seed--193f49d9,Partsimony,https://www.crunchbase.com/organization/partsimony,Pre-Seed,195000,USD,195000,2019-12-23,Seed,,,,Yes,Your manufacturing supply chain superpower in a world of uncertainty.,"B2B, Hardware, Manufacturing, Predictive Analytics, Supply Chain Management",,https://www.partsimony.com/,"New York, New York, United States, North America",$1M to $10M,2315000,USD,2315000,Seed,5,,"Andrew Hogue, Ilia Papas",2,,"333,448"
Pre Seed Round - Honey Flow Africa,https://www.crunchbase.com/funding_round/honey-flow-africa-pre-seed--95a390e9,Honey Flow Africa,https://www.crunchbase.com/organization/honey-flow-africa,Pre-Seed,51901,USD,51901,2019-05-10,Seed,,,,Yes,Honey Flow Africa optimizes beekeeping operations by digitizing and bringing the power of IoT and AI,"Agriculture, AgTech, Artificial Intelligence (AI), Farming, Food Processing, Machine Learning, Organic Food",,http://www.honeyflowafrica.com,"Port Harcourt, Rivers, Nigeria, Africa",Less than $1M,51901,USD,51901,Seed,1,,Brinc,1,,"480,420"
Pre Seed Round - Riv,https://www.crunchbase.com/funding_round/riv-pre-seed--636f8154,Riv,https://www.crunchbase.com/organization/riv,Pre-Seed,155000,USD,155000,2019-06-01,Seed,2000000,USD,2000000,Yes,Conversational AI in any app without APIs,"Apps, Artificial Intelligence (AI), Enterprise, Enterprise Applications, Enterprise Software, Intelligent Systems, Machine Learning, Natural Language Processing, Predictive Analytics, Software",,https://riv.co,"Los Angeles, California, United States, North America",Less than $1M,200000,USD,200000,Seed,3,,,,,"235,055"
