Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,CB Rank (Funding Round),Lead Investors,Number of Investors,Investor Names,Number of Partner Investors
Corporate Round - Seedo,https://www.crunchbase.com/funding_round/seedo-corporate-round--5a6b077c,Seedo,https://www.crunchbase.com/organization/seedo,Corporate Round,2000000,USD,2000000,2018-09-18,,,,,Yes,Seedo is a technology company focusing on producing technology for the agriculture markets.,"AgTech, Artificial Intelligence (AI), Farming, Wellness",,"Yoqne`am `illit, HaZafon, Israel, Asia",https://www.seedolab.com,Less than $1M,36000000,USD,36000000,IPO,3,"446,635",Cannabics Pharmaceuticals,1,Cannabics Pharmaceuticals,
Seed Round - Micropolis Robotics,https://www.crunchbase.com/funding_round/micropolis-ae-seed--7c4a3be0,Micropolis Robotics,https://www.crunchbase.com/organization/micropolis-ae,Seed,1500000,USD,1500000,2018-02-01,Seed,,,,Yes,We automate and augment large operations using robotics and AI,"Artificial Intelligence (AI), Autonomous Vehicles, Robotics",,"Dubai, Dubai, United Arab Emirates, Asia",https://www.micropolis.ai,$1M to $10M,8050000,USD,8050000,Seed,5,"446,662",,,,
Series A - Panda Fintech (Panda Technology),https://www.crunchbase.com/funding_round/panda-technology-series-a--b9022f72,Panda Fintech (Panda Technology),https://www.crunchbase.com/organization/panda-technology,Series A,1511000,USD,1511000,2018-06-29,Early Stage Venture,,,,Yes,Pioneering multinational fintech startup in Asia to provide digital finance innovation in emerging markets.,"Artificial Intelligence (AI), Big Data, Credit, Financial Services, FinTech, Lead Generation, Machine Learning, Personal Finance",,"Beijing, Beijing, China, Asia",http://www.panda-fintech.com,,2011000,USD,2011000,Early Stage Venture,2,"379,386",Peeli Ventures,1,Peeli Ventures,
Series A - Kuai CTO,https://www.crunchbase.com/funding_round/kuai-cto-series-a--29648c68,Kuai CTO,https://www.crunchbase.com/organization/kuai-cto,Series A,10000000,CNY,1446755,2018-12-10,Early Stage Venture,,,,Yes,"Kuai CTO provides big data, cloud computing, smart hardware and artificial intelligence services.","Artificial Intelligence (AI), Big Data, Cloud Computing",,"Shanghai, Shanghai, China, Asia",http://www.kuaicto.com/,,20000000,CNY,2949645,Early Stage Venture,2,"447,157",Iflytek,1,Iflytek,
Venture Round - SpecLab,https://www.crunchbase.com/funding_round/speclab-series-unknown--1a40c417,SpecLab,https://www.crunchbase.com/organization/speclab,Venture - Series Unknown,4500000,BRL,1185091,2018-06-26,,,,,Yes,SpecLab is a soil fertility analysis solution that spun out of Brazilian agriculture lab IBRA.,"Agriculture, Analytics, Artificial Intelligence (AI), Biotechnology, Farming, Information Technology, Software",,"Sumaré, Sao Paulo, Brazil, South America",http://www.speclab.com.br/,$1M to $10M,2300091,USD,2300091,,2,"448,126",SP Ventures,1,SP Ventures,
Venture Round - Charlie Finance Co.,https://www.crunchbase.com/funding_round/charlie-91e1-series-unknown--2f81ab4f,Charlie Finance Co.,https://www.crunchbase.com/organization/charlie-91e1,Venture - Series Unknown,1625000,USD,1625000,2018-06-12,,,,,Yes,Charlie Finance is a financial services company that helps ordinary Americans worry less about money and get out of debt faster.,"Finance, Financial Services, FinTech, Intelligent Systems, Software",,"San Francisco, California, United States, North America",https://www.hicharlie.com,$1M to $10M,14060000,USD,14060000,M&A,8,"434,192",,6,"Bogomil Balkansky, frogVentures, LAUNCHub Ventures, Norwest Venture Partners, Peterson Ventures, Uncork Capital",4
Seed Round - Cynny,https://www.crunchbase.com/funding_round/cynny-s-p-a-seed--f1dbaf98,Cynny,https://www.crunchbase.com/organization/cynny-s-p-a,Seed,1726000,EUR,2116220,2018-02-08,Seed,,,,Yes,"Cynny develops MorphCast, client-side Emotion AI Software as a Service for Innovative Enterprises","Artificial Intelligence (AI), Digital Marketing, Digital Media, Human Computer Interaction, Information Technology, Machine Learning, Video, Video Advertising",,"Firenze, Toscana, Italy, Europe",https://www.morphcast.com/,Less than $1M,15908557,EUR,18511814,Seed,10,"382,260",,,,
Venture Round - Motista,https://www.crunchbase.com/funding_round/motista-series-unknown--8075f805,Motista,https://www.crunchbase.com/organization/motista,Venture - Series Unknown,3000000,USD,3000000,2018-12-10,,,,,Yes,"Predictive Intelligence on Emotions helps you grow existing customers, and acquire valuable new ones.","Analytics, Brand Marketing, Business Intelligence, Information Technology, Management Consulting, Predictive Analytics",,"Frisco, Texas, United States, North America",http://www.motista.com,$1M to $10M,26130062,USD,26130062,,4,"449,873",,,,
Seed Round - Yuyi Technology,https://www.crunchbase.com/funding_round/yuyi-technology-seed--072a6962,Yuyi Technology,https://www.crunchbase.com/organization/yuyi-technology,Seed,10000000,CNY,1460750,2018-08-10,Seed,,,,Yes,Yuyi Technology is a hydraulic parts manufacturer.,"Artificial Intelligence (AI), Robotics",,"Hangzhou, Zhejiang, China, Asia",https://www.kismet-emotions.com/,,10000000,CNY,1460750,Seed,1,"450,321",Suzhou Gaomei Capital,2,"Suzhou Gaomei Capital, Tisiwi Ventures",
Series B - Newploy,https://www.crunchbase.com/funding_round/newploy-series-b--2c63379d,Newploy,https://www.crunchbase.com/organization/newploy,Series B,2800000000,KRW,2517872,2018-06-22,Early Stage Venture,,,,Yes,Newploy is a payroll work automation platform that Automate payroll tasks through robotic process automation (RPA) technology.,"Finance, Industrial Automation, Robotic Process Automation (RPA), Robotics, Software",,"Seoul, Seoul-t'ukpyolsi, South Korea, Asia",https://www.newploy.net/,,9500000000,KRW,8307768,Early Stage Venture,5,"621,321",,4,"Aju IB Investment, Capstone Partners, Leo Partners Investment, Pathfinder H",
Seed Round - Myst AI,https://www.crunchbase.com/funding_round/myst-ai-seed--3f056942,Myst AI,https://www.crunchbase.com/organization/myst-ai,Seed,2000000,USD,2000000,2018-01-01,Seed,,,,Yes,Myst AI is a developer of the AI-based data analysis platform intended for electricity demand and supply forecasting.,"Artificial Intelligence (AI), Energy, Information Technology",,"San Francisco, California, United States, North America",https://www.myst.ai/,$1M to $10M,8000000,USD,8000000,M&A,2,"622,051",Gradient Ventures,1,Gradient Ventures,1
Series A - MaxFun,https://www.crunchbase.com/funding_round/maxfun-7c69-series-a--0c17dca8,MaxFun,https://www.crunchbase.com/organization/maxfun-7c69,Series A,20000000,CNY,3079647,2018-01-04,Early Stage Venture,,,,Yes,MaxFun is an artificial intelligence company that develops a data analytic engine.,"Analytics, Artificial Intelligence (AI), Internet",,"Nanshanqu, Guangdong, China, Asia",http://www.maxfun.co/,,3710496,USD,3710496,Early Stage Venture,3,"451,346",GF Qianhe Investment,1,GF Qianhe Investment,
Series A - Cognovi Labs,https://www.crunchbase.com/funding_round/cognovi-labs-series-a--3b7617a6,Cognovi Labs,https://www.crunchbase.com/organization/cognovi-labs,Series A,1385000,USD,1385000,2018-01-12,Early Stage Venture,,,,Yes,"Cognovi Labs integrates machine learning with behavioral psychology to measure emotions, predict decisions, and shape outcomes.","Analytics, Artificial Intelligence (AI), Machine Learning, Predictive Analytics, Psychology",,"Dayton, Ohio, United States, North America",http://www.cognovilabs.com,$1M to $10M,8906426,USD,8906426,Early Stage Venture,6,"452,449",,,,
Pre Seed Round - AILIS Breast Cancer Prediction Technology,https://www.crunchbase.com/funding_round/ailis-pre-seed--35752d2b,AILIS Breast Cancer Prediction Technology,https://www.crunchbase.com/organization/ailis,Pre-Seed,1216000,USD,1216000,2018-01-01,Seed,,,,Yes,AILIS is a pioneering technology that detect symptoms of breast cancer and estimate the risk of developing the illness.,"Artificial Intelligence (AI), Health Care, Health Diagnostics, Medical Device",,"Kraków, Malopolskie, Poland, Europe",https://ailiscare.com/en/,,3427000,USD,3427000,Seed,4,"384,690",Business Angel,2,"Business Angel, National Center for Research & Development",
Debt Financing - Knightscope,https://www.crunchbase.com/funding_round/knightscope-inc-debt-financing--d9cc529f,Knightscope,https://www.crunchbase.com/organization/knightscope-inc,Debt Financing,3500000,USD,3500000,2018-06-06,,,,,No,Knightscope specializes in developing autonomous security robots.,"Artificial Intelligence (AI), Hardware, Predictive Analytics, Robotics, Security",,"Mountain View, California, United States, North America",http://www.knightscope.com,$10M to $50M,99965000,USD,99965000,IPO,24,"290,434",Silicon Valley Bank,1,Silicon Valley Bank,1
Venture Round - Hmcomm,https://www.crunchbase.com/funding_round/hmcomm-series-unknown--464ba236,Hmcomm,https://www.crunchbase.com/organization/hmcomm,Venture - Series Unknown,247000000,JPY,2261948,2018-01-31,,,,,Yes,Hmcomm is a provider of AI technology-based voice recognition and abnormal sound detection services for business applications.,"Artificial Intelligence (AI), Computer, Internet, Software",,"Tokyo, Tokyo, Japan, Asia",http://hmcom.co.jp,$1M to $10M,787000000,JPY,7195755,Late Stage Venture,6,"472,973",DBJ Capital,1,DBJ Capital,
Venture Round - Wiidii,https://www.crunchbase.com/funding_round/wiidii-series-unknown--9b569584,Wiidii,https://www.crunchbase.com/organization/wiidii,Venture - Series Unknown,1500000,EUR,1746548,2018-07-26,,,,,Yes,Wiidii was created in 2014 from the meeting of artificial intelligence and personal assistance.,"Artificial Intelligence (AI), Information Technology, Software, Travel",,"Bordeaux, Aquitaine, France, Europe",http://www.wiidii.com,Less than $1M,2750000,EUR,3153241,,3,"472,989",,,,
Seed Round - Seven Sensing Software BV,https://www.crunchbase.com/funding_round/seven-sensing-software-nv-seed--7304296f,Seven Sensing Software BV,https://www.crunchbase.com/organization/seven-sensing-software-nv,Seed,1500000,EUR,1846074,2018-03-08,Seed,,,,Yes,Focused on hearing and vision augmentation embedded software algorithms,"3D Technology, Artificial Intelligence (AI), Computer Vision, Facial Recognition, Information Technology, Machine Learning, Privacy, Sensor, Software",,"Antwerp, Antwerpen, Belgium, Europe",http://www.7sensingsoftware.com,$1M to $10M,2080000,EUR,2521850,Seed,2,"514,735",,1,ams,
Seed Round - Cien,https://www.crunchbase.com/funding_round/cien-inc-seed--87e83ea3,Cien,https://www.crunchbase.com/organization/cien-inc,Seed,1200000,USD,1200000,2018-12-19,Seed,,,,Yes,Cien is a Artificial Intelligence platform,"Analytics, Artificial Intelligence (AI), B2B, Productivity Tools, SaaS, Sales, Service Industry, Software",Women Founded,"Plano, Texas, United States, North America",https://www.cien.ai,$1M to $10M,5700000,USD,5700000,Seed,3,"473,755",,,,
Grant - Clir Renewables,https://www.crunchbase.com/funding_round/clir-renewables-grant--a29f6dac,Clir Renewables,https://www.crunchbase.com/organization/clir-renewables,Grant,1500000,USD,1500000,2018-10-04,,,,,No,Clir is a renewable energy optimization and reporting software that increases the performance and profitability of renewable plants.,"Machine Learning, Renewable Energy, SaaS, Software",,"Vancouver, British Columbia, Canada, North America",http://clir.eco/,$10M to $50M,33423190,USD,33423190,,9,"132,334",Sustainable Development Technology Canada,1,Sustainable Development Technology Canada,
Series A - Datainsight,https://www.crunchbase.com/funding_round/datainsight-series-a--5a770ab9,Datainsight,https://www.crunchbase.com/organization/datainsight,Series A,10000000,CNY,1464086,2018-08-31,Early Stage Venture,,,,Yes,Datainsight engages in the development of the TML cognitive computing platform.,"Artificial Intelligence (AI), Information Technology, Internet",,"Nanjing, Jiangsu, China, Asia",https://www.tmlsystem.cn,,20000000,CNY,3054189,Early Stage Venture,2,"473,890",Tianhong Yongsheng,1,Tianhong Yongsheng,
Seed Round - Bootstrap Legal,https://www.crunchbase.com/funding_round/bootstrap-legal-seed--422c7fd6,Bootstrap Legal,https://www.crunchbase.com/organization/bootstrap-legal,Seed,1275000,USD,1275000,2018-08-03,Seed,,,,Yes,"Bootstrap Legal builds tools to bring legal help to entrepreneurs in a non-intimidating way, at an affordable and predictable price point.","Artificial Intelligence (AI), Internet, Legal",Women Founded,"Los Angeles, California, United States, North America",https://bootstraplegal.com,$1M to $10M,1275000,USD,1275000,Seed,1,"474,235",,,,
Seed Round - YUYI,https://www.crunchbase.com/funding_round/yuyi-seed--858d3040,YUYI,https://www.crunchbase.com/organization/yuyi,Seed,10000000,CNY,1509343,2018-07-01,Seed,,,,Yes,YUYI provides customized and integrated data innovation solutions based on unique natural language processing patent technology.,"Artificial Intelligence (AI), Information Services, Information Technology, Machine Learning",,"Hangzhou, Zhejiang, China, Asia",http://www.yuyidata.com/,,111000000,CNY,17297484,Early Stage Venture,3,"474,302",Suzhou Gaomei Capital,2,"Suzhou Gaomei Capital, Tisiwi Ventures",
Series A - RayPlus,https://www.crunchbase.com/funding_round/rayplus-series-a--06ed5ed3,RayPlus,https://www.crunchbase.com/organization/rayplus,Series A,10000000,CNY,1581966,2018-01-30,Early Stage Venture,,,,Yes,RayPlus is a SaaS platform for medical imaging AI.,"Artificial Intelligence (AI), Information Technology, Medical",,"Wuhan, Hubei, China, Asia",http://www.rayplus.net,,13000000,CNY,2031501,Early Stage Venture,2,"133,056",Newgen Venture Partners,1,Newgen Venture Partners,
Seed Round - melo,https://www.crunchbase.com/funding_round/melo-seed--ee539434,melo,https://www.crunchbase.com/organization/melo,Seed,1200000,USD,1200000,2018-02-01,Seed,,,,Yes,melo is an AI-based product company to bring meeting revolution to market. We provide both software only and 'sw+hw' solution.  ,"Artificial Intelligence (AI), Communication Hardware, Enterprise Software, SaaS, Software",,"Seattle, Washington, United States, North America",http://www.melo.ai,$100M to $500M,1200000,USD,1200000,Seed,1,"474,792","Cherubic Ventures, Hemi Ventures",3,"Cherubic Ventures, GGV Capital, Hemi Ventures",
Series A - BigML,https://www.crunchbase.com/funding_round/bigml-series-a--b8729919,BigML,https://www.crunchbase.com/organization/bigml,Series A,2220085,USD,2220085,2018-05-09,Early Stage Venture,,,,Yes,BigML is Machine Learning made beautifully simple for everyone,"Artificial Intelligence (AI), Machine Learning, Predictive Analytics","Hispanic / Latine Founded, Hispanic / Latine Led","Corvallis, Oregon, United States, North America",http://bigml.com,$10M to $50M,7005380,USD,7005380,,6,"338,890",,,,
Series A - Optimoz,https://www.crunchbase.com/funding_round/optimoz-series-a--537136d3,Optimoz,https://www.crunchbase.com/organization/optimoz,Series A,2000000,USD,2000000,2018-05-22,Early Stage Venture,,,,Yes,Optimoz is a digital transformation company that enables organizations to accelerate development and delivery of applications.,"Artificial Intelligence (AI), Cloud Computing, Developer Platform, Enterprise Software, Generative AI, Government, Health Care, Machine Learning",,"Rockville, Maryland, United States, North America",https://optimoz.com,$1M to $10M,2251100,USD,2251100,Early Stage Venture,2,"476,020",Global Environment Fund Management,1,Global Environment Fund Management,
Venture Round - Octaneum,https://www.crunchbase.com/funding_round/octaneum-series-unknown--ea38197f,Octaneum,https://www.crunchbase.com/organization/octaneum,Venture - Series Unknown,4000000,USD,4000000,2018-07-11,,,,,Yes,"Octaneum is a technology solutions company specializing in Industrial IOT , Artificial Intelligence, and Blockchain integration.","Artificial Intelligence (AI), Oil and Gas",,"Lebanon, New Hampshire, United States, North America",http://octaneum.io/,$1M to $10M,4000000,USD,4000000,,1,"476,516",,1,LDJ Cayman Fund,
Seed Round - BabbleLabs,https://www.crunchbase.com/funding_round/babblabs-seed--ff716479,BabbleLabs,https://www.crunchbase.com/organization/babblabs,Seed,4000000,USD,4000000,2018-01-17,Seed,,,,Yes,BabbleLabs revolutionize the communication among humans and machines by enhancing speech quality.,"Artificial Intelligence (AI), Computer, Information Technology, Software",Women Founded,"San Jose, California, United States, North America",https://www.babblelabs.com/,$1M to $10M,18000000,USD,18000000,M&A,2,"476,607",Cognite Ventures,6,"Cognite Ventures, Harvey Jones, James Hogan, Jerry Yang, John Hennessy, Kurt Keutzer",
