Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,CB Rank (Funding Round),Lead Investors,Investor Names,Number of Investors,Number of Partner Investors
Pre Seed Round - IndustrialML,https://www.crunchbase.com/funding_round/industrialml-inc-pre-seed--591ed361,IndustrialML,https://www.crunchbase.com/organization/industrialml-inc,Pre-Seed,25000,USD,25000,2020-10-21,Seed,,,,Yes,IndustrialML is a startup serving industrial customers by making factories smarter.,"Enterprise Software, Industrial Automation, Information Technology, Predictive Analytics",,"Boston, Massachusetts, United States, North America",https://www.industrialml.com/,Less than $1M,925000,USD,925000,Seed,2,"216,953",MassChallenge,MassChallenge,1,
Pre Seed Round - OurEye.ai,https://www.crunchbase.com/funding_round/oureye-ai-pre-seed--eff45da6,OurEye.ai,https://www.crunchbase.com/organization/oureye-ai,Pre-Seed,35000,USD,35000,2020-08-02,Seed,,,,Yes,OurEye.ai offers video intelligence solutions for CCTV Intelligence.,"Artificial Intelligence (AI), Machine Learning, Smart Home",,"Bengaluru, Karnataka, India, Asia",https://oureye.ai/,,635000,USD,635000,Seed,3,"217,913",,,,
Pre Seed Round - Segmed,https://www.crunchbase.com/funding_round/segmed-pre-seed--7411878a,Segmed,https://www.crunchbase.com/organization/segmed,Pre-Seed,150000,USD,150000,2020-03-16,Seed,,,,Yes,Real World Imaging Data Leader,"Artificial Intelligence (AI), Cloud Data Services, Health Care, Machine Learning, Medical, Software",Women Founded,"Palo Alto, California, United States, North America",https://www.segmed.ai,$1M to $10M,10020000,USD,10020000,Seed,5,"434,855",Y Combinator,Y Combinator,1,
Pre Seed Round - Dieta Health,https://www.crunchbase.com/funding_round/dieta-pre-seed--199612cf,Dieta Health,https://www.crunchbase.com/organization/dieta,Pre-Seed,120000,USD,120000,2020-08-30,Seed,,,,Yes,AI-driven digestive health,"Apps, Big Data, Health Care, Machine Learning, Mobile Apps, Personal Health",Middle Eastern / North African Founded,"Los Angeles, California, United States, North America",https://www.dietahealth.com/,$1M to $10M,2070000,USD,2070000,Seed,6,"218,832",Techstars,Techstars,1,1
Pre Seed Round - Acho,https://www.crunchbase.com/funding_round/acho-pre-seed--e99222ef,Acho,https://www.crunchbase.com/organization/acho,Pre-Seed,150000,USD,150000,2020-08-25,Seed,,,,Yes,"Acho is an AI-powered App Development platform, which help teams turn business data into mission-critical applications.","Analytics, Apps, Artificial Intelligence (AI), Big Data, Business Intelligence, Cloud Data Services, Data Integration, Database, Enterprise Applications, Web Development",,"San Francisco, California, United States, North America",http://acho.io,$1M to $10M,2350000,USD,2350000,Seed,3,"437,295",Y Combinator,Y Combinator,1,
Pre Seed Round - Filio,https://www.crunchbase.com/funding_round/filio-pre-seed--c7356136,Filio,https://www.crunchbase.com/organization/filio,Pre-Seed,80000,USD,80000,2020-01-07,Seed,,,,Yes,"Filio solves a problem that many can relate to: you take a bunch of photos, and then never get around to organizing them.","Artificial Intelligence (AI), Cloud Computing, Image Recognition, Information Technology, Machine Learning, Software, Web Apps",,"Atlanta, Georgia, United States, North America",https://www.filio.io,Less than $1M,180000,USD,180000,Seed,3,"228,674",,"Matrix Investment Holdings, LLC",1,
Pre Seed Round - UNFAIR,https://www.crunchbase.com/funding_round/unfair-a5fc-pre-seed--ef43e8cb,UNFAIR,https://www.crunchbase.com/organization/unfair-a5fc,Pre-Seed,100000,USD,100000,2020-01-10,Seed,1000000,USD,1000000,Yes,Unfair is biohacker membership that combines published science with our technology to maximize human performance.,"Artificial Intelligence (AI), Mobile, Wellness",,"Blue Bell, Pennsylvania, United States, North America",https://www.unfair.ltd,Less than $1M,100000,USD,100000,Seed,1,"229,153",,,,
Pre Seed Round - Pera Labs,https://www.crunchbase.com/funding_round/pera-labs-pre-seed--38ca307e,Pera Labs,https://www.crunchbase.com/organization/pera-labs,Pre-Seed,50000,USD,50000,2020-03-01,Seed,,,,Yes,Pera Labs develops digiceuticals and AI-powered solutions for fertility.,"Artificial Intelligence (AI), Health Care, Life Science, Livestock, Machine Learning, Medical Device, Software",,"Philadelphia, Pennsylvania, United States, North America",https://peralabs.co,$1M to $10M,1250000,USD,1250000,Seed,3,"229,228",Phase One Ventures,Phase One Ventures,1,
Pre Seed Round - Quarter4,https://www.crunchbase.com/funding_round/quarter4-pre-seed--f2f018cf,Quarter4,https://www.crunchbase.com/organization/quarter4,Pre-Seed,150000,USD,150000,2020-09-28,Seed,,,,Yes,"An AI company that generates over 2M sporting predictions daily. Key B2B customers are Media, Leagues, SportsBooks and Daily Fantasy","Artificial Intelligence (AI), Gambling, Machine Learning, Software, Sports",,"Guelph, Ontario, Canada, North America",https://quarter4.io,$1M to $10M,1750000,USD,1750000,Seed,2,"230,084",,,,
Pre Seed Round - Lucero,https://www.crunchbase.com/funding_round/lucero-ab-pre-seed--ae81fed0,Lucero,https://www.crunchbase.com/organization/lucero-ab,Pre-Seed,300000,SEK,33281,2020-09-23,Seed,,,,Yes,"Lucero provides an easy-to-use research tool that builds on in-depth research in optics, microfluidics, and AI to be used by biologists.",Artificial Intelligence (AI),,"Gothenburg, Vastra Gotaland, Sweden, Europe",https://www.lucerobio.com/,Less than $1M,950000,SEK,101834,Seed,3,"613,063",Chalmers Ventures AB,Chalmers Ventures AB,1,
Seed Round - DarkHorse,https://www.crunchbase.com/funding_round/darkhorse-05c3-seed--aa818f10,DarkHorse,https://www.crunchbase.com/organization/darkhorse-05c3,Seed,50000,USD,50000,2020-07-01,Seed,,,,Yes,"The world's first scalable youth sports community – leveraging cutting-edge tech & analytics for holistic, player-performance analysis.","Analytics, Big Data, Computer Vision, Hardware, Machine Learning, SaaS, Software, Sports",,"Palo Alto, California, United States, North America",https://www.thedarkhorse.ai ,Less than $1M,1290000,USD,1290000,Seed,6,"613,229",,,,
Pre Seed Round - Ocoya,https://www.crunchbase.com/funding_round/ocoya-pre-seed--552d2d66,Ocoya,https://www.crunchbase.com/organization/ocoya,Pre-Seed,30000,EUR,36212,2020-12-01,Seed,,,,Yes,"Ocoya is an application that specializes in product promotion, generating hashtags, ad campaigns, and image designing services.","Artificial Intelligence (AI), Business Development, E-Commerce Platforms, Marketing, Social Media",,"Vilnius, Vilniaus Apskritis, Lithuania, Europe",https://www.ocoya.com,,30000,EUR,36212,Seed,1,"430,328",Startup Wise Guys SaaS Milan,Startup Wise Guys SaaS Milan,1,
Seed Round - Str8bat Sport Tech Solutions,https://www.crunchbase.com/funding_round/str8bat-sport-tech-solutions-pvt-ltd-seed--a95ce0a8,Str8bat Sport Tech Solutions,https://www.crunchbase.com/organization/str8bat-sport-tech-solutions-pvt-ltd,Seed,120000,USD,120000,2020-04-02,Seed,,,,Yes,Sports Wearable Company to help player improve everyday and play better,"3D Technology, Apps, Artificial Intelligence (AI), Cloud Data Services, Gaming, Internet of Things, Sports, Virtualization",,"Bangalore, Karnataka, India, Asia",http://www.str8bat.com,$1M to $10M,420000,USD,420000,,5,"343,922",Techstars,Techstars,1,1
Seed Round - Brenpower,https://www.crunchbase.com/funding_round/bren-i-leri-seed--3a7db7c7,Brenpower,https://www.crunchbase.com/organization/bren-i-leri,Seed,80000,USD,80000,2020-07-10,Seed,5000000,TRY,728438,Yes,"Brenpower is an industrial solution, utilizing IoT and AI technologies to reduce carbon emissions and enhance operational efficiency.","Artificial Intelligence (AI), Chemical, Energy, Energy Efficiency, Food and Beverage, Industrial Automation, Internet of Things, Oil and Gas, Paper Manufacturing",,"London, England, United Kingdom, Europe",https://www.brenpower.co,,501000,USD,501000,Seed,3,"344,022",Alesta Yatırım,Alesta Yatırım,1,1
Seed Round - Holos,https://www.crunchbase.com/funding_round/holos-2-seed--6c2ecf22,Holos,https://www.crunchbase.com/organization/holos-2,Seed,200000,USD,200000,2020-01-22,Seed,,,,Yes,Holos is building immersive training tools for people with highly technical physical jobs in critical sectors,"Artificial Intelligence (AI), Augmented Reality, Education, Government, Military, Virtual Reality",,"Madison, Wisconsin, United States, North America",https://holos.io,Less than $1M,605000,USD,605000,Seed,9,"430,990",,,,
Seed Round - Somatic,https://www.crunchbase.com/funding_round/somatic-bf50-seed--260c542e,Somatic,https://www.crunchbase.com/organization/somatic-bf50,Seed,150000,USD,150000,2020-03-16,Seed,,,,Yes,Somatic makes bathroom cleaning robots for commercial spaces like office buildings.,"Artificial Intelligence (AI), Consumer Electronics, Robotics",,"New York, New York, United States, North America",http://getsomatic.com,$1M to $10M,7307107,USD,7307107,,4,"431,001",,"C2 Ventures, Pioneer Fund, Soma Capital, SOSV, Y Combinator",5,1
Seed Round - CapSen Robotics,https://www.crunchbase.com/funding_round/capsen-robotics-seed--f30578ec,CapSen Robotics,https://www.crunchbase.com/organization/capsen-robotics,Seed,25000,USD,25000,2020-06-09,Seed,,,,Yes,"CapSen Robotics provides software to identify, scan, and track the 3D positions and orientations of specific objects in cluttered scenes.","3D Technology, Artificial Intelligence (AI), Computer Vision, Robotics",,"Pittsburgh, Pennsylvania, United States, North America",http://www.capsenrobotics.com/,Less than $1M,1075000,USD,1075000,Seed,5,"344,138",Innovation Works,Innovation Works,1,2
Pre Seed Round - Rezi,https://www.crunchbase.com/funding_round/rezi-pre-seed--ba325ecc,Rezi,https://www.crunchbase.com/organization/rezi,Pre-Seed,50000000,KRW,40459,2020-04-01,Seed,,,,Yes,Rezi is a software company that develops resume-building applications.,"Artificial Intelligence (AI), Employment, Software",,"Seoul, Seoul-t'ukpyolsi, South Korea, Asia",https://rezi.io,,193000000,KRW,168031,Seed,9,"339,743",Lotte Accelerator,Lotte Accelerator,1,
Pre Seed Round - Glimpse,https://www.crunchbase.com/funding_round/glimpse-1ee9-pre-seed--3c5d9078,Glimpse,https://www.crunchbase.com/organization/glimpse-1ee9,Pre-Seed,150000,USD,150000,2020-08-24,Seed,,,,Yes,Glimpse enables online brands to launch and distribute showrooms without the hefty costs of retail.,"Artificial Intelligence (AI), Data Management, Data Storage, Retail Technology, Sales Automation",,"East Brunswick, New Jersey, United States, North America",https://www.tryglimpse.com/,$1M to $10M,8358120,USD,8358120,Seed,4,"431,851",Y Combinator,Y Combinator,1,
Pre Seed Round - AiiNTENSE,https://www.crunchbase.com/funding_round/aiintense-pre-seed--508d4b1e,AiiNTENSE,https://www.crunchbase.com/organization/aiintense,Pre-Seed,60000,EUR,67314,2020-01-01,Seed,,,,Yes,"e-health, Artificial Intelligence","Artificial Intelligence (AI), Health Care, Health Diagnostics",,"Évry, Ile-de-France, France, Europe",http://www.aiintense.eu,Less than $1M,60000,EUR,67314,Seed,1,"432,032",IMT Starter,IMT Starter,1,
Pre Seed Round - Murmur,https://www.crunchbase.com/funding_round/murmur-5ddc-pre-seed--86ae17af,Murmur,https://www.crunchbase.com/organization/murmur-5ddc,Pre-Seed,50000,USD,50000,2020-01-04,Seed,,,,Yes,Behavioral Movable Outdoor Programmatic Ad Platform Powered by real-time data and AI,"Analytics, Artificial Intelligence (AI), Brand Marketing, Computer Vision, Machine Learning, SaaS","Women Founded, Women Led","Chicago, Illinois, United States, North America",https://murmurads.com,,350000,USD,350000,Seed,6,"432,309",,,,
Grant - Channels Inc.,https://www.crunchbase.com/funding_round/chanels-grant--f25d974d,Channels Inc.,https://www.crunchbase.com/organization/chanels,Grant,30000,AED,8167,2020-07-23,,,,,No,Channels is a SaaS company focused on providing a communications platform for the physical worker rather than the remote.,"Event Management, Internet, Natural Language Processing, SaaS, Software",,"Dubai, Dubai, United Arab Emirates, Asia",https://www.seechannels.tech,$1M to $10M,571780,USD,571780,Seed,4,"432,944",Abu Dhabi Exploratory,Abu Dhabi Exploratory,1,
Grant - MOXIE IoT,https://www.crunchbase.com/funding_round/moxie-iot-grant--e542dd3c,MOXIE IoT,https://www.crunchbase.com/organization/moxie-iot,Grant,100000,USD,100000,2020-06-01,,,,,No,App-centric Industrial IoT Solutions,"Data Visualization, Embedded Systems, Indoor Positioning, Industrial, Industrial Automation, Internet of Things, Predictive Analytics, Sensor, Software",,"Birmingham, Alabama, United States, North America",https://moxieiot.com/,Less than $1M,300000,USD,300000,M&A,2,"445,524",Alabama Launchpad,Alabama Launchpad,1,
Pre Seed Round - Fundr,https://www.crunchbase.com/funding_round/fundr-9bb6-pre-seed--beb81673,Fundr,https://www.crunchbase.com/organization/fundr-9bb6,Pre-Seed,100000,USD,100000,2020-08-27,Seed,,,,Yes,Fundr creates investor seed portfolios by eliminating bias from the investment process.,"Analytics, Artificial Intelligence (AI), Real Time, Software","Women Founded, Women Led","Austin, Texas, United States, North America",https://www.fundr.ai/,$1M to $10M,100000,USD,100000,Seed,1,"343,381",Sputnik ATX,Sputnik ATX,1,
Pre Seed Round - Beeok,https://www.crunchbase.com/funding_round/beeok-pre-seed--5d6ae966,Beeok,https://www.crunchbase.com/organization/beeok,Pre-Seed,75000,USD,75000,2020-03-01,Seed,1000000,USD,1000000,Yes,"Beeok is a GreenTech Company. SaaS software suite with IA for sustainability management. Law compliance, carbon and plastic footprint, ESG.","Artificial Intelligence (AI), Enterprise Software, GreenTech, Information Technology, SaaS, Software, Sustainability",,"Santiago, Region Metropolitana, Chile, South America",https://web.beeok.com/,,595000,USD,595000,Seed,4,"333,426",Magical,Magical,1,
Seed Round - Travl Join,https://www.crunchbase.com/funding_round/udeet-seed--f0dd7d9d,Travl Join,https://www.crunchbase.com/organization/udeet,Seed,27000,USD,27000,2020-03-31,Seed,,,,Yes,Help travel companies increase their revenue providing them qualified leads using AI.,"Artificial Intelligence (AI), Data Mining, Developer APIs, Machine Learning, Marketing, Software, Travel",,"Rio, Rio de Janeiro, Brazil, South America",http://www.travljoin.com,Less than $1M,127000,USD,127000,Seed,3,"620,683",,,,
Pre Seed Round - BotsCrew,https://www.crunchbase.com/funding_round/botscrew-pre-seed--e183609f,BotsCrew,https://www.crunchbase.com/organization/botscrew,Pre-Seed,50000,USD,50000,2020-03-10,Seed,,,,Yes,BotsCrew provides AI development and chatbots development services.,"Artificial Intelligence (AI), Chatbot, Customer Service, Machine Learning, Messaging, Software Engineering, Web Development",,"London, England, United Kingdom, Europe",https://botscrew.com/,,50000,USD,50000,Seed,1,"201,146",,Startup Wise Guys,1,
Pre Seed Round - YData,https://www.crunchbase.com/funding_round/ydata-pre-seed--7ae7c738,YData,https://www.crunchbase.com/organization/ydata,Pre-Seed,20000,USD,20000,2020-10-06,Seed,,,,Yes,YData accelerates AI development with improved datasets,"Artificial Intelligence (AI), Machine Learning, Privacy",Women Founded,"Seattle, Washington, United States, North America",https://ydata.ai,$1M to $10M,3242540,USD,3242540,Seed,5,"451,410",Techstars,Techstars,1,1
Pre Seed Round - musicube,https://www.crunchbase.com/funding_round/musicube-pre-seed--474013f7,musicube,https://www.crunchbase.com/organization/musicube,Pre-Seed,177000,USD,177000,2020-12-19,Seed,,,,Yes,musicube is an AI metadata and music search company.,"Artificial Intelligence (AI), Audio, B2B, Big Data, Machine Learning, Music, Music Streaming, Software",,"Hamburg, Hamburg, Germany, Europe",https://musicu.be,Less than $1M,919000,USD,919000,M&A,4,"452,380",,Holger Hübner,1,
