Organization Name,Postal Code,Diversity Spotlight,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Number of Founders,Founders,Number of Employees,Number of Lead Investors,Number of Investors,Organization Name URL,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Company Type,Website,Twitter,Facebook,LinkedIn,Contact Email,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Duration (in weeks),Accelerator Application Deadline,Industry Groups,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors
Fluctuo,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/fluctuo,,"Information Technology, SaaS, Software","Paris, Ile-de-France, France","Fluctuo is the leader in mobility enablement, providing teams with exhaustive, accurate data to accelerate the growth of shared mobility.","59,227","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://fluctuo.com,https://twitter.com/fluctuo,,https://www.linkedin.com/company/fluctuo,julien.chamussy@fluctuo.com,,,,,,,,,,,,"Information Technology, Software",2,Seed,1/19/2022,1650000,EUR,1871512,Seed,1650000,EUR,1871512,Seed,1650000,EUR,1871512,1650000,EUR,1871512,"Statkraft Ventures, 574 Invest"
Fluo,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/fluo,,"Developer APIs, Insurance, Mobile Apps","Paris, Ile-de-France, France","Fluo is a mobile insurance expert, providing the most comprehensive, 360-degree view of  Insurance purchase experience.","139,141","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://www.fluo.com/,https://twitter.com/fluo,https://www.facebook.com/fluoassurance,https://www.linkedin.com/company/3803128,contact@fluo.com,,,,,,,,,,,,"Apps, Financial Services, Mobile, Software",3,M&A,2/21/2017,2000000,EUR,2108359,Venture - Series Unknown,2000000,EUR,2108359,Venture - Series Unknown,3090000,EUR,3349173,3090000,EUR,3349173,"Cr̩dit Mutuel Ark̩a, Evolem Start, WILCO"
Folhomee,,,,Active,1/1/2017,year,,,,,,,10-Jan,,,https://www.crunchbase.com/organization/folhomee,,Real Estate,"Paris, Ile-de-France, France",Folhomee the first real estate assistant to help you buy the apartment that suits you in Paris.,"2,621,577","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://www.folhomee.fr/,,https://www.facebook.com/Folhomee/,https://www.linkedin.com/company/folhomee/,contact@folhomee.fr,,,,,,,,,,,,Real Estate,,,,,,,,,,,,,,,,,,
Foodflow,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/foodflow,,"Food and Beverage, Food Processing, Restaurants","Paris, Ile-de-France, France","FoodFlow offers a marketplace model for local, responsible brands to restaurateurs.","62,826","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://foodflow.fr,,,https://www.linkedin.com/company/foodflow-company,,,,,,,,,,,,,Food and Beverage,1,Seed,3/4/2024,2000000,EUR,2170831,Seed,2000000,EUR,2170831,Seed,2000000,EUR,2170831,2000000,EUR,2170831,"Pareto Holdings, Jeriko, J̩r̩my Gotteland, Nicolas Schweitzer"
Foodvisor,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/foodvisor,,"Apps, Fitness, Health Care, Wellness","Paris, Ile-de-France, France",Foodvisor app helps you eat smarter and healthier by instantly analyzing the nutrients in your food.,"30,750","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,http://www.foodvisor.io,https://twitter.com/foodvisor_app,https://www.facebook.com/foodvisor,https://www.linkedin.com/company/foodvisor/,contact@foodvisor.io,,,,,,,,,,,,"Apps, Health Care, Software, Sports",4,,11/18/2019,4000000,EUR,4429399,Venture - Series Unknown,4000000,EUR,4429399,Venture - Series Unknown,5110000,EUR,5712119,5110000,EUR,5712119,"Bpifrance, Kima Ventures, Demeter, WILCO, Leonis Investissement"
Fructifi,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/fructifi,,"Data Mining, Email Marketing, Marketing, Marketing Automation, SaaS, Sales Automation, Software","Paris, Ile-de-France, France",Fructifi is a SaaS application that assists B2B firms in increasing income from current clients.,"761,056","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://www.fructifi.com,https://twitter.com/fructifi,,https://www.linkedin.com/company/fructifi/,contact@fructifi.com,,,,,,,,,,,,"Data and Analytics, Information Technology, Sales and Marketing, Software",,,,,,,,,,,,,,,,,,
Fygr,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/fygr,,"Finance, Financial Services, Service Industry","Paris, Ile-de-France, France",Fygr is a cash management and forecasting solution service.,"50,526","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://fygr.io,https://twitter.com/Fygr_io,https://www.facebook.com/Fygr.io,https://www.linkedin.com/company/fygr,hello@fygr.io,,,,,,,,,,,,"Financial Services, Other",1,,12/7/2022,2000000,EUR,2102411,Venture - Series Unknown,2000000,EUR,2102411,Venture - Series Unknown,2000000,EUR,2102411,2000000,EUR,2102411,Havenrock
Gandee,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/gandee,,Service Industry,"Paris, Ile-de-France, France",Gandee arose from a young entrepreneur's Social Calling to positively improve the world.,"134,176","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://www.gandee.com,https://twitter.com/GandeeDoGooders,https://www.facebook.com/GandeeDoGooders,https://www.linkedin.com/company/gandeesas,contact@gandee.com,,,,,,,,,,,,Other,1,,6/19/2023,315000,EUR,344098,Venture - Series Unknown,315000,EUR,344098,Venture - Series Unknown,315000,EUR,344098,315000,EUR,344098,"FM Invest, French Flair"
GarantMe,75013,,$1M to $10M,Active,1/1/2017,year,,,,,2,"Emile Karam, Thomas Reynaud",51-100,2,7,https://www.crunchbase.com/organization/garantme,,Insurance,"Paris, Ile-de-France, France",GarantMe is a joint-stock company.,"36,678","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://garantme.fr/,https://twitter.com/garantme,https://www.facebook.com/pg/garantme/,https://www.linkedin.com/company/garantme/,,,,,,,,,,,,,Financial Services,3,Early Stage Venture,1/31/2023,15000000,EUR,16291014,Series B,15000000,EUR,16291014,Series B,19000000,EUR,21027309,19000000,EUR,21027309,"Bpifrance, Axeleo Capital, Bonsai Partners, NewAlpha Asset Management VC, 115K"
Gilbert,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/gilbert-248c,,"Logistics, Self-Storage, Smart Cities","Paris, Ile-de-France, France",Gilbert offers solutions for reinventing storage.,"123,061","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://www.gilbert.paris,,https://www.facebook.com/gentilgigi,https://fr.linkedin.com/company/gilbertfr,bonjour@gilbert.paris,,,,,,,,,,,,"Real Estate, Transportation",1,Seed,10/20/2020,500000,EUR,591450,Seed,500000,EUR,591450,Seed,500000,EUR,591450,500000,EUR,591450,
GoCanopy,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/gocanopy,,"Artificial Intelligence (AI), Data Management, Real Estate Investment","Paris, Ile-de-France, France",GoCanopy uses AI to transform real estate investing with data-driven insights.,"431,271","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://gocanopy.tech,,https://www.facebook.com/profile.php?id=100078037425483,https://www.linkedin.com/company/gocanopy,contact@gocanopy.tech,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Real Estate, Science and Engineering, Software",,,,,,,,,,,,,,,,,,
Goodvest,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/goodvest,,"FinTech, GreenTech","Paris, Ile-de-France, France",Goodvest offers responsible savings focused on ethic and transparency.,"24,106","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://goodvest.fr,https://twitter.com/goodvestfr,https://www.facebook.com/goodvest.fr/,https://www.linkedin.com/company/goodvest-epargne,hello@goodvest.fr,,,,,,,,,,,,"Financial Services, Sustainability",5,,11/7/2023,3300000,EUR,3529895,Debt Financing,6100000,EUR,6548929,Venture - Series Unknown,8648892,EUR,9279068,11948892,EUR,12808963,"Crowdcube, Ring Capital, AG2R La Mondiale, Super Capital VC, Polytechnique Ventures"
Graneet,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/graneet,,"Construction, SaaS, Software","Paris, Ile-de-France, France",Graneet is a commercial management solution for SMEs in the construction industry.,"100,854","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://graneet.fr,https://twitter.com/HelloGraneet,https://www.facebook.com/100064056014337,https://www.linkedin.com/company/graneetapp,contact@graneet.fr,,,,,,,,,,,,"Real Estate, Software",2,Early Stage Venture,4/11/2023,8000000,EUR,8733119,Series A,8000000,EUR,8733119,Series A,11533119,USD,11533119,11533119,USD,11533119,"Axeleo Capital, Foundamental, Foreword Ventures, Point Nine, Nicolas Dessaigne"
Greenly,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/greenly,,"Environmental Engineering, FinTech, GreenTech, SaaS, Sustainability","Paris, Ile-de-France, France","Greenly develops a carbon accounting platform to track, assess, manage, and reduce CO2 emissions.","2,032","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://www.greenly.earth/home,https://twitter.com/Greenly_Earth,https://www.facebook.com/Greenly.fr,https://www.linkedin.com/company/greenly-earth,contact@greenly.earth,,,,,,,,,,,,"Financial Services, Science and Engineering, Software, Sustainability",5,Early Stage Venture,3/20/2024,48000000,EUR,52500271,Series B,48000000,EUR,52500271,Series B,78010795,USD,78010795,78010795,USD,78010795,"HSBC, Bpifrance, Benhamou Global Ventures, Hewlett Packard Enterprise, XAnge"
Gymkee,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/gymkee,,,"Paris, Ile-de-France, France",SaaS for personal trainers to help them deliver the best coaching experience to their clients while saving time and growing their business,"700,277","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://www.gymkee.io/,,,https://www.linkedin.com/company/gymkee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HD Rain,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/hd-rain,,"Data Collection and Labeling, Data Visualization, Environmental Consulting","Paris, Ile-de-France, France","HD Rain measures, analyzes, and forecasts weather.","88,275","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://hd-rain.com/,https://twitter.com/hdrain,https://www.facebook.com/HDRainStartup/,https://www.linkedin.com/company/hd-rain/,contact@hd-rain.com,,,,,,,,,,,,"Data and Analytics, Design, Information Technology, Professional Services, Software",1,Seed,1/21/2021,1000000,EUR,1216557,Seed,1000000,EUR,1216557,Seed,1000000,EUR,1216557,1000000,EUR,1216557,"Kima Ventures, Newfund"
HappyPal,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/happypal,,"Credit Cards, Employee Benefits, FinTech, Gift Card, Human Resources, Payments, SaaS, Software","Paris, Ile-de-France, France",HappyPal reinvents employee perks with a SaaS and Payment solution,"32,391","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://happypal.fr,,https://m.facebook.com/happypalFR/,https://www.linkedin.com/company/happypal,Contact@happypal.fr,,,,,,,,,,,,"Administrative Services, Commerce and Shopping, Financial Services, Health Care, Lending and Investments, Payments, Software",2,Early Stage Venture,11/21/2023,7000000,EUR,7641938,Series A,7000000,EUR,7641938,Series A,9641938,USD,9641938,9641938,USD,9641938,"Anthemis, Educapital"
Healthy Mind,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/healthy-mind,,"Health Care, Medical, Software","Paris, Ile-de-France, France",Virtual reality in healthcare,"235,817","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://healthymind.fr/,https://twitter.com/healthymindvr?lang=en,https://www.facebook.com/HealthyMindVR,https://www.linkedin.com/company/healthy-mind/,,,,,,,,,,,,,"Health Care, Software",,,,,,,,,,,,,,,,,,
Hello,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/hello-d958,,"Banking, Communities, Events, Software","Paris, Ile-de-France, France",Hello helps businesses build communities and engage their members in their events.,"2,689,155","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://haloha.co/,https://twitter.com/Haloha_app,https://www.facebook.com/haloha.co/,https://www.linkedin.com/company/haloha.co/,hello@haloha.co,,,,,,,,,,,,"Community and Lifestyle, Events, Financial Services, Lending and Investments, Media and Entertainment, Software",,,,,,,,,,,,,,,,,,
Heuritech,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/heuritech,,"Artificial Intelligence (AI), Fashion, Machine Learning, Predictive Analytics","Paris, Ile-de-France, France",Heuritech is a cutting-edge fashion technology company that offers brands predictive analytics on trends and products using AI technology.,"19,996","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,http://www.heuritech.com,http://twitter.com/heuritechdata,https://www.facebook.com/heuritech,https://www.linkedin.com/company/heuritech,info@heuritech.com,,,,,,,,,,,,"Artificial Intelligence (AI), Clothing and Apparel, Data and Analytics, Design, Science and Engineering, Software",5,Early Stage Venture,9/3/2019,4000000,EUR,4389098,Series A,4000000,EUR,4389098,Series A,5190000,EUR,5665335,5190000,EUR,5665335,"Creative Destruction Lab (CDL), SAP.iO, Serena, WILCO, Elaia"
Hivebrite,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/hivebrite,,"Communities, Education, Internet, Professional Networking, Software","Paris, Ile-de-France, France","Hivebrite is a community engagement platform that provides tools for building, managing, and engaging communities.","8,867","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://hivebrite.io,,,https://www.linkedin.com/company/hivebrite,contact@hivebrite.com,,,,,,,,,,,,"Community and Lifestyle, Education, Internet Services, Professional Services, Software",4,Early Stage Venture,10/18/2023,35000000,EUR,36882288,Series B,35000000,EUR,36882288,Series B,56175600,EUR,60440760,56175600,EUR,60440760,"Insight Partners, Quadrille Capital, Edward Filippi"
Homeys,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/homeys,,"Artificial Intelligence (AI), Big Data, CleanTech, Energy Efficiency, Internet of Things, Machine Learning","Paris, Ile-de-France, France",Energy efficiency in buildings | IoT & AI,"532,266","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,http://www.homeys.io,https://twitter.com/Homeysio,,https://www.linkedin.com/company/homeys/,contact@homeys.io,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Energy, Internet Services, Science and Engineering, Software, Sustainability",,,,,,,,,,,,,,,,,,
Hopstay,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/hopstay,,"Leisure, Tourism, Travel","Paris, Ile-de-France, France","Hopstay is a content platform for accommodation providers that allows them to share tips, recommendations.","818,099","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://www.hopstay.co,https://twitter.com/usehopstay,https://www.facebook.com/pg/usehopstay,https://www.linkedin.com/company/11190623/,info@hopstay.co,,,,,,,,,,,,"Community and Lifestyle, Travel and Tourism",1,,6/1/2020,,,,Non-equity Assistance,,,,,,,,,,,AcceliCITY powered by Leading Cities
Hospitalink,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/hospitalink,,"Apps, Health Care, Wellness","Paris, Ile-de-France, France",Hospitalink provides healthcare solutions for streamlining communication between healthcare professionals and patients.,"1,715,597","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://www.hospitalink.fr,https://twitter.com/HospitalinkFr,https://www.facebook.com/hospitalink,https://www.linkedin.com/company/sashospitalink/,contact@hospitalink.fr,,,,,,,,,,,,"Apps, Health Care, Software",,,,,,,,,,,,,,,,,,
Humanitics,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/humanitics-ai,,"Artificial Intelligence (AI), Software","Paris, Ile-de-France, France",Humanitics empowers retail teams to take the most impactful actions without the burden of analytics thanks to AI,"110,333","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://www.humanitics.ai/,,,https://www.linkedin.com/company/humanitics-ai/,,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",1,Seed,10/8/2022,200000,USD,200000,Pre-Seed,200000,USD,200000,Pre-Seed,200000,USD,200000,200000,USD,200000,"CDG Invest, 212 Founders"
IABAKO,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/iabako,,"Billing, CRM, Enterprise Resource Planning (ERP), Information Technology, SaaS, Small and Medium Businesses, Software","Paris, Ile-de-France, France","Easy invoicing, inventory and business management tool made for small business","467,686","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://www.iabako.com/,https://twitter.com/iabako,https://www.facebook.com/iabako/,https://www.linkedin.com/company/iabako/,hello@iabako.com,,,,,,,,,,,,"Information Technology, Other, Payments, Sales and Marketing, Software",,,,,,,,,,,,,,,,,,
IDTREE,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/idtree-a6a0,,"Human Resources, Information Technology, Software","Paris, Ile-de-France, France",IDTREE offers a survey tool for measuring employee engagement and assessing psychosocial risks.,"999,392","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://id-tree.com,,https://www.facebook.com/idtreeinfo,https://www.linkedin.com/company/id-tree,support@id-tree.com,,,,,,,,,,,,"Administrative Services, Information Technology, Software",,,,,,,,,,,,,,,,,,
