"nuts2";"name";"field";"rca";"reldens";"complexity"
"EL41";"North Aegean";"Historical Studies";1,4;47,8;25,31
"EL41";"North Aegean";"Information & Communication Technologies";2,78;57,34;44,75
"EL41";"North Aegean";"Mathematics & Statistics";2,58;55,95;51,17
"EL41";"North Aegean";"Philosophy & Theology";0,1;43,89;13,98
"EL41";"North Aegean";"Physics & Astronomy";1,25;53,56;70,4
"EL41";"North Aegean";"Psychology & Cognitive Sciences";0,15;44,08;47,52
"EL41";"North Aegean";"Public Health & Health Services";0,31;44,68;44,42
"EL41";"North Aegean";"Social Sciences";1,79;52,49;26,24
"EL41";"North Aegean";"Visual & Performing Arts";2,52;52,77;9,92
"EL42";"Southe Aegean";"Biomedical Research";0,23;34,28;61,3
"EL42";"Southe Aegean";"Built Environment & Design";3,38;47,21;35,47
"EL42";"Southe Aegean";"Agriculture, Fisheries & Forestry";0,86;39,49;46,15
"EL42";"Southe Aegean";"Biology";2,79;43,14;65,01
"EL42";"Southe Aegean";"Philosophy & Theology";0,71;40,39;13,98
"EL42";"Southe Aegean";"Historical Studies";10,37;46,81;25,31
"EL42";"Southe Aegean";"Information & Communication Technologies";2,32;48,32;44,75
"EL42";"Southe Aegean";"Mathematics & Statistics";0,16;38,49;51,17
"EL42";"Southe Aegean";"Clinical Medicine";0,53;35,6;46,27
"EL42";"Southe Aegean";"Physics & Astronomy";0,06;33,06;70,4
"EL42";"Southe Aegean";"Psychology & Cognitive Sciences";2,79;47,52;47,52
"EL42";"Southe Aegean";"Chemistry";0,27;35,5;51,19
"EL42";"Southe Aegean";"Enabling & Strategic Technologies";0,28;39,79;50,56
"EL42";"Southe Aegean";"Engineering";1,21;45,46;42,31
"EL42";"Southe Aegean";"Communication & Textual Studies";1,27;47,96;15,4
"EL42";"Southe Aegean";"Earth & Environmental Sciences";0,4;39,83;65,54
"EL42";"Southe Aegean";"Economics & Business";0,72;44,92;44,6
"EL42";"Southe Aegean";"Social Sciences";5,2;47,11;26,24
"EL42";"Southe Aegean";"Visual & Performing Arts";0;42,71;9,92
"EL42";"Southe Aegean";"Public Health & Health Services";0,13;42,54;44,42
"EL43";"Crete";"Agriculture, Fisheries & Forestry";0,82;32,21;46,15
"EL43";"Crete";"Biology";1,29;34,88;65,01
"EL43";"Crete";"Biomedical Research";0,97;24,34;61,3
"EL43";"Crete";"Built Environment & Design";0,78;25,13;35,47
"EL43";"Crete";"Chemistry";1,04;40,98;51,19
"EL43";"Crete";"Clinical Medicine";0,76;25,71;46,27
"EL43";"Crete";"Communication & Textual Studies";0,26;22,44;15,4
"EL43";"Crete";"Earth & Environmental Sciences";1,17;36,74;65,54
"EL43";"Crete";"Economics & Business";0,84;24,96;44,6
"EL43";"Crete";"Enabling & Strategic Technologies";1,04;40;50,56
"EL43";"Crete";"Engineering";0,98;34,96;42,31
"EL43";"Crete";"Historical Studies";0,82;24,38;25,31
"EL43";"Crete";"Information & Communication Technologies";1,81;37,33;44,75
"EL43";"Crete";"Mathematics & Statistics";1,04;34,23;51,17
"EL43";"Crete";"Philosophy & Theology";0,3;22,08;13,98
"EL43";"Crete";"Physics & Astronomy";1,16;42,81;70,4
"EL43";"Crete";"Psychology & Cognitive Sciences";0,72;20,81;47,52
"EL43";"Crete";"Public Health & Health Services";0,8;17;44,42
"EL43";"Crete";"Social Sciences";0,93;22,96;26,24
"EL43";"Crete";"Visual & Performing Arts";0,69;22,42;9,92
"EL51";"Eastern Macedonia and Thrace";"Biomedical Research";0,49;27,8;61,3
"EL51";"Eastern Macedonia and Thrace";"Biology";0,9;36,88;65,01
"EL51";"Eastern Macedonia and Thrace";"Engineering";1,79;44,43;42,31
"EL51";"Eastern Macedonia and Thrace";"Built Environment & Design";2,3;42,25;35,47
"EL51";"Eastern Macedonia and Thrace";"Agriculture, Fisheries & Forestry";1,47;41,32;46,15
"EL51";"Eastern Macedonia and Thrace";"Mathematics & Statistics";0,73;36,52;51,17
"EL51";"Eastern Macedonia and Thrace";"Philosophy & Theology";0,1;26,71;13,98
"EL51";"Eastern Macedonia and Thrace";"Historical Studies";0,87;30,57;25,31
"EL51";"Eastern Macedonia and Thrace";"Information & Communication Technologies";1,97;43,68;44,75
"EL51";"Eastern Macedonia and Thrace";"Chemistry";0,38;34,6;51,19
"EL51";"Eastern Macedonia and Thrace";"Clinical Medicine";1,04;40,45;46,27
"EL51";"Eastern Macedonia and Thrace";"Physics & Astronomy";0,38;30,02;70,4
"EL51";"Eastern Macedonia and Thrace";"Psychology & Cognitive Sciences";0,35;28,51;47,52
"EL51";"Eastern Macedonia and Thrace";"Economics & Business";1,48;40,32;44,6
"EL51";"Eastern Macedonia and Thrace";"Enabling & Strategic Technologies";1,1;38,09;50,56
"EL51";"Eastern Macedonia and Thrace";"Communication & Textual Studies";0,63;29,47;15,4
"EL51";"Eastern Macedonia and Thrace";"Earth & Environmental Sciences";1,27;40,82;65,54
"EL51";"Eastern Macedonia and Thrace";"Public Health & Health Services";0,35;30,02;44,42
"EL51";"Eastern Macedonia and Thrace";"Social Sciences";0,91;33,86;26,24
"EL51";"Eastern Macedonia and Thrace";"Visual & Performing Arts";0,2;29,36;9,92
"EL52";"Central Macedonia";"Enabling & Strategic Technologies";1,11;34,47;50,56
"EL52";"Central Macedonia";"Engineering";1,18;40,77;42,31
"EL52";"Central Macedonia";"Historical Studies";0,75;27,01;25,31
"EL52";"Central Macedonia";"Information & Communication Technologies";1,93;40,95;44,75
"EL52";"Central Macedonia";"Mathematics & Statistics";0,55;31,8;51,17
"EL52";"Central Macedonia";"Philosophy & Theology";0,61;23,47;13,98
"EL52";"Central Macedonia";"Physics & Astronomy";0,75;25,68;70,4
"EL52";"Central Macedonia";"Psychology & Cognitive Sciences";0,47;24,72;47,52
"EL52";"Central Macedonia";"Public Health & Health Services";0,51;25,71;44,42
"EL52";"Central Macedonia";"Social Sciences";0,87;29,84;26,24
"EL52";"Central Macedonia";"Visual & Performing Arts";0,89;26,11;9,92
"EL52";"Central Macedonia";"Built Environment & Design";0,99;37,65;35,47
"EL52";"Central Macedonia";"Chemistry";0,91;29,16;51,19
"EL52";"Central Macedonia";"Clinical Medicine";0,96;26,64;46,27
"EL52";"Central Macedonia";"Communication & Textual Studies";0,7;26,11;15,4
"EL52";"Central Macedonia";"Agriculture, Fisheries & Forestry";1,62;36,25;46,15
"EL52";"Central Macedonia";"Biology";0,9;32,45;65,01
"EL52";"Central Macedonia";"Biomedical Research";0,66;21,42;61,3
"EL52";"Central Macedonia";"Earth & Environmental Sciences";1,13;37,53;65,54
"EL52";"Central Macedonia";"Economics & Business";1,21;36,52;44,6
"EL53";"Western Macedonia";"Engineering";1,25;43,7;42,31
"EL53";"Western Macedonia";"Historical Studies";0,38;26,06;25,31
"EL53";"Western Macedonia";"Information & Communication Technologies";3,17;43,53;44,75
"EL53";"Western Macedonia";"Mathematics & Statistics";1,12;32,94;51,17
"EL53";"Western Macedonia";"Philosophy & Theology";0;23,31;13,98
"EL53";"Western Macedonia";"Physics & Astronomy";0,74;27,83;70,4
"EL53";"Western Macedonia";"Psychology & Cognitive Sciences";0,22;24,72;47,52
"EL53";"Western Macedonia";"Enabling & Strategic Technologies";3,13;41,92;50,56
"EL53";"Western Macedonia";"Agriculture, Fisheries & Forestry";0,93;28,9;46,15
"EL53";"Western Macedonia";"Biology";0,69;28,09;65,01
"EL53";"Western Macedonia";"Public Health & Health Services";0,24;25,05;44,42
"EL53";"Western Macedonia";"Biomedical Research";0,19;19,61;61,3
"EL53";"Western Macedonia";"Built Environment & Design";2,67;37,99;35,47
"EL53";"Western Macedonia";"Chemistry";0,73;30,59;51,19
"EL53";"Western Macedonia";"Communication & Textual Studies";1,29;25,89;15,4
"EL53";"Western Macedonia";"Earth & Environmental Sciences";1,3;36,32;65,54
"EL53";"Western Macedonia";"Economics & Business";1,33;37;44,6
"EL53";"Western Macedonia";"Clinical Medicine";0,19;24,93;46,27
"EL53";"Western Macedonia";"Social Sciences";1,15;29,56;26,24
"EL53";"Western Macedonia";"Visual & Performing Arts";0,73;25,26;9,92
"EL54";"Epirus";"Agriculture, Fisheries & Forestry";0,73;23,01;46,15
"EL54";"Epirus";"Biology";0,51;21,68;65,01
"EL54";"Epirus";"Biomedical Research";0,52;16,26;61,3
"EL54";"Epirus";"Built Environment & Design";0,29;20,76;35,47
"EL54";"Epirus";"Chemistry";1,88;38,37;51,19
"EL54";"Epirus";"Clinical Medicine";1,07;22,07;46,27
"EL54";"Epirus";"Communication & Textual Studies";0,17;17,69;15,4
"EL54";"Epirus";"Earth & Environmental Sciences";0,54;21,89;65,54
"EL54";"Epirus";"Economics & Business";0,45;20,42;44,6
"EL54";"Epirus";"Enabling & Strategic Technologies";0,95;37,49;50,56
"EL54";"Epirus";"Engineering";0,68;32;42,31
"EL54";"Epirus";"Historical Studies";0,58;18,9;25,31
"EL54";"Epirus";"Information & Communication Technologies";1,13;34,03;44,75
"EL54";"Epirus";"Mathematics & Statistics";2,61;37,34;51,17
"EL54";"Epirus";"Philosophy & Theology";0,12;17,68;13,98
"EL54";"Epirus";"Physics & Astronomy";1,78;39,8;70,4
"EL54";"Epirus";"Psychology & Cognitive Sciences";0,22;15,79;47,52
"EL54";"Epirus";"Public Health & Health Services";0,32;10,54;44,42
"EL54";"Epirus";"Social Sciences";0,46;17,8;26,24
"EL54";"Epirus";"Visual & Performing Arts";0,34;17,4;9,92
"EL61";"Thessaly";"Agriculture, Fisheries & Forestry";3,15;48,01;46,15
"EL61";"Thessaly";"Biomedical Research";1,11;43,88;61,3
"EL61";"Thessaly";"Built Environment & Design";1,47;44,55;35,47
"EL61";"Thessaly";"Chemistry";0,62;39,17;51,19
"EL61";"Thessaly";"Biology";1,28;46,91;65,01
"EL61";"Thessaly";"Engineering";1,19;46,27;42,31
"EL61";"Thessaly";"Historical Studies";0,42;34,1;25,31
"EL61";"Thessaly";"Information & Communication Technologies";1,34;45,04;44,75
"EL61";"Thessaly";"Mathematics & Statistics";0,47;39,74;51,17
"EL61";"Thessaly";"Philosophy & Theology";0,21;30,66;13,98
"EL61";"Thessaly";"Physics & Astronomy";0,26;34,02;70,4
"EL61";"Thessaly";"Psychology & Cognitive Sciences";0,43;33,53;47,52
"EL61";"Thessaly";"Public Health & Health Services";0,63;35,53;44,42
"EL61";"Thessaly";"Clinical Medicine";1,16;47,73;46,27
"EL61";"Thessaly";"Communication & Textual Studies";0,08;33,19;15,4
"EL61";"Thessaly";"Earth & Environmental Sciences";0,69;39,1;65,54
"EL61";"Thessaly";"Economics & Business";1,66;43,35;44,6
"EL61";"Thessaly";"Enabling & Strategic Technologies";0,85;40,1;50,56
"EL61";"Thessaly";"Social Sciences";0,91;37,56;26,24
"EL61";"Thessaly";"Visual & Performing Arts";1,02;32,53;9,92
"EL62";"Ionian Islands";"Agriculture, Fisheries & Forestry";0,69;30,74;46,15
"EL62";"Ionian Islands";"Biology";1,23;35,25;65,01
"EL62";"Ionian Islands";"Biomedical Research";0,21;25,93;61,3
"EL62";"Ionian Islands";"Built Environment & Design";0,35;30,59;35,47
"EL62";"Ionian Islands";"Chemistry";0,16;26,26;51,19
"EL62";"Ionian Islands";"Clinical Medicine";0,69;25,6;46,27
"EL62";"Ionian Islands";"Communication & Textual Studies";2,19;39,91;15,4
"EL62";"Ionian Islands";"Earth & Environmental Sciences";0,48;30,82;65,54
"EL62";"Ionian Islands";"Economics & Business";0,78;33,7;44,6
"EL62";"Ionian Islands";"Enabling & Strategic Technologies";0,56;26,77;50,56
"EL62";"Ionian Islands";"Engineering";0,61;28,03;42,31
"EL62";"Ionian Islands";"Historical Studies";2,6;39,49;25,31
"EL62";"Ionian Islands";"Information & Communication Technologies";5,38;35,14;44,75
"EL62";"Ionian Islands";"Mathematics & Statistics";0,67;28,55;51,17
"EL62";"Ionian Islands";"Philosophy & Theology";0;32,76;13,98
"EL62";"Ionian Islands";"Physics & Astronomy";0,3;24,46;70,4
"EL62";"Ionian Islands";"Psychology & Cognitive Sciences";0,34;33,14;47,52
"EL62";"Ionian Islands";"Public Health & Health Services";0,44;32,86;44,42
"EL62";"Ionian Islands";"Social Sciences";2,49;37,34;26,24
"EL62";"Ionian Islands";"Visual & Performing Arts";9,44;39,9;9,92
"EL63";"Western Greece";"Agriculture, Fisheries & Forestry";0,57;44,19;46,15
"EL63";"Western Greece";"Biology";0,65;42,47;65,01
"EL63";"Western Greece";"Biomedical Research";0,51;30,69;61,3
"EL63";"Western Greece";"Built Environment & Design";1,29;51,28;35,47
"EL63";"Western Greece";"Chemistry";1,29;54,5;51,19
"EL63";"Western Greece";"Clinical Medicine";0,58;39,73;46,27
"EL63";"Western Greece";"Engineering";1,9;59,78;42,31
"EL63";"Western Greece";"Historical Studies";0,58;40,18;25,31
"EL63";"Western Greece";"Information & Communication Technologies";2,33;58,2;44,75
"EL63";"Western Greece";"Mathematics & Statistics";1,13;56,91;51,17
"EL63";"Western Greece";"Philosophy & Theology";0,43;35,95;13,98
"EL63";"Western Greece";"Physics & Astronomy";0,88;44,34;70,4
"EL63";"Western Greece";"Psychology & Cognitive Sciences";0,42;36,16;47,52
"EL63";"Western Greece";"Public Health & Health Services";0,41;34,57;44,42
"EL63";"Western Greece";"Social Sciences";0,84;42,4;26,24
"EL63";"Western Greece";"Communication & Textual Studies";0,53;39,34;15,4
"EL63";"Western Greece";"Earth & Environmental Sciences";1,22;49,59;65,54
"EL63";"Western Greece";"Economics & Business";1,05;48,69;44,6
"EL63";"Western Greece";"Enabling & Strategic Technologies";1,53;59,02;50,56
"EL63";"Western Greece";"Visual & Performing Arts";1;44,67;9,92
"EL64";"Central Greece";"Agriculture, Fisheries & Forestry";0,66;29,04;46,15
"EL64";"Central Greece";"Biology";0,42;28,09;65,01
"EL64";"Central Greece";"Biomedical Research";0,27;18,23;61,3
"EL64";"Central Greece";"Built Environment & Design";0,75;31,78;35,47
"EL64";"Central Greece";"Chemistry";0,48;33,57;51,19
"EL64";"Central Greece";"Clinical Medicine";0,27;26,46;46,27
"EL64";"Central Greece";"Communication & Textual Studies";0,08;27,97;15,4
"EL64";"Central Greece";"Earth & Environmental Sciences";0,35;28,29;65,54
"EL64";"Central Greece";"Economics & Business";1,7;38,81;44,6
"EL64";"Central Greece";"Enabling & Strategic Technologies";1,55;43,69;50,56
"EL64";"Central Greece";"Engineering";1,41;45,13;42,31
"EL64";"Central Greece";"Historical Studies";0,81;26,45;25,31
"EL64";"Central Greece";"Information & Communication Technologies";5,18;44,69;44,75
"EL64";"Central Greece";"Mathematics & Statistics";1,69;41,32;51,17
"EL64";"Central Greece";"Philosophy & Theology";0;24,42;13,98
"EL64";"Central Greece";"Physics & Astronomy";0,62;28,49;70,4
"EL64";"Central Greece";"Psychology & Cognitive Sciences";0,12;25,59;47,52
"EL64";"Central Greece";"Public Health & Health Services";0,4;24,02;44,42
"EL64";"Central Greece";"Social Sciences";1,69;34,13;26,24
"EL64";"Central Greece";"Visual & Performing Arts";0;25,96;9,92
"EL65";"Peloponnese";"Engineering";0,47;42,28;42,31
"EL65";"Peloponnese";"Agriculture, Fisheries & Forestry";1,63;43,82;46,15
"EL65";"Peloponnese";"Biology";0,86;41,45;65,01
"EL65";"Peloponnese";"Biomedical Research";0,28;35,04;61,3
"EL65";"Peloponnese";"Built Environment & Design";0,55;41,73;35,47
"EL65";"Peloponnese";"Chemistry";0,18;35,92;51,19
"EL65";"Peloponnese";"Clinical Medicine";0,62;35,31;46,27
"EL65";"Peloponnese";"Historical Studies";1,62;44,33;25,31
"EL65";"Peloponnese";"Information & Communication Technologies";3,04;47,52;44,75
"EL65";"Peloponnese";"Mathematics & Statistics";1,26;37,73;51,17
"EL65";"Peloponnese";"Philosophy & Theology";0,17;37,71;13,98
"EL65";"Peloponnese";"Physics & Astronomy";0,79;33,27;70,4
"EL65";"Peloponnese";"Psychology & Cognitive Sciences";0,32;39,41;47,52
"EL65";"Peloponnese";"Public Health & Health Services";2,52;45,72;44,42
"EL65";"Peloponnese";"Social Sciences";1,56;46,26;26,24
"EL65";"Peloponnese";"Communication & Textual Studies";0,51;40,8;15,4
"EL65";"Peloponnese";"Earth & Environmental Sciences";1;47;65,54
"EL65";"Peloponnese";"Economics & Business";3,24;48,46;44,6
"EL65";"Peloponnese";"Enabling & Strategic Technologies";0,95;44,37;50,56
"EL65";"Peloponnese";"Visual & Performing Arts";0;39,65;9,92
"ES11";"Galicia";"Engineering";0,77;53,12;42,31
"ES11";"Galicia";"Historical Studies";1,34;56,27;25,31
"ES11";"Galicia";"Information & Communication Technologies";1,03;57,84;44,75
"ES11";"Galicia";"Mathematics & Statistics";1,73;58,78;51,17
"ES11";"Galicia";"Philosophy & Theology";0,35;45,59;13,98
"ES11";"Galicia";"Physics & Astronomy";0,69;45,72;70,4
"ES11";"Galicia";"Psychology & Cognitive Sciences";0,63;45,27;47,52
"ES11";"Galicia";"Public Health & Health Services";0,59;43,11;44,42
"ES11";"Galicia";"Social Sciences";1,02;53,84;26,24
"ES11";"Galicia";"Visual & Performing Arts";0,67;48,84;9,92
"ES11";"Galicia";"Built Environment & Design";1,11;47,65;35,47
"ES11";"Galicia";"Chemistry";1,34;56,74;51,19
"ES11";"Galicia";"Clinical Medicine";0,93;47,08;46,27
"ES11";"Galicia";"Communication & Textual Studies";2,71;54,71;15,4
"ES11";"Galicia";"Earth & Environmental Sciences";1,16;58,02;65,54
"ES11";"Galicia";"Economics & Business";1;56,14;44,6
"ES11";"Galicia";"Agriculture, Fisheries & Forestry";2,33;59,78;46,15
"ES11";"Galicia";"Biology";1,55;60,25;65,01
"ES11";"Galicia";"Biomedical Research";0,91;42,75;61,3
"ES11";"Galicia";"Enabling & Strategic Technologies";0,74;51,42;50,56
"ES12";"Principality of Asturias";"Engineering";1,09;55,73;42,31
"ES12";"Principality of Asturias";"Historical Studies";0,93;48,03;25,31
"ES12";"Principality of Asturias";"Information & Communication Technologies";0,9;48,61;44,75
"ES12";"Principality of Asturias";"Mathematics & Statistics";0,78;50,58;51,17
"ES12";"Principality of Asturias";"Philosophy & Theology";0,28;46,62;13,98
"ES12";"Principality of Asturias";"Physics & Astronomy";0,77;45,58;70,4
"ES12";"Principality of Asturias";"Psychology & Cognitive Sciences";1,34;51,96;47,52
"ES12";"Principality of Asturias";"Public Health & Health Services";0,82;46,61;44,42
"ES12";"Principality of Asturias";"Social Sciences";1,1;53,27;26,24
"ES12";"Principality of Asturias";"Visual & Performing Arts";1,4;53,48;9,92
"ES12";"Principality of Asturias";"Agriculture, Fisheries & Forestry";0,98;55,29;46,15
"ES12";"Principality of Asturias";"Biology";0,99;51,18;65,01
"ES12";"Principality of Asturias";"Biomedical Research";0,92;44,99;61,3
"ES12";"Principality of Asturias";"Built Environment & Design";0,67;48,87;35,47
"ES12";"Principality of Asturias";"Chemistry";1,37;57,32;51,19
"ES12";"Principality of Asturias";"Clinical Medicine";1,04;54,84;46,27
"ES12";"Principality of Asturias";"Earth & Environmental Sciences";1,05;53,6;65,54
"ES12";"Principality of Asturias";"Economics & Business";0,7;48,13;44,6
"ES12";"Principality of Asturias";"Enabling & Strategic Technologies";1,15;56,21;50,56
"ES12";"Principality of Asturias";"Communication & Textual Studies";1,68;52,29;15,4
"ES13";"Cantabria";"Agriculture, Fisheries & Forestry";0,54;31,62;46,15
"ES13";"Cantabria";"Biology";0,57;31,56;65,01
"ES13";"Cantabria";"Biomedical Research";0,87;30,58;61,3
"ES13";"Cantabria";"Built Environment & Design";2,14;39,91;35,47
"ES13";"Cantabria";"Chemistry";0,4;31,82;51,19
"ES13";"Cantabria";"Clinical Medicine";1,1;38,54;46,27
"ES13";"Cantabria";"Communication & Textual Studies";0,6;31,77;15,4
"ES13";"Cantabria";"Earth & Environmental Sciences";1,33;39,31;65,54
"ES13";"Cantabria";"Economics & Business";1,12;38,56;44,6
"ES13";"Cantabria";"Enabling & Strategic Technologies";0,81;33,45;50,56
"ES13";"Cantabria";"Engineering";0,93;34,15;42,31
"ES13";"Cantabria";"Historical Studies";1,51;37,86;25,31
"ES13";"Cantabria";"Information & Communication Technologies";1,04;40,41;44,75
"ES13";"Cantabria";"Mathematics & Statistics";1,03;33,61;51,17
"ES13";"Cantabria";"Philosophy & Theology";0,29;30,5;13,98
"ES13";"Cantabria";"Physics & Astronomy";1,54;41,43;70,4
"ES13";"Cantabria";"Psychology & Cognitive Sciences";0,4;30,84;47,52
"ES13";"Cantabria";"Public Health & Health Services";0,6;31,02;44,42
"ES13";"Cantabria";"Social Sciences";0,83;32,4;26,24
"ES13";"Cantabria";"Visual & Performing Arts";0,81;30,93;9,92
"ES21";"Basque Community";"Agriculture, Fisheries & Forestry";0,7;30,59;46,15
"ES21";"Basque Community";"Biology";0,73;30,75;65,01
"ES21";"Basque Community";"Biomedical Research";0,84;32,36;61,3
"ES21";"Basque Community";"Built Environment & Design";1,14;31,81;35,47
"ES21";"Basque Community";"Chemistry";2,09;40,84;51,19
"ES21";"Basque Community";"Clinical Medicine";0,72;31,75;46,27
"ES21";"Basque Community";"Communication & Textual Studies";1,82;40,91;15,4
"ES21";"Basque Community";"Earth & Environmental Sciences";0,75;31,72;65,54
"ES21";"Basque Community";"Economics & Business";0,82;33,7;44,6
"ES21";"Basque Community";"Enabling & Strategic Technologies";1,67;39,94;50,56
"ES21";"Basque Community";"Engineering";0,89;33,59;42,31
"ES21";"Basque Community";"Historical Studies";1,4;40,61;25,31
"ES21";"Basque Community";"Information & Communication Technologies";0,92;34,1;44,75
"ES21";"Basque Community";"Mathematics & Statistics";0,89;34,58;51,17
"ES21";"Basque Community";"Philosophy & Theology";0,85;37,06;13,98
"ES21";"Basque Community";"Physics & Astronomy";1,17;44,09;70,4
"ES21";"Basque Community";"Psychology & Cognitive Sciences";1,27;40,64;47,52
"ES21";"Basque Community";"Public Health & Health Services";0,79;32,35;44,42
"ES21";"Basque Community";"Social Sciences";1;37,7;26,24
"ES21";"Basque Community";"Visual & Performing Arts";0,58;35,39;9,92
"ES22";"Navarre";"Agriculture, Fisheries & Forestry";1,06;49,93;46,15
"ES22";"Navarre";"Biology";0,68;47,35;65,01
"ES22";"Navarre";"Biomedical Research";1,32;60,27;61,3
"ES22";"Navarre";"Built Environment & Design";1,08;55,07;35,47
"ES22";"Navarre";"Chemistry";0,54;38,73;51,19
